Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,7.0,Sun,2017-09-17,20:00,Eupen,1–1,Standard Liège,5062.0,Stadion am Kehrweg,Erik Lambrechts,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,8.0,Fri,2017-09-22,20:30,Antwerp,3–0,Kortrijk,11439.0,Bosuilstadion,Nicolas Laforge,Match Report,,18,B1
Regular season,8.0,Sat,2017-09-23,18:00,Genk,1–1,Oostende,15130.0,Luminus Arena,Lawrence Visser,Match Report,,18,B1
Regular season,8.0,Sat,2017-09-23,20:00,Excel Mouscron,3–2,Eupen,3651.0,Stade Le Canonnier,Bram Van Driessche,Match Report,,18,B1
Regular season,8.0,Sat,2017-09-23,20:00,Mechelen,2–0,Sint-Truiden,8760.0,AFAS-stadion Achter de Kazerne,Erik Lambrechts,Match Report,,18,B1
Regular season,8.0,Sat,2017-09-23,20:30,Waasland-Bev,1–2,Anderlecht,6938.0,Freethiel-Stadion,Christof Dierick,Match Report,,18,B1
Regular season,8.0,Sun,2017-09-24,14:30,Gent,0–1,Zulte Waregem,17058.0,GHELAMCO-arena,Jonathan Lardot,Match Report,,18,B1
Regular season,8.0,Sun,2017-09-24,18:00,Charleroi,1–2,Club Brugge,13879.0,Stade du Pays de Charleroi,Luc Wouters,Match Report,,18,B1
Regular season,8.0,Sun,2017-09-24,20:00,Standard Liège,2–1,Lokeren,22643.0,Stade Maurice Dufrasne,Bart Vertenten,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,9.0,Fri,2017-09-29,20:30,Sint-Truiden,0–1,Charleroi,5507.0,Stayen,Bram Van Driessche,Match Report,,18,B1
Regular season,9.0,Sat,2017-09-30,18:00,Eupen,3–3,Genk,2415.0,Stadion am Kehrweg,Nathan Verboomen,Match Report,,18,B1
Regular season,9.0,Sat,2017-09-30,20:00,Waasland-Bev,3–0,Antwerp,9647.0,Freethiel-Stadion,Erik Lambrechts,Match Report,,18,B1
Regular season,9.0,Sat,2017-09-30,20:00,Excel Mouscron,2–2,Mechelen,3125.0,Stade Le Canonnier,Luc Wouters,Match Report,,18,B1
Regular season,9.0,Sat,2017-09-30,20:30,Kortrijk,1–2,Oostende,6732.0,Guldensporenstadion,Wesley Alen,Match Report,,18,B1
Regular season,9.0,Sun,2017-10-01,14:30,Club Brugge,2–1,Gent,25738.0,Jan Breydelstadion,Bart Vertenten,Match Report,,18,B1
Regular season,9.0,Sun,2017-10-01,18:00,Anderlecht,1–0,Standard Liège,20127.0,Stade Constant Vanden Stock,Lawrence Visser,Match Report,,18,B1
Regular season,9.0,Sun,2017-10-01,20:00,Zulte Waregem,1–3,Lokeren,8094.0,Regenboogstadion,Wim Smet,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,10.0,Fri,2017-10-13,20:30,Mechelen,3–4,Anderlecht,14439.0,AFAS-stadion Achter de Kazerne,Jonathan Lardot,Match Report,,18,B1
Regular season,10.0,Sat,2017-10-14,18:00,Charleroi,2–2,Eupen,9358.0,Stade du Pays de Charleroi,Christof Dierick,Match Report,,18,B1
Regular season,10.0,Sat,2017-10-14,20:00,Genk,1–1,Excel Mouscron,13750.0,Luminus Arena,Jan Boterberg,Match Report,,18,B1
Regular season,10.0,Sat,2017-10-14,20:00,Lokeren,1–1,Sint-Truiden,3728.0,Daknamstadion,Bert Put,Match Report,,18,B1
Regular season,10.0,Sat,2017-10-14,20:30,Gent,2–0,Waasland-Bev,18102.0,GHELAMCO-arena,Sébastien Delferière,Match Report,,18,B1
Regular season,10.0,Sun,2017-10-15,14:30,Standard Liège,3–1,Kortrijk,16605.0,Stade Maurice Dufrasne,Luc Wouters,Match Report,,18,B1
Regular season,10.0,Sun,2017-10-15,18:00,Oostende,2–3,Club Brugge,7933.0,Versluys Arena,Nicolas Laforge,Match Report,,18,B1
Regular season,10.0,Sun,2017-10-15,20:00,Antwerp,3–0,Zulte Waregem,11319.0,Bosuilstadion,Alexandre Boucaut,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,11.0,Fri,2017-10-20,20:30,Excel Mouscron,1–3,Standard Liège,10084.0,Stade Le Canonnier,Sébastien Delferière,Match Report,,18,B1
Regular season,11.0,Sat,2017-10-21,18:00,Lokeren,1–1,Charleroi,3905.0,Daknamstadion,Alexandre Boucaut,Match Report,,18,B1
Regular season,11.0,Sat,2017-10-21,20:00,Eupen,4–1,Mechelen,3865.0,Stadion am Kehrweg,Wesley Alen,Match Report,,18,B1
Regular season,11.0,Sat,2017-10-21,20:00,Sint-Truiden,1–0,Oostende,5516.0,Stayen,Nathan Verboomen,Match Report,,18,B1
Regular season,11.0,Sat,2017-10-21,20:30,Kortrijk,1–1,Gent,7664.0,Guldensporenstadion,Erik Lambrechts,Match Report,,18,B1
Regular season,11.0,Sun,2017-10-22,14:30,Club Brugge,1–0,Antwerp,26470.0,Jan Breydelstadion,Lawrence Visser,Match Report,,18,B1
Regular season,11.0,Sun,2017-10-22,18:00,Anderlecht,0–1,Genk,21000.0,Stade Constant Vanden Stock,Bart Vertenten,Match Report,,18,B1
Regular season,11.0,Sun,2017-10-22,20:00,Zulte Waregem,2–5,Waasland-Bev,6421.0,Regenboogstadion,Bram Van Driessche,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,12.0,Tue,2017-10-24,20:30,Gent,3–0,Eupen,14640.0,GHELAMCO-arena,Nicolas Laforge,Match Report,,18,B1
Regular season,12.0,Tue,2017-10-24,20:30,Mechelen,0–2,Lokeren,8671.0,AFAS-stadion Achter de Kazerne,Nathan Verboomen,Match Report,,18,B1
Regular season,12.0,Tue,2017-10-24,20:30,Oostende,3–0,Charleroi,4632.0,Versluys Arena,Wim Smet,Match Report,,18,B1
Regular season,12.0,Wed,2017-10-25,20:30,Waasland-Bev,2–1,Kortrijk,3587.0,Freethiel-Stadion,Jan Boterberg,Match Report,,18,B1
Regular season,12.0,Wed,2017-10-25,20:30,Anderlecht,2–0,Zulte Waregem,18397.0,Stade Constant Vanden Stock,Luc Wouters,Match Report,,18,B1
Regular season,12.0,Wed,2017-10-25,20:30,Genk,2–0,Club Brugge,19130.0,Luminus Arena,Jonathan Lardot,Match Report,,18,B1
Regular season,12.0,Thu,2017-10-26,20:30,Sint-Truiden,1–0,Excel Mouscron,4978.0,Stayen,Bart Vertenten,Match Report,,18,B1
Regular season,12.0,Thu,2017-10-26,20:30,Antwerp,0–0,Standard Liège,11572.0,Bosuilstadion,Bram Van Driessche,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,13.0,Fri,2017-10-27,20:30,Charleroi,2–1,Gent,10307.0,Stade du Pays de Charleroi,Sébastien Delferière,Match Report,,18,B1
Regular season,13.0,Sat,2017-10-28,18:00,Eupen,2–3,Anderlecht,5002.0,Stadion am Kehrweg,Alexandre Boucaut,Match Report,,18,B1
Regular season,13.0,Sat,2017-10-28,20:00,Zulte Waregem,2–1,Mechelen,6394.0,Regenboogstadion,Lawrence Visser,Match Report,,18,B1
Regular season,13.0,Sat,2017-10-28,20:00,Lokeren,0–3,Oostende,4053.0,Daknamstadion,Christof Dierick,Match Report,,18,B1
Regular season,13.0,Sat,2017-10-28,20:30,Kortrijk,0–0,Genk,4717.0,Guldensporenstadion,Wim Smet,Match Report,,18,B1
Regular season,13.0,Sun,2017-10-29,14:30,Club Brugge,4–1,Sint-Truiden,22331.0,Jan Breydelstadion,Bram Van Driessche,Match Report,,18,B1
Regular season,13.0,Sun,2017-10-29,18:00,Standard Liège,3–1,Waasland-Bev,17434.0,Stade Maurice Dufrasne,Nicolas Laforge,Match Report,,18,B1
Regular season,13.0,Sun,2017-10-29,20:00,Excel Mouscron,2–2,Antwerp,5080.0,Stade Le Canonnier,Nathan Verboomen,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,14.0,Fri,2017-11-03,20:30,Gent,1–0,Standard Liège,17347.0,GHELAMCO-arena,Wim Smet,Match Report,,18,B1
Regular season,14.0,Sat,2017-11-04,18:00,Genk,0–0,Lokeren,14980.0,Luminus Arena,Wesley Alen,Match Report,,18,B1
Regular season,14.0,Sat,2017-11-04,20:00,Sint-Truiden,4–4,Eupen,5837.0,Stayen,Jan Boterberg,Match Report,,18,B1
Regular season,14.0,Sat,2017-11-04,20:00,Mechelen,2–0,Kortrijk,10388.0,AFAS-stadion Achter de Kazerne,Bart Vertenten,Match Report,,18,B1
Regular season,14.0,Sat,2017-11-04,20:30,Waasland-Bev,2–0,Excel Mouscron,5237.0,Freethiel-Stadion,Bert Put,Match Report,,18,B1
Regular season,14.0,Sun,2017-11-05,14:30,Antwerp,1–3,Charleroi,11110.0,Bosuilstadion,Jonathan Lardot,Match Report,,18,B1
Regular season,14.0,Sun,2017-11-05,18:00,Anderlecht,0–0,Club Brugge,20257.0,Stade Constant Vanden Stock,Nicolas Laforge,Match Report,,18,B1
Regular season,14.0,Sun,2017-11-05,20:00,Oostende,4–2,Zulte Waregem,5008.0,Versluys Arena,Erik Lambrechts,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,15.0,Fri,2017-11-17,20:30,Charleroi,2–0,Mechelen,12788.0,Stade du Pays de Charleroi,Erik Lambrechts,Match Report,,18,B1
Regular season,15.0,Sat,2017-11-18,18:00,Excel Mouscron,1–2,Anderlecht,8903.0,Stade Le Canonnier,Jonathan Lardot,Match Report,,18,B1
Regular season,15.0,Sat,2017-11-18,20:00,Eupen,0–1,Antwerp,5411.0,Stadion am Kehrweg,Christof Dierick,Match Report,,18,B1
Regular season,15.0,Sat,2017-11-18,20:00,Kortrijk,3–2,Sint-Truiden,3998.0,Guldensporenstadion,Nathan Verboomen,Match Report,,18,B1
Regular season,15.0,Sat,2017-11-18,20:30,Standard Liège,0–0,Oostende,15932.0,Stade Maurice Dufrasne,Nicolas Laforge,Match Report,,18,B1
Regular season,15.0,Sun,2017-11-19,14:30,Zulte Waregem,0–1,Genk,8769.0,Regenboogstadion,Alexandre Boucaut,Match Report,,18,B1
Regular season,15.0,Sun,2017-11-19,18:00,Club Brugge,3–0,Waasland-Bev,23075.0,Jan Breydelstadion,Wim Smet,Match Report,,18,B1
Regular season,15.0,Sun,2017-11-19,20:00,Lokeren,0–3,Gent,5115.0,Daknamstadion,Lawrence Visser,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,16.0,Fri,2017-11-24,20:30,Gent,3–1,Excel Mouscron,15567.0,GHELAMCO-arena,Nathan Verboomen,Match Report,,18,B1
Regular season,16.0,Sat,2017-11-25,18:00,Antwerp,0–0,Mechelen,12975.0,Bosuilstadion,Sébastien Delferière,Match Report,,18,B1
Regular season,16.0,Sat,2017-11-25,20:00,Oostende,1–0,Eupen,4377.0,Versluys Arena,Bert Put,Match Report,,18,B1
Regular season,16.0,Sat,2017-11-25,20:00,Sint-Truiden,0–0,Lokeren,6653.0,Stayen,Nicolas Laforge,Match Report,,18,B1
Regular season,16.0,Sat,2017-11-25,20:30,Waasland-Bev,0–2,Charleroi,3730.0,Freethiel-Stadion,Bram Van Driessche,Match Report,,18,B1
Regular season,16.0,Sun,2017-11-26,14:30,Genk,0–2,Standard Liège,18130.0,Luminus Arena,Lawrence Visser,Match Report,,18,B1
Regular season,16.0,Sun,2017-11-26,18:00,Anderlecht,4–0,Kortrijk,18972.0,Stade Constant Vanden Stock,Erik Lambrechts,Match Report,,18,B1
Regular season,16.0,Sun,2017-11-26,20:00,Club Brugge,3–2,Zulte Waregem,20680.0,Jan Breydelstadion,Bart Vertenten,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,17.0,Fri,2017-12-01,20:30,Charleroi,1–1,Oostende,9409.0,Stade du Pays de Charleroi,Nathan Verboomen,Match Report,,18,B1
Regular season,17.0,Sat,2017-12-02,18:00,Lokeren,1–2,Anderlecht,6119.0,Daknamstadion,Alexandre Boucaut,Match Report,,18,B1
Regular season,17.0,Sat,2017-12-02,20:00,Excel Mouscron,1–1,Sint-Truiden,3274.0,Stade Le Canonnier,Jan Boterberg,Match Report,,18,B1
Regular season,17.0,Sat,2017-12-02,20:00,Kortrijk,4–1,Waasland-Bev,4378.0,Guldensporenstadion,Christof Dierick,Match Report,,18,B1
Regular season,17.0,Sat,2017-12-02,20:30,Mechelen,3–2,Genk,12110.0,AFAS-stadion Achter de Kazerne,Bram Van Driessche,Match Report,,18,B1
Regular season,17.0,Sun,2017-12-03,14:30,Standard Liège,1–1,Antwerp,17246.0,Stade Maurice Dufrasne,Bart Vertenten,Match Report,,18,B1
Regular season,17.0,Sun,2017-12-03,18:00,Eupen,2–2,Club Brugge,3476.0,Stadion am Kehrweg,Lawrence Visser,Match Report,,18,B1
Regular season,17.0,Sun,2017-12-03,20:00,Zulte Waregem,0–1,Gent,8220.0,Regenboogstadion,Nicolas Laforge,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,18.0,Fri,2017-12-08,20:30,Waasland-Bev,3–1,Standard Liège,4094.0,Freethiel-Stadion,Jan Boterberg,Match Report,,18,B1
Regular season,18.0,Sat,2017-12-09,18:00,Oostende,0–1,Mechelen,5022.0,Versluys Arena,Bart Vertenten,Match Report,,18,B1
Regular season,18.0,Sat,2017-12-09,20:00,Antwerp,1–0,Excel Mouscron,11023.0,Bosuilstadion,Bert Put,Match Report,,18,B1
Regular season,18.0,Sat,2017-12-09,20:00,Genk,1–1,Eupen,11920.0,Luminus Arena,Erik Lambrechts,Match Report,,18,B1
Regular season,18.0,Sat,2017-12-09,20:30,Gent,2–1,Kortrijk,15879.0,GHELAMCO-arena,Wim Smet,Match Report,,18,B1
Regular season,18.0,Sun,2017-12-10,14:30,Club Brugge,3–1,Lokeren,21265.0,Jan Breydelstadion,Luc Wouters,Match Report,,18,B1
Regular season,18.0,Sun,2017-12-10,18:00,Anderlecht,1–3,Charleroi,19846.0,Stade Constant Vanden Stock,Lawrence Visser,Match Report,,18,B1
Regular season,18.0,Sun,2017-12-10,20:00,Sint-Truiden,1–1,Zulte Waregem,3167.0,Stayen,Jonathan Lardot,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,19.0,Fri,2017-12-15,20:30,Excel Mouscron,1–0,Oostende,3274.0,Stade Le Canonnier,Erik Lambrechts,Match Report,,18,B1
Regular season,19.0,Sat,2017-12-16,18:00,Standard Liège,0–0,Gent,14543.0,Stade Maurice Dufrasne,Nicolas Laforge,Match Report,,18,B1
Regular season,19.0,Sat,2017-12-16,20:00,Eupen,0–0,Sint-Truiden,2098.0,Stadion am Kehrweg,Nathan Verboomen,Match Report,,18,B1
Regular season,19.0,Sat,2017-12-16,20:00,Kortrijk,2–0,Mechelen,4903.0,Guldensporenstadion,Alexandre Boucaut,Match Report,,18,B1
Regular season,19.0,Sat,2017-12-16,20:30,Lokeren,1–1,Waasland-Bev,4674.0,Daknamstadion,Bram Van Driessche,Match Report,,18,B1
Regular season,19.0,Sun,2017-12-17,14:30,Club Brugge,5–0,Anderlecht,26999.0,Jan Breydelstadion,Sébastien Delferière,Match Report,,18,B1
Regular season,19.0,Sun,2017-12-17,18:00,Charleroi,1–1,Genk,10456.0,Stade du Pays de Charleroi,Wim Smet,Match Report,,18,B1
Regular season,19.0,Sun,2017-12-17,20:00,Zulte Waregem,1–2,Antwerp,7211.0,Regenboogstadion,Luc Wouters,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,20.0,Wed,2017-12-20,20:30,Mechelen,0–3,Club Brugge,12113.0,AFAS-stadion Achter de Kazerne,Nicolas Laforge,Match Report,,18,B1
Regular season,20.0,Thu,2017-12-21,20:30,Gent,1–0,Charleroi,16107.0,GHELAMCO-arena,Jonathan Lardot,Match Report,,18,B1
Regular season,20.0,Thu,2017-12-21,20:30,Antwerp,1–2,Lokeren,10637.0,Bosuilstadion,Erik Lambrechts,Match Report,,18,B1
Regular season,20.0,Fri,2017-12-22,20:30,Anderlecht,1–0,Eupen,18810.0,Stade Constant Vanden Stock,Bram Van Driessche,Match Report,,18,B1
Regular season,20.0,Fri,2017-12-22,20:30,Waasland-Bev,1–3,Oostende,4060.0,Freethiel-Stadion,Bert Put,Match Report,,18,B1
Regular season,20.0,Sat,2017-12-23,18:00,Excel Mouscron,2–1,Zulte Waregem,4262.0,Stade Le Canonnier,Wesley Alen,Match Report,,18,B1
Regular season,20.0,Sat,2017-12-23,20:00,Genk,2–3,Kortrijk,14385.0,Luminus Arena,Jan Boterberg,Match Report,,18,B1
Regular season,20.0,Sat,2017-12-23,20:30,Standard Liège,1–1,Sint-Truiden,17114.0,Stade Maurice Dufrasne,Sébastien Delferière,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,21.0,Tue,2017-12-26,14:30,Eupen,1–0,Waasland-Bev,2494.0,Stadion am Kehrweg,Nicolas Laforge,Match Report,,18,B1
Regular season,21.0,Tue,2017-12-26,14:30,Club Brugge,4–2,Excel Mouscron,22717.0,Jan Breydelstadion,Lawrence Visser,Match Report,,18,B1
Regular season,21.0,Tue,2017-12-26,14:30,Lokeren,2–0,Mechelen,7997.0,Daknamstadion,Sébastien Delferière,Match Report,,18,B1
Regular season,21.0,Tue,2017-12-26,18:00,Zulte Waregem,0–4,Charleroi,7667.0,Regenboogstadion,Alexandre Boucaut,Match Report,,18,B1
Regular season,21.0,Tue,2017-12-26,20:30,Anderlecht,1–0,Gent,19885.0,Stade Constant Vanden Stock,Wim Smet,Match Report,,18,B1
Regular season,21.0,Wed,2017-12-27,20:30,Kortrijk,2–1,Standard Liège,9017.0,Guldensporenstadion,Nathan Verboomen,Match Report,,18,B1
Regular season,21.0,Wed,2017-12-27,20:30,Sint-Truiden,0–3,Antwerp,8233.0,Stayen,Bart Vertenten,Match Report,,18,B1
Regular season,21.0,Tue,2018-01-16,20:30,Oostende,1–2,Genk,5031.0,Versluys Arena,Jonathan Lardot,Match Report,,18,B1
,,,,,,,,,,,,,18,B1
Regular season,22.0,Fri,2018-01-19,20:30,Charleroi,2–0,Excel Mouscron,9318.0,Stade du Pays de Charleroi,Nathan Verboomen,Match Report,,18,B1
Regular season,22.0,Sat,2018-01-20,18:00,Standard Liège,3–2,Eupen,13679.0,Stade Maurice Dufrasne,Christof Dierick,Match Report,,18,B1
Regular season,22.0,Sat,2018-01-20,20:00,Oostende,2–1,Kortrijk,5243.0,Versluys Arena,Bram Van Driessche,Match Report,,18,B1
Regular season,22.0,Sat,2018-01-20,20:00,Waasland-Bev,3–1,Sint-Truiden,3211.0,Freethiel-Stadion,Wim Smet,Match Report,,18,B1
Regular season,22.0,Sat,2018-01-20,20:30,Mechelen,0–2,Zulte Waregem,11465.0,AFAS-stadion Achter de Kazerne,Bart Vertenten,Match Report,,18,B1
Regular season,22.0,Sun,2018-01-21,14:30,Antwerp,2–2,Club Brugge,12443.0,Bosuilstadion,Sébastien Delferière,Match Report,,18,B1
