Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,11.0,Sat,2019-10-26,13:00,Hamburger SV,6–2,Stuttgart,57000.0,Volksparkstadion,Deniz Aytekin,Match Report,,20,D2
Regular season,11.0,Sun,2019-10-27,13:30,Osnabrück,0–0,Greuther Fürth,13386.0,Stadion an der Bremer Brücke,Sven Waschitzki,Match Report,,20,D2
Regular season,11.0,Sun,2019-10-27,13:30,Heidenheim,1–0,St. Pauli,13500.0,Voith-Arena,Martin Thomsen,Match Report,,20,D2
Regular season,11.0,Sun,2019-10-27,13:30,Nürnberg,1–1,Jahn R'burg,34365.0,Max-Morlock-Stadion,Patrick Alt,Match Report,,20,D2
Regular season,11.0,Mon,2019-10-28,20:30,Sandhausen,0–0,Wehen,5965.0,BWT-Stadion Am Hardtwald,Lasse Koslowski,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,12.0,Fri,2019-11-01,18:30,Hannover 96,1–1,Sandhausen,24100.0,HDI-Arena,Sören Storks,Match Report,,20,D2
Regular season,12.0,Fri,2019-11-01,18:30,Jahn R'burg,3–3,Osnabrück,10179.0,Jahnstadion,Robert Kampka,Match Report,,20,D2
Regular season,12.0,Sat,2019-11-02,13:00,St. Pauli,2–2,Karlsruher,29546.0,Millerntor-Stadion,Christof Günsch,Match Report,,20,D2
Regular season,12.0,Sat,2019-11-02,13:00,Greuther Fürth,3–1,Darmstadt 98,8225.0,Sportpark Ronhof Thomas Sommer,Harm Osmers,Match Report,,20,D2
Regular season,12.0,Sat,2019-11-02,13:00,Erzgebirge Aue,1–1,Heidenheim,8700.0,Sparkassen-Erzgebirgsstadion,Florian Heft,Match Report,,20,D2
Regular season,12.0,Sun,2019-11-03,13:30,Wehen,1–1,Hamburger SV,8200.0,BRITA-Arena,René Rohde,Match Report,,20,D2
Regular season,12.0,Sun,2019-11-03,13:30,Stuttgart,3–1,Dresden,52129.0,Mercedes-Benz Arena,Aarne Aarnink,Match Report,,20,D2
Regular season,12.0,Sun,2019-11-03,13:30,Arminia,2–1,Holstein Kiel,19007.0,SchücoArena Kunstrasenplatz,Robert Kempter,Match Report,,20,D2
Regular season,12.0,Mon,2019-11-04,20:30,Bochum,3–1,Nürnberg,16046.0,Vonovia Ruhrstadion,Matthias Jöllenbeck,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,13.0,Fri,2019-11-08,18:30,St. Pauli,1–1,Bochum,29546.0,Millerntor-Stadion,Florian Badstübner,Match Report,,20,D2
Regular season,13.0,Fri,2019-11-08,18:30,Dresden,1–0,Wehen,25444.0,DDV-Stadion,Martin Petersen,Match Report,,20,D2
Regular season,13.0,Sat,2019-11-09,13:00,Sandhausen,3–2,Greuther Fürth,5632.0,BWT-Stadion Am Hardtwald,Johann Pfeifer,Match Report,,20,D2
Regular season,13.0,Sat,2019-11-09,13:00,Holstein Kiel,1–1,Hamburger SV,15034.0,Holstein-Stadion,Christian Dingert,Match Report,,20,D2
Regular season,13.0,Sat,2019-11-09,13:00,Osnabrück,1–0,Stuttgart,15801.0,Stadion an der Bremer Brücke,Nicolas Winter,Match Report,,20,D2
Regular season,13.0,Sun,2019-11-10,13:30,Nürnberg,1–5,Arminia,28624.0,Max-Morlock-Stadion,Patrick Ittrich,Match Report,,20,D2
Regular season,13.0,Sun,2019-11-10,13:30,Heidenheim,4–0,Hannover 96,11100.0,Voith-Arena,Lasse Koslowski,Match Report,,20,D2
Regular season,13.0,Sun,2019-11-10,13:30,Darmstadt 98,2–2,Jahn R'burg,13350.0,Merck-Stadion am Böllenfalltor,Alexander Sather,Match Report,,20,D2
Regular season,13.0,Mon,2019-11-11,20:30,Karlsruher,1–1,Erzgebirge Aue,12283.0,Wildparkstadion,Sven Waschitzki,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,14.0,Fri,2019-11-22,18:30,Erzgebirge Aue,3–1,St. Pauli,14000.0,Sparkassen-Erzgebirgsstadion,Markus Schmidt,Match Report,,20,D2
Regular season,14.0,Fri,2019-11-22,18:30,Bochum,1–1,Osnabrück,20760.0,Vonovia Ruhrstadion,Benedikt Kempkes,Match Report,,20,D2
Regular season,14.0,Sat,2019-11-23,13:00,Arminia,1–1,Sandhausen,21012.0,SchücoArena Kunstrasenplatz,Guido Winkmann,Match Report,,20,D2
Regular season,14.0,Sat,2019-11-23,13:00,Wehen,3–6,Holstein Kiel,4053.0,BRITA-Arena,Thorben Siewer,Match Report,,20,D2
Regular season,14.0,Sat,2019-11-23,13:00,Hamburger SV,2–1,Dresden,51586.0,Volksparkstadion,Marco Fritz,Match Report,,20,D2
Regular season,14.0,Sun,2019-11-24,13:30,Stuttgart,3–0,Karlsruher,57483.0,Mercedes-Benz Arena,Tobias Stieler,Match Report,,20,D2
Regular season,14.0,Sun,2019-11-24,13:30,Greuther Fürth,0–0,Nürnberg,15000.0,Sportpark Ronhof Thomas Sommer,Manuel Gräfe,Match Report,,20,D2
Regular season,14.0,Sun,2019-11-24,13:30,Jahn R'burg,3–1,Heidenheim,11762.0,Jahnstadion,Felix Zwayer,Match Report,,20,D2
Regular season,14.0,Mon,2019-11-25,20:30,Hannover 96,1–2,Darmstadt 98,22100.0,HDI-Arena,Martin Thomsen,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,15.0,Fri,2019-11-29,18:30,Karlsruher,4–1,Jahn R'burg,12454.0,Wildparkstadion,Aarne Aarnink,Match Report,,20,D2
Regular season,15.0,Fri,2019-11-29,18:30,Osnabrück,2–1,Hamburger SV,15800.0,Stadion an der Bremer Brücke,Tobias Reichel,Match Report,,20,D2
Regular season,15.0,Sat,2019-11-30,13:00,Bochum,2–0,Erzgebirge Aue,14794.0,Vonovia Ruhrstadion,Patrick Alt,Match Report,,20,D2
Regular season,15.0,Sat,2019-11-30,13:00,Nürnberg,0–2,Wehen,28167.0,Max-Morlock-Stadion,Sascha Stegemann,Match Report,,20,D2
Regular season,15.0,Sat,2019-11-30,13:00,Dresden,1–2,Holstein Kiel,24811.0,DDV-Stadion,Christof Günsch,Match Report,,20,D2
Regular season,15.0,Sat,2019-11-30,13:00,St. Pauli,0–1,Hannover 96,29546.0,Millerntor-Stadion,Robert Hartmann,Match Report,,20,D2
Regular season,15.0,Sun,2019-12-01,13:30,Darmstadt 98,1–3,Arminia,13900.0,Merck-Stadion am Böllenfalltor,Florian Heft,Match Report,,20,D2
Regular season,15.0,Sun,2019-12-01,13:30,Heidenheim,1–0,Greuther Fürth,10700.0,Voith-Arena,Frank Willenborg,Match Report,,20,D2
Regular season,15.0,Sun,2019-12-01,13:30,Sandhausen,2–1,Stuttgart,13689.0,BWT-Stadion Am Hardtwald,Harm Osmers,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,16.0,Fri,2019-12-06,18:30,Hamburger SV,0–1,Heidenheim,42190.0,Volksparkstadion,Felix Brych,Match Report,,20,D2
Regular season,16.0,Fri,2019-12-06,18:30,Arminia,2–2,Karlsruher,20426.0,SchücoArena Kunstrasenplatz,Martin Petersen,Match Report,,20,D2
Regular season,16.0,Sat,2019-12-07,13:00,Holstein Kiel,2–4,Osnabrück,11920.0,Holstein-Stadion,Alexander Sather,Match Report,,20,D2
Regular season,16.0,Sat,2019-12-07,13:00,Greuther Fürth,3–1,Bochum,8875.0,Sportpark Ronhof Thomas Sommer,Nicolas Winter,Match Report,,20,D2
Regular season,16.0,Sat,2019-12-07,13:00,Hannover 96,3–2,Erzgebirge Aue,26200.0,HDI-Arena,Michael Bacher,Match Report,,20,D2
Regular season,16.0,Sun,2019-12-08,13:30,Wehen,0–0,Darmstadt 98,8034.0,BRITA-Arena,Matthias Jöllenbeck,Match Report,,20,D2
Regular season,16.0,Sun,2019-12-08,13:30,Dresden,1–1,Sandhausen,26019.0,DDV-Stadion,Benjamin Cortus,Match Report,,20,D2
Regular season,16.0,Sun,2019-12-08,13:30,Jahn R'burg,1–0,St. Pauli,15026.0,Jahnstadion,Sven Waschitzki,Match Report,,20,D2
Regular season,16.0,Mon,2019-12-09,20:30,Stuttgart,3–1,Nürnberg,48971.0,Mercedes-Benz Arena,Robert Schröder,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,17.0,Fri,2019-12-13,18:30,Erzgebirge Aue,1–0,Jahn R'burg,8300.0,Sparkassen-Erzgebirgsstadion,Johann Pfeifer,Match Report,,20,D2
Regular season,17.0,Fri,2019-12-13,18:30,Bochum,2–1,Hannover 96,16519.0,Vonovia Ruhrstadion,Florian Badstübner,Match Report,,20,D2
Regular season,17.0,Sat,2019-12-14,13:00,Karlsruher,1–5,Greuther Fürth,12750.0,Wildparkstadion,Sören Storks,Match Report,,20,D2
Regular season,17.0,Sat,2019-12-14,13:00,St. Pauli,3–1,Wehen,29211.0,Millerntor-Stadion,Robert Kempter,Match Report,,20,D2
Regular season,17.0,Sat,2019-12-14,13:00,Heidenheim,0–0,Arminia,11200.0,Voith-Arena,Tobias Stieler,Match Report,,20,D2
Regular season,17.0,Sun,2019-12-15,13:30,Nürnberg,2–2,Holstein Kiel,25275.0,Max-Morlock-Stadion,Timo Gerach,Match Report,,20,D2
Regular season,17.0,Sun,2019-12-15,13:30,Sandhausen,1–1,Hamburger SV,12958.0,BWT-Stadion Am Hardtwald,Deniz Aytekin,Match Report,,20,D2
Regular season,17.0,Sun,2019-12-15,13:30,Osnabrück,3–0,Dresden,15352.0,Stadion an der Bremer Brücke,René Rohde,Match Report,,20,D2
Regular season,17.0,Mon,2019-12-16,20:30,Darmstadt 98,1–1,Stuttgart,14875.0,Merck-Stadion am Böllenfalltor,Patrick Ittrich,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,18.0,Fri,2019-12-20,18:30,Nürnberg,2–0,Dresden,29741.0,Max-Morlock-Stadion,Matthias Jöllenbeck,Match Report,,20,D2
Regular season,18.0,Fri,2019-12-20,18:30,Karlsruher,0–1,Wehen,12693.0,Wildparkstadion,Robert Hartmann,Match Report,,20,D2
Regular season,18.0,Sat,2019-12-21,13:00,Erzgebirge Aue,3–1,Greuther Fürth,13200.0,Sparkassen-Erzgebirgsstadion,Martin Thomsen,Match Report,,20,D2
Regular season,18.0,Sat,2019-12-21,13:00,Darmstadt 98,2–2,Hamburger SV,14875.0,Merck-Stadion am Böllenfalltor,Aarne Aarnink,Match Report,,20,D2
Regular season,18.0,Sat,2019-12-21,13:00,St. Pauli,3–0,Arminia,29546.0,Millerntor-Stadion,Manuel Gräfe,Match Report,,20,D2
Regular season,18.0,Sat,2019-12-21,13:00,Hannover 96,2–2,Stuttgart,35200.0,HDI-Arena,Thorben Siewer,Match Report,,20,D2
Regular season,18.0,Sun,2019-12-22,13:30,Sandhausen,2–2,Holstein Kiel,4995.0,BWT-Stadion Am Hardtwald,Marco Fritz,Match Report,,20,D2
Regular season,18.0,Sun,2019-12-22,13:30,Heidenheim,3–1,Osnabrück,12100.0,Voith-Arena,Michael Bacher,Match Report,,20,D2
Regular season,18.0,Sun,2019-12-22,13:30,Bochum,2–3,Jahn R'burg,18679.0,Vonovia Ruhrstadion,Tobias Reichel,Match Report,,20,D2
,,,,,,,,,,,,,20,D2
Regular season,19.0,Tue,2020-01-28,18:30,Arminia,2–0,Bochum,19685.0,SchücoArena Kunstrasenplatz,Robert Kempter,Match Report,,20,D2
Regular season,19.0,Tue,2020-01-28,20:30,Greuther Fürth,3–0,St. Pauli,9220.0,Sportpark Ronhof Thomas Sommer,Christof Günsch,Match Report,,20,D2
Regular season,19.0,Tue,2020-01-28,20:30,Jahn R'burg,1–0,Hannover 96,8418.0,Jahnstadion,Patrick Alt,Match Report,,20,D2
Regular season,19.0,Tue,2020-01-28,20:30,Wehen,1–0,Erzgebirge Aue,4037.0,BRITA-Arena,Patrick Ittrich,Match Report,,20,D2
Regular season,19.0,Wed,2020-01-29,18:30,Stuttgart,3–0,Heidenheim,52585.0,Mercedes-Benz Arena,Florian Badstübner,Match Report,,20,D2
Regular season,19.0,Wed,2020-01-29,20:30,Osnabrück,1–3,Sandhausen,13298.0,Stadion an der Bremer Brücke,Timo Gerach,Match Report,,20,D2
Regular season,19.0,Wed,2020-01-29,20:30,Holstein Kiel,1–1,Darmstadt 98,9600.0,Holstein-Stadion,Florian Heft,Match Report,,20,D2
