Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,6.0,Fri,2017-09-08,20:00,Gazélec Ajaccio,0–1,Sochaux,2985.0,Stade François Coty,Mehdi Mokhtari,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Ajaccio,1–4,Nîmes,2885.0,Stade François Coty,William Lavis,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Clermont Foot,4–1,Bourg-Péronnas,2138.0,Stade Gabriel Montpied,Tony Chapron,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Auxerre,1–1,Tours,4762.0,Stade de l'Abbé Deschamps,Ruddy Buquet,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Nancy,3–0,Valenciennes,11054.0,Stade Marcel Picot,Jeremy Stinat,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Châteauroux,3–2,Quevilly-Rouen,3014.0,Stade Gaston Petit,Pierre Gaillouste,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Le Havre,1–1,Orléans,7061.0,Stade Océane,Stéphanie Frappart,Match Report,,18,F2
Regular season,6.0,Fri,2017-09-08,20:00,Niort,0–2,Paris FC,3386.0,Stade René Gaillard,Alexandre Perreau Niel,Match Report,,18,F2
Regular season,6.0,Sat,2017-09-09,15:00,Lens,2–3,Lorient,21931.0,Stade Bollaert-Delelis,Florent Batta,Match Report,,18,F2
Regular season,6.0,Mon,2017-09-11,20:45,Reims,0–1,Brest,8145.0,Stade Auguste-Delaune II,Olivier Thual,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Nîmes,3–0,Auxerre,6771.0,Stade des Costières,Aurélien Petit,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Valenciennes,1–0,Lens,15182.0,Stade du Hainaut,Hakim Ben El Hadj Salem,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Quevilly-Rouen,2–0,Nancy,633.0,Stade Robert Diochon,Cédric Dos Santos,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Lorient,2–0,Ajaccio,6697.0,Stade Yves Allainmat - Le Moustoir,Sylvain Palhies,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Paris FC,2–0,Tours,2028.0,Stade Sébastien Charléty,Faouzi Benchabane,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Brest,1–0,Le Havre,6821.0,Stade Francis-Le Blé,Florent Batta,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Bourg-Péronnas,3–0,Châteauroux,2075.0,Stade Marcel-Verchère,Alexandre Perreau Niel,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Gazélec Ajaccio,2–1,Clermont Foot,2988.0,Stade François Coty,Pierre Gaillouste,Match Report,,18,F2
Regular season,7.0,Fri,2017-09-15,20:00,Orléans,3–1,Niort,3671.0,Stade de la Source,Bastien Dechepy,Match Report,,18,F2
Regular season,7.0,Sat,2017-09-16,15:00,Sochaux,2–4,Reims,7912.0,Stade Auguste-Bonal,Willy Delajod,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,8.0,Mon,2017-09-18,20:45,Lens,2–0,Quevilly-Rouen,20891.0,Stade Bollaert-Delelis,Franck Schneider,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Auxerre,1–0,Lorient,4638.0,Stade de l'Abbé Deschamps,Jeremy Stinat,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Paris FC,1–0,Orléans,1659.0,Stade Sébastien Charléty,William Lavis,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Reims,5–0,Gazélec Ajaccio,7283.0,Stade Auguste-Delaune II,Antony Gautier,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Tours,0–4,Nîmes,4201.0,Stade de la Vallée du Cher,Olivier Thual,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Niort,0–2,Brest,3062.0,Stade René Gaillard,Eric Wattellier,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Nancy,2–1,Bourg-Péronnas,10972.0,Stade Marcel Picot,Stéphanie Frappart,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Châteauroux,0–2,Clermont Foot,3044.0,Stade Gaston Petit,Mehdi Mokhtari,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Le Havre,1–0,Sochaux,6075.0,Stade Océane,Tony Chapron,Match Report,,18,F2
Regular season,8.0,Tue,2017-09-19,21:00,Ajaccio,3–0,Valenciennes,2614.0,Stade François Coty,Sébastien Desiage,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Sochaux,1–6,Ajaccio,6226.0,Stade Auguste-Bonal,Aurélien Petit,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Quevilly-Rouen,1–2,Reims,718.0,Stade Robert Diochon,Alexandre Perreau Niel,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Orléans,1–1,Tours,4427.0,Stade de la Source,Willy Delajod,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Bourg-Péronnas,2–1,Le Havre,2211.0,Stade Marcel-Verchère,Bastien Dechepy,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Valenciennes,0–2,Auxerre,11180.0,Stade du Hainaut,Stéphanie Frappart,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Brest,1–1,Paris FC,7307.0,Stade Francis-Le Blé,Pierre Gaillouste,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Nîmes,1–5,Niort,7533.0,Stade des Costières,Thomas Léonard,Match Report,,18,F2
Regular season,9.0,Fri,2017-09-22,20:00,Gazélec Ajaccio,2–1,Châteauroux,2921.0,Stade François Coty,Florent Batta,Match Report,,18,F2
Regular season,9.0,Sat,2017-09-23,15:00,Lorient,0–0,Nancy,41.0,Stade Yves Allainmat - Le Moustoir,Jérôme Brisard,Match Report,,18,F2
Regular season,9.0,Mon,2017-09-25,20:45,Clermont Foot,1–0,Lens,3778.0,Stade Gabriel Montpied,Sylvain Palhies,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Nancy,4–1,Châteauroux,11040.0,Stade Marcel Picot,Aurélien Petit,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Orléans,3–4,Valenciennes,3897.0,Stade de la Source,Cédric Dos Santos,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Lens,2–0,Gazélec Ajaccio,21147.0,Stade Bollaert-Delelis,Stéphanie Frappart,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Auxerre,2–0,Sochaux,5791.0,Stade de l'Abbé Deschamps,William Lavis,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Ajaccio,2–0,Bourg-Péronnas,2876.0,Stade François Coty,Mehdi Mokhtari,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Paris FC,2–1,Nîmes,2291.0,Stade Sébastien Charléty,Jeremy Stinat,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Niort,2–1,Quevilly-Rouen,3136.0,Stade René Gaillard,Faouzi Benchabane,Match Report,,18,F2
Regular season,10.0,Fri,2017-09-29,20:00,Tours,1–2,Brest,3507.0,Stade de la Vallée du Cher,Bastien Dechepy,Match Report,,18,F2
Regular season,10.0,Sat,2017-09-30,15:00,Reims,1–0,Clermont Foot,9015.0,Stade Auguste-Delaune II,Eric Wattellier,Match Report,,18,F2
Regular season,10.0,Mon,2017-10-02,20:45,Le Havre,3–2,Lorient,7574.0,Stade Océane,Stéphane Jochem,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Nîmes,4–1,Orléans,6137.0,Stade des Costières,Amaury Delerue,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Sochaux,1–0,Paris FC,9184.0,Stade Auguste-Bonal,Alexandre Perreau Niel,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Châteauroux,3–1,Reims,3319.0,Stade Gaston Petit,Stéphanie Frappart,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Bourg-Péronnas,0–6,Lens,3165.0,Stade Marcel-Verchère,Cédric Dos Santos,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Brest,1–1,Auxerre,7025.0,Stade Francis-Le Blé,Sébastien Desiage,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Quevilly-Rouen,0–1,Ajaccio,4876.0,Stade Robert Diochon,Pierre Gaillouste,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Valenciennes,2–0,Tours,7639.0,Stade du Hainaut,Florent Batta,Match Report,,18,F2
Regular season,11.0,Fri,2017-10-13,20:00,Gazélec Ajaccio,2–1,Nancy,2981.0,Stade François Coty,Sylvain Palhies,Match Report,,18,F2
Regular season,11.0,Sat,2017-10-14,14:55,Clermont Foot,3–0,Le Havre,2898.0,Stade Gabriel Montpied,Ruddy Buquet,Match Report,,18,F2
Regular season,11.0,Mon,2017-10-16,20:45,Lorient,0–0,Niort,6590.0,Stade Yves Allainmat - Le Moustoir,Mikael Lesage,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Orléans,1–2,Lorient,4400.0,Stade de la Source,Mehdi Mokhtari,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Nîmes,4–0,Brest,7066.0,Stade des Costières,Karim Abed,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Tours,0–1,Sochaux,3345.0,Stade de la Vallée du Cher,Faouzi Benchabane,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Paris FC,3–2,Valenciennes,2561.0,Stade Sébastien Charléty,Aurélien Petit,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Le Havre,1–1,Châteauroux,6402.0,Stade Océane,Willy Delajod,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Auxerre,2–1,Quevilly-Rouen,5630.0,Stade de l'Abbé Deschamps,Bastien Dechepy,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Niort,2–0,Bourg-Péronnas,3256.0,Stade René Gaillard,Sylvain Palhies,Match Report,,18,F2
Regular season,12.0,Fri,2017-10-20,20:00,Nancy,2–2,Clermont Foot,11543.0,Stade Marcel Picot,Hakim Ben El Hadj Salem,Match Report,,18,F2
Regular season,12.0,Sat,2017-10-21,15:00,Lens,0–1,Reims,35520.0,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,,18,F2
Regular season,12.0,Mon,2017-10-23,20:45,Ajaccio,2–0,Gazélec Ajaccio,5083.0,Stade François Coty,Antony Gautier,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,13.0,Fri,2017-10-27,20:00,Sochaux,2–1,Niort,7737.0,Stade Auguste-Bonal,Stéphanie Frappart,Match Report,,18,F2
Regular season,13.0,Fri,2017-10-27,20:00,Gazélec Ajaccio,0–0,Paris FC,2976.0,Stade François Coty,Faouzi Benchabane,Match Report,,18,F2
Regular season,13.0,Fri,2017-10-27,20:00,Quevilly-Rouen,0–2,Le Havre,7262.0,Stade Robert Diochon,Aurélien Petit,Match Report,,18,F2
Regular season,13.0,Fri,2017-10-27,20:00,Brest,0–1,Orléans,7175.0,Stade Francis-Le Blé,Alexandre Perreau Niel,Match Report,,18,F2
Regular season,13.0,Fri,2017-10-27,20:00,Bourg-Péronnas,1–1,Auxerre,2730.0,Stade Marcel-Verchère,Florent Batta,Match Report,,18,F2
Regular season,13.0,Sat,2017-10-28,15:00,Valenciennes,1–2,Nîmes,7404.0,Stade du Hainaut,Pierre Gaillouste,Match Report,,18,F2
Regular season,13.0,Sat,2017-10-28,15:00,Lorient,2–0,Tours,8308.0,Stade Yves Allainmat - Le Moustoir,Cédric Dos Santos,Match Report,,18,F2
Regular season,13.0,Sat,2017-10-28,15:00,Reims,3–0,Nancy,11273.0,Stade Auguste-Delaune II,Willy Delajod,Match Report,,18,F2
Regular season,13.0,Sat,2017-10-28,15:00,Clermont Foot,1–1,Ajaccio,4461.0,Stade Gabriel Montpied,Stéphane Jochem,Match Report,,18,F2
Regular season,13.0,Mon,2017-10-30,20:45,Châteauroux,0–0,Lens,9530.0,Stade Gaston Petit,William Lavis,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Tours,3–2,Bourg-Péronnas,3353.0,Stade de la Vallée du Cher,Jeremy Stinat,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Nîmes,4–1,Quevilly-Rouen,8883.0,Stade des Costières,Jérôme Miguelgorry,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Ajaccio,1–2,Châteauroux,3682.0,Stade François Coty,Aurélien Petit,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Auxerre,0–1,Gazélec Ajaccio,5698.0,Stade de l'Abbé Deschamps,Willy Delajod,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Orléans,3–3,Sochaux,3987.0,Stade de la Source,Bastien Dechepy,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Valenciennes,0–0,Brest,6843.0,Stade du Hainaut,Johan Hamel,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Paris FC,1–1,Lorient,4002.0,Stade Sébastien Charléty,Sylvain Palhies,Match Report,,18,F2
Regular season,14.0,Fri,2017-11-03,20:00,Niort,1–1,Clermont Foot,3409.0,Stade René Gaillard,Mehdi Mokhtari,Match Report,,18,F2
Regular season,14.0,Sat,2017-11-04,14:55,Nancy,1–1,Lens,13800.0,Stade Marcel Picot,Benoît Millot,Match Report,,18,F2
Regular season,14.0,Mon,2017-11-06,20:45,Le Havre,0–0,Reims,6857.0,Stade Océane,Tony Chapron,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Sochaux,2–1,Nîmes,6995.0,Stade Auguste-Bonal,Florent Batta,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Nancy,2–2,Ajaccio,10607.0,Stade Marcel Picot,Romain Delpech,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Clermont Foot,1–0,Auxerre,2444.0,Stade Gabriel Montpied,Alexandre Castro,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Quevilly-Rouen,1–0,Orléans,2313.0,Stade Robert Diochon,Jeremy Stinat,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Gazélec Ajaccio,1–1,Le Havre,2855.0,Stade François Coty,William Lavis,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Châteauroux,1–0,Tours,6786.0,Stade Gaston Petit,Alexandre Perreau Niel,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Reims,1–1,Paris FC,10005.0,Stade Auguste-Delaune II,Amaury Delerue,Match Report,,18,F2
Regular season,15.0,Fri,2017-11-17,20:00,Bourg-Péronnas,1–3,Valenciennes,4239.0,Stade Marcel-Verchère,Sylvain Palhies,Match Report,,18,F2
Regular season,15.0,Sat,2017-11-18,15:00,Lorient,4–2,Brest,13586.0,Stade Yves Allainmat - Le Moustoir,Sébastien Moreira,Match Report,,18,F2
Regular season,15.0,Mon,2017-11-20,20:45,Lens,3–1,Niort,23597.0,Stade Bollaert-Delelis,Willy Delajod,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Nîmes,4–0,Bourg-Péronnas,6418.0,Stade des Costières,William Lavis,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Paris FC,2–0,Quevilly-Rouen,2489.0,Stade Sébastien Charléty,Mehdi Mokhtari,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Orléans,1–2,Clermont Foot,3177.0,Stade de la Source,Cédric Dos Santos,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Valenciennes,4–2,Lorient,7285.0,Stade du Hainaut,Eric Wattellier,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Niort,2–1,Châteauroux,3069.0,Stade René Gaillard,Bastien Dechepy,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Tours,1–2,Gazélec Ajaccio,3082.0,Stade de la Vallée du Cher,Aurélien Petit,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Brest,1–0,Sochaux,6438.0,Stade Francis-Le Blé,Pierre Gaillouste,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Ajaccio,0–1,Reims,4527.0,Stade François Coty,Olivier Thual,Match Report,,18,F2
Regular season,16.0,Fri,2017-11-24,20:00,Auxerre,1–1,Nancy,5126.0,Stade de l'Abbé Deschamps,Faouzi Benchabane,Match Report,,18,F2
Regular season,16.0,Sat,2017-11-25,15:15,Le Havre,1–0,Lens,10299.0,Stade Océane,Jeremy Stinat,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,17.0,Mon,2017-11-27,20:45,Reims,2–0,Auxerre,7612.0,Stade Auguste-Delaune II,Sébastien Moreira,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Bourg-Péronnas,4–0,Orléans,2800.0,Stade Marcel-Verchère,Romain Delpech,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Châteauroux,0–0,Paris FC,2743.0,Stade Gaston Petit,Alexandre Castro,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Sochaux,3–1,Valenciennes,7058.0,Stade Auguste-Bonal,Willy Delajod,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Quevilly-Rouen,4–0,Tours,2453.0,Stade Robert Diochon,William Lavis,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Lens,2–0,Ajaccio,20880.0,Stade Bollaert-Delelis,Sébastien Desiage,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Gazélec Ajaccio,0–2,Niort,2750.0,Stade François Coty,Eric Wattellier,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Lorient,1–2,Nîmes,7850.0,Stade Yves Allainmat - Le Moustoir,Hakim Ben El Hadj Salem,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Clermont Foot,1–2,Brest,2420.0,Stade Gabriel Montpied,Sylvain Palhies,Match Report,,18,F2
Regular season,17.0,Tue,2017-11-28,21:00,Nancy,0–3,Le Havre,10698.0,Stade Marcel Picot,Mehdi Mokhtari,Match Report,,18,F2
,,,,,,,,,,,,,18,F2
Regular season,18.0,Fri,2017-12-08,20:00,Niort,1–2,Reims,3788.0,Stade René Gaillard,Pierre Gaillouste,Match Report,,18,F2
Regular season,18.0,Fri,2017-12-08,20:00,Valenciennes,1–1,Quevilly-Rouen,9255.0,Stade du Hainaut,Faouzi Benchabane,Match Report,,18,F2
Regular season,18.0,Fri,2017-12-08,20:00,Tours,1–2,Nancy,2000.0,Stade de la Vallée du Cher,Eric Wattellier,Match Report,,18,F2
