Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,11.0,Fri,2018-10-19,20:00,Orléans,1–0,Valenciennes,4439.0,Stade de la Source,Alexandre Perreau Niel,Match Report,,19,F2
Regular season,11.0,Sat,2018-10-20,15:00,Brest,3–2,Lorient,13033.0,Stade Francis-Le Blé,Alain Bieri,Match Report,,19,F2
Regular season,11.0,Mon,2018-10-22,20:45,Lens,5–0,Gazélec Ajaccio,27877.0,Stade Bollaert-Delelis,Willy Delajod,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Sochaux,0–3,Niort,7151.0,Stade Auguste-Bonal,Faouzi Benchabane,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Auxerre,0–2,Paris FC,4835.0,Stade de l'Abbé Deschamps,Sylvain Palhies,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Valenciennes,1–1,Nancy,7715.0,Stade du Hainaut,Pierre Gaillouste,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Châteauroux,2–2,Ajaccio,2781.0,Stade Gaston Petit,Bastien Dechepy,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Grenoble,0–2,Troyes,7114.0,Stade des Alpes,Benjamin Lepaysant,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Gazélec Ajaccio,0–1,Béziers,2592.0,Stade François Coty,Aurélien Petit,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Red Star,0–4,Orléans,2347.0,Stade de Paris,Arnaud Baert,Match Report,,19,F2
Regular season,12.0,Fri,2018-10-26,20:00,Lorient,0–0,Metz,9392.0,Stade Yves Allainmat - Le Moustoir,Mikael Lesage,Match Report,,19,F2
Regular season,12.0,Sat,2018-10-27,15:00,Le Havre,2–1,Lens,1147.0,Stade Océane,Johan Hamel,Match Report,,19,F2
Regular season,12.0,Mon,2018-10-29,20:45,Clermont Foot,2–2,Brest,2971.0,Stade Gabriel Montpied,Stéphanie Frappart,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,13.0,Fri,2018-11-02,20:00,Nancy,0–1,Clermont Foot,10439.0,Stade Marcel Picot,Alexandre Perreau Niel,Match Report,,19,F2
Regular season,13.0,Fri,2018-11-02,20:00,Paris FC,0–0,Sochaux,2748.0,Stade Sébastien Charléty,Pierre Gaillouste,Match Report,,19,F2
Regular season,13.0,Fri,2018-11-02,20:00,Brest,1–1,Red Star,9144.0,Stade Francis-Le Blé,Pignard Jérémie,Match Report,,19,F2
Regular season,13.0,Fri,2018-11-02,20:00,Ajaccio,1–2,Gazélec Ajaccio,3565.0,Stade François Coty,Eric Wattellier,Match Report,,19,F2
Regular season,13.0,Sat,2018-11-03,15:00,Béziers,0–1,Lorient,3573.0,Stade de la Méditerranée,Bastien Dechepy,Match Report,,19,F2
Regular season,13.0,Sat,2018-11-03,15:00,Troyes,4–2,Valenciennes,6049.0,Stade de l'Aube,Stéphanie Frappart,Match Report,,19,F2
Regular season,13.0,Sat,2018-11-03,15:00,Lens,0–1,Châteauroux,30949.0,Stade Bollaert-Delelis,Sébastien Moreira,Match Report,,19,F2
Regular season,13.0,Sat,2018-11-03,15:00,Niort,1–0,Le Havre,4265.0,Stade René Gaillard,Romain Lissorgue,Match Report,,19,F2
Regular season,13.0,Sat,2018-11-03,15:00,Orléans,0–3,Grenoble,4905.0,Stade de la Source,Bartolomeu Varela,Match Report,,19,F2
Regular season,13.0,Mon,2018-11-05,20:45,Metz,0–1,Auxerre,9087.0,Stade Saint-Symphorien,Mehdi Mokhtari,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Châteauroux,1–2,Metz,7153.0,Stade Gaston Petit,Faouzi Benchabane,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Red Star,0–3,Béziers,1565.0,Stade Pierre Brisson,William Lavis,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Grenoble,2–0,Ajaccio,6247.0,Stade des Alpes,Yohann Rouinsard,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Gazélec Ajaccio,2–1,Troyes,2463.0,Stade François Coty,Hakim Ben El Hadj Salem,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Le Havre,3–2,Sochaux,5811.0,Stade Océane,Aurélien Petit,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Clermont Foot,3–0,Orléans,2234.0,Stade Gabriel Montpied,Benjamin Lepaysant,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Auxerre,0–0,Niort,4162.0,Stade de l'Abbé Deschamps,Arnaud Baert,Match Report,,19,F2
Regular season,14.0,Fri,2018-11-09,20:00,Lorient,2–1,Paris FC,6003.0,Stade Yves Allainmat - Le Moustoir,Pignard Jérémie,Match Report,,19,F2
Regular season,14.0,Sat,2018-11-10,15:00,Valenciennes,4–2,Lens,17967.0,Stade du Hainaut,Sylvain Palhies,Match Report,,19,F2
Regular season,14.0,Mon,2018-11-12,20:45,Brest,2–1,Nancy,7231.0,Stade Francis-Le Blé,Johan Hamel,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Ajaccio,0–0,Clermont Foot,2537.0,Stade François Coty,Pierre Gaillouste,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Sochaux,1–4,Auxerre,6048.0,Stade Auguste-Bonal,Bastien Dechepy,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Nancy,1–0,Red Star,13539.0,Stade Marcel Picot,Yohann Rouinsard,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Paris FC,1–0,Le Havre,2151.0,Stade Sébastien Charléty,Arnaud Baert,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Niort,0–1,Châteauroux,2957.0,Stade René Gaillard,Mehdi Mokhtari,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Béziers,1–1,Valenciennes,2102.0,Stade de Sauclières,Romain Lissorgue,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Orléans,0–0,Brest,3312.0,Stade de la Source,Faouzi Benchabane,Match Report,,19,F2
Regular season,15.0,Fri,2018-11-23,20:00,Troyes,2–0,Lorient,6139.0,Stade de l'Aube,Sylvain Palhies,Match Report,,19,F2
Regular season,15.0,Sat,2018-11-24,14:45,Lens,0–0,Grenoble,21193.0,Stade Bollaert-Delelis,Amaury Delerue,Match Report,,19,F2
Regular season,15.0,Mon,2018-11-26,20:45,Metz,1–0,Gazélec Ajaccio,8540.0,Stade Saint-Symphorien,Stéphanie Frappart,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Brest,2–0,Ajaccio,8457.0,Stade Francis-Le Blé,Florent Batta,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Valenciennes,0–0,Paris FC,7605.0,Stade du Hainaut,William Lavis,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Le Havre,1–1,Auxerre,5962.0,Stade Océane,Pignard Jérémie,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Gazélec Ajaccio,0–1,Niort,2360.0,Stade François Coty,Bastien Dechepy,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Lorient,2–2,Lens,8915.0,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Clermont Foot,2–0,Béziers,2215.0,Stade Gabriel Montpied,Aurélien Petit,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Red Star,0–3,Troyes,2173.0,Stade Pierre Brisson,Benjamin Lepaysant,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Orléans,1–2,Nancy,3273.0,Stade de la Source,Alexandre Perreau Niel,Match Report,,19,F2
Regular season,16.0,Fri,2018-11-30,20:00,Châteauroux,1–0,Sochaux,2711.0,Stade Gaston Petit,Bartolomeu Varela,Match Report,,19,F2
Regular season,16.0,Sat,2018-12-01,14:00,Grenoble,1–1,Metz,8841.0,Stade des Alpes,Mikael Lesage,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,17.0,Mon,2018-12-03,21:00,Auxerre,0–0,Lorient,3819.0,Stade de l'Abbé Deschamps,Faouzi Benchabane,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Troyes,3–2,Orléans,5619.0,Stade de l'Aube,Arnaud Baert,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Metz,2–0,Red Star,8560.0,Stade Saint-Symphorien,Sylvain Palhies,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Niort,1–0,Valenciennes,2969.0,Stade René Gaillard,Pignard Jérémie,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Béziers,0–3,Grenoble,2612.0,Stade de la Méditerranée,Bartolomeu Varela,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Sochaux,2–0,Gazélec Ajaccio,5106.0,Stade Auguste-Bonal,Pierre Gaillouste,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Le Havre,2–1,Châteauroux,5798.0,Stade Océane,Yohann Rouinsard,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Paris FC,3–0,Clermont Foot,2023.0,Stade Sébastien Charléty,Mehdi Mokhtari,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Lens,2–1,Brest,22124.0,Stade Bollaert-Delelis,Benoît Millot,Match Report,,19,F2
Regular season,17.0,Tue,2018-12-04,21:00,Ajaccio,1–1,Nancy,2278.0,Stade François Coty,Romain Lissorgue,Match Report,,19,F2
,,,,,,,,,,,,,19,F2
Regular season,18.0,Fri,2018-12-14,20:00,Lorient,1–1,Niort,5996.0,Stade Yves Allainmat - Le Moustoir,Nicolas Rainville,Match Report,,19,F2
Regular season,18.0,Fri,2018-12-14,20:00,Red Star,3–0,Sochaux,2057.0,Stade Pierre Brisson,Mehdi Mokhtari,Match Report,,19,F2
Regular season,18.0,Fri,2018-12-14,20:00,Nancy,1–1,Troyes,10335.0,Stade Marcel Picot,Pierre Gaillouste,Match Report,,19,F2
Regular season,18.0,Fri,2018-12-14,20:00,Gazélec Ajaccio,1–1,Le Havre,2309.0,Stade François Coty,Sylvain Palhies,Match Report,,19,F2
