Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,1.0,Sat,2020-08-08,16:30,Club Brugge,0–1,Charleroi,,Jan Breydelstadion,Lawrence Visser,Match Report,,21,B1
Regular season,1.0,Sat,2020-08-08,19:00,Antwerp,1–1,Excel Mouscron,,Bosuilstadion,Nathan Verboomen,Match Report,,21,B1
Regular season,1.0,Sat,2020-08-08,19:00,Standard Liège,1–0,Cercle Brugge,,Stade Maurice Dufrasne,Jonathan Lardot,Match Report,,21,B1
Regular season,1.0,Sun,2020-08-09,13:30,Sint-Truiden,2–1,Gent,,Stayen,Jan Boterberg,Match Report,,21,B1
Regular season,1.0,Sun,2020-08-09,16:00,Zulte Waregem,1–2,Genk,,Regenboogstadion,Erik Lambrechts,Match Report,,21,B1
Regular season,1.0,Sun,2020-08-09,18:15,Mechelen,2–2,Anderlecht,,AFAS-stadion Achter de Kazerne,Alexandre Boucaut,Match Report,,21,B1
Regular season,1.0,Sun,2020-08-09,20:45,Kortrijk,1–3,Waasland-Bev,,Guldensporenstadion,Kevin Van Damme,Match Report,,21,B1
Regular season,1.0,Mon,2020-08-10,19:00,Oostende,1–2,Beerschot,,Diaz Arena,Bram Van Driessche,Match Report,,21,B1
Regular season,1.0,Mon,2020-08-10,19:00,OH Leuven,1–1,Eupen,,King Power at Den Dreef Stadion,Lothar D'Hondt,Match Report,,21,B1
,,,,,,,,,,,,,21,B1
Regular season,2.0,Fri,2020-08-14,19:00,Excel Mouscron,0–1,Mechelen,,Stade Le Canonnier,Christof Dierick,Match Report,,21,B1
Regular season,2.0,Sat,2020-08-15,16:30,Genk,1–1,OH Leuven,,Luminus Arena,Jasper Vergoote,Match Report,,21,B1
Regular season,2.0,Sat,2020-08-15,19:00,Charleroi,1–0,Oostende,,Stade du Pays de Charleroi,Wesli De Cremer,Match Report,,21,B1
Regular season,2.0,Sat,2020-08-15,19:00,Gent,1–2,Kortrijk,,GHELAMCO-arena,Nicolas Laforge,Match Report,,21,B1
Regular season,2.0,Sun,2020-08-16,13:30,Cercle Brugge,2–1,Antwerp,,Jan Breydelstadion,Wim Smet,Match Report,,21,B1
Regular season,2.0,Sun,2020-08-16,16:00,Eupen,0–4,Club Brugge,,Stadion am Kehrweg,Erik Lambrechts,Match Report,,21,B1
Regular season,2.0,Sun,2020-08-16,16:00,Beerschot,3–1,Zulte Waregem,,Olympisch Stadion,Bert Put,Match Report,,21,B1
Regular season,2.0,Sun,2020-08-16,18:15,Anderlecht,3–1,Sint-Truiden,,Lotto Park,Lawrence Visser,Match Report,,21,B1
Regular season,2.0,Mon,2020-08-17,19:00,Waasland-Bev,1–2,Standard Liège,,Freethiel-Stadion,Frederik Geldhof,Match Report,,21,B1
,,,,,,,,,,,,,21,B1
