Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,2.0,Sun,2021-08-01,18:30,Gent,2–2,Beerschot,5250.0,GHELAMCO-arena,Jasper Vergoote,Match Report,,22,B1
Regular season,2.0,Sun,2021-08-01,21:00,Antwerp,0–1,Kortrijk,5000.0,Bosuilstadion,Erik Lambrechts,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,3.0,Fri,2021-08-06,20:45,Club Brugge,1–1,Cercle Brugge,10000.0,Jan Breydelstadion,Kevin Van Damme,Match Report,,22,B1
Regular season,3.0,Sat,2021-08-07,16:15,Beerschot,0–3,Union SG,3000.0,Olympisch Stadion,Jan Boterberg,Match Report,,22,B1
Regular season,3.0,Sat,2021-08-07,18:30,Sint-Truiden,1–3,Zulte Waregem,2700.0,Stayen,Lothar D'Hondt,Match Report,,22,B1
Regular season,3.0,Sat,2021-08-07,18:30,Mechelen,1–3,Eupen,4800.0,AFAS-stadion Achter de Kazerne,Christof Dierick,Match Report,,22,B1
Regular season,3.0,Sat,2021-08-07,20:45,Kortrijk,1–2,Genk,2800.0,Guldensporenstadion,Nicolas Laforge,Match Report,,22,B1
Regular season,3.0,Sun,2021-08-08,13:30,Standard Liège,2–5,Antwerp,8038.0,Stade Maurice Dufrasne,Bram Van Driessche,Match Report,,22,B1
Regular season,3.0,Sun,2021-08-08,16:00,OH Leuven,1–1,Charleroi,3300.0,King Power at Den Dreef Stadion,Nathan Verboomen,Match Report,,22,B1
Regular season,3.0,Sun,2021-08-08,18:30,Anderlecht,3–0,R.F.C. Seraing,6000.0,Lotto Park,Wim Smet,Match Report,,22,B1
Regular season,3.0,Sun,2021-08-08,21:00,Oostende,1–0,Gent,2443.0,Diaz Arena,Alexandre Boucaut,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,4.0,Fri,2021-08-13,20:45,Charleroi,1–1,Antwerp,6921.0,Stade du Pays de Charleroi,Jonathan Lardot,Match Report,,22,B1
Regular season,4.0,Sat,2021-08-14,16:15,Union SG,2–0,Kortrijk,4500.0,Stade Joseph Mariën,Wesli De Cremer,Match Report,,22,B1
Regular season,4.0,Sat,2021-08-14,18:30,R.F.C. Seraing,2–3,Oostende,1000.0,Stade du Pairay,Bert Put,Match Report,,22,B1
Regular season,4.0,Sat,2021-08-14,18:30,Eupen,2–1,Sint-Truiden,1335.0,Stadion am Kehrweg,Bram Van Driessche,Match Report,,22,B1
Regular season,4.0,Sat,2021-08-14,20:45,Genk,4–0,OH Leuven,10147.0,Luminus Arena,Kevin Van Damme,Match Report,,22,B1
Regular season,4.0,Sun,2021-08-15,13:30,Beerschot,0–1,Standard Liège,4000.0,Olympisch Stadion,Alexandre Boucaut,Match Report,,22,B1
Regular season,4.0,Sun,2021-08-15,16:00,Gent,2–0,Mechelen,14604.0,GHELAMCO-arena,Nathan Verboomen,Match Report,,22,B1
Regular season,4.0,Sun,2021-08-15,18:30,Cercle Brugge,1–2,Anderlecht,3000.0,Jan Breydelstadion,Jasper Vergoote,Match Report,,22,B1
Regular season,4.0,Sun,2021-08-15,21:00,Zulte Waregem,0–4,Club Brugge,4580.0,Elindus Arena,Lawrence Visser,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,5.0,Fri,2021-08-20,20:45,Standard Liège,1–0,Oostende,16261.0,Stade Maurice Dufrasne,Lawrence Visser,Match Report,,22,B1
Regular season,5.0,Sat,2021-08-21,16:15,R.F.C. Seraing,2–1,Cercle Brugge,1200.0,Stade du Pairay,Christof Dierick,Match Report,,22,B1
Regular season,5.0,Sat,2021-08-21,18:30,OH Leuven,1–4,Eupen,5000.0,King Power at Den Dreef Stadion,Wim Smet,Match Report,,22,B1
Regular season,5.0,Sat,2021-08-21,20:45,Sint-Truiden,0–2,Kortrijk,2243.0,Stayen,Kevin Van Damme,Match Report,,22,B1
Regular season,5.0,Sun,2021-08-22,16:00,Zulte Waregem,2–2,Charleroi,6043.0,Elindus Arena,Erik Lambrechts,Match Report,,22,B1
Regular season,5.0,Sun,2021-08-22,18:30,Club Brugge,3–2,Beerschot,26000.0,Jan Breydelstadion,Lothar D'Hondt,Match Report,,22,B1
Regular season,5.0,Sun,2021-08-22,21:00,Mechelen,3–1,Union SG,12652.0,AFAS-stadion Achter de Kazerne,Bert Put,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,6.0,Fri,2021-08-27,20:45,Kortrijk,2–2,Mechelen,3493.0,Guldensporenstadion,Alexandre Boucaut,Match Report,,22,B1
Regular season,6.0,Sat,2021-08-28,16:15,Charleroi,5–2,Beerschot,5022.0,Stade du Pays de Charleroi,Christof Dierick,Match Report,,22,B1
Regular season,6.0,Sat,2021-08-28,18:30,Eupen,1–2,R.F.C. Seraing,2700.0,Stadion am Kehrweg,Jasper Vergoote,Match Report,,22,B1
Regular season,6.0,Sat,2021-08-28,18:30,Cercle Brugge,0–1,Sint-Truiden,2200.0,Jan Breydelstadion,Jan Boterberg,Match Report,,22,B1
Regular season,6.0,Sat,2021-08-28,20:45,Union SG,4–0,Standard Liège,6255.0,Stade Joseph Mariën,Jonathan Lardot,Match Report,,22,B1
Regular season,6.0,Sun,2021-08-29,13:30,Gent,6–1,Club Brugge,16000.0,GHELAMCO-arena,Erik Lambrechts,Match Report,,22,B1
Regular season,6.0,Sun,2021-08-29,16:00,Antwerp,2–2,OH Leuven,10223.0,Bosuilstadion,Wesli De Cremer,Match Report,,22,B1
Regular season,6.0,Sun,2021-08-29,18:30,Genk,1–0,Anderlecht,17000.0,Luminus Arena,Nicolas Laforge,Match Report,,22,B1
Regular season,6.0,Sun,2021-08-29,21:00,Oostende,0–2,Zulte Waregem,3300.0,Diaz Arena,Bram Van Driessche,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,7.0,Fri,2021-09-10,20:45,Club Brugge,3–0,Oostende,26000.0,Jan Breydelstadion,Nathan Verboomen,Match Report,,22,B1
Regular season,7.0,Sat,2021-09-11,16:15,Eupen,0–1,Antwerp,2016.0,Stadion am Kehrweg,Kevin Van Damme,Match Report,,22,B1
Regular season,7.0,Sat,2021-09-11,18:30,Zulte Waregem,2–4,Cercle Brugge,6200.0,Elindus Arena,Alexandre Boucaut,Match Report,,22,B1
Regular season,7.0,Sun,2021-09-12,13:30,Anderlecht,7–2,Mechelen,19500.0,Lotto Park,Jonathan Lardot,Match Report,,22,B1
Regular season,7.0,Sun,2021-09-12,16:00,Gent,2–3,Charleroi,16379.0,GHELAMCO-arena,Lothar D'Hondt,Match Report,,22,B1
Regular season,7.0,Sun,2021-09-12,18:30,R.F.C. Seraing,0–1,Standard Liège,7000.0,Stade du Pairay,Bram Van Driessche,Match Report,,22,B1
Regular season,7.0,Sun,2021-09-12,21:00,OH Leuven,2–1,Kortrijk,3200.0,King Power at Den Dreef Stadion,Wim Smet,Match Report,,22,B1
Regular season,7.0,Sun,2021-09-12,21:00,Genk,1–1,Union SG,14000.0,Luminus Arena,Erik Lambrechts,Match Report,,22,B1
Regular season,7.0,Mon,2021-09-13,20:00,Beerschot,0–1,Sint-Truiden,8500.0,Olympisch Stadion,Bert Put,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,8.0,Fri,2021-09-17,20:45,Cercle Brugge,1–2,Eupen,3551.0,Jan Breydelstadion,Bert Put,Match Report,,22,B1
Regular season,8.0,Sat,2021-09-18,16:15,Oostende,3–1,Beerschot,3010.0,Diaz Arena,Wesli De Cremer,Match Report,,22,B1
Regular season,8.0,Sat,2021-09-18,18:30,Union SG,2–1,Zulte Waregem,6000.0,Stade Joseph Mariën,Christof Dierick,Match Report,,22,B1
Regular season,8.0,Sat,2021-09-18,18:30,Mechelen,2–0,OH Leuven,13547.0,AFAS-stadion Achter de Kazerne,Lawrence Visser,Match Report,,22,B1
Regular season,8.0,Sat,2021-09-18,20:45,Charleroi,0–1,Club Brugge,8554.0,Stade du Pays de Charleroi,Jonathan Lardot,Match Report,,22,B1
Regular season,8.0,Sun,2021-09-19,13:30,Sint-Truiden,1–2,Genk,6000.0,Stayen,Lothar D'Hondt,Match Report,,22,B1
Regular season,8.0,Sun,2021-09-19,16:00,Antwerp,2–1,R.F.C. Seraing,10177.0,Bosuilstadion,Jan Boterberg,Match Report,,22,B1
Regular season,8.0,Sun,2021-09-19,18:30,Standard Liège,0–1,Anderlecht,24000.0,Stade Maurice Dufrasne,Nicolas Laforge,Match Report,,22,B1
Regular season,8.0,Sun,2021-09-19,21:00,Kortrijk,1–0,Gent,5053.0,Guldensporenstadion,Jasper Vergoote,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,5.0,Wed,2021-09-22,20:45,Antwerp,4–2,Genk,15600.0,Bosuilstadion,Bram Van Driessche,Match Report,,22,B1
Regular season,5.0,Thu,2021-09-23,20:45,Anderlecht,1–1,Gent,19000.0,Lotto Park,Erik Lambrechts,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,9.0,Fri,2021-09-24,20:45,Club Brugge,1–1,OH Leuven,26000.0,Jan Breydelstadion,Jasper Vergoote,Match Report,,22,B1
Regular season,9.0,Sat,2021-09-25,16:15,Beerschot,0–3,Eupen,7500.0,Olympisch Stadion,Nathan Verboomen,Match Report,,22,B1
Regular season,9.0,Sat,2021-09-25,18:30,Zulte Waregem,2–2,Kortrijk,8231.0,Elindus Arena,Jan Boterberg,Match Report,,22,B1
Regular season,9.0,Sat,2021-09-25,20:45,Standard Liège,1–2,Sint-Truiden,20456.0,Stade Maurice Dufrasne,Wim Smet,Match Report,,22,B1
Regular season,9.0,Sun,2021-09-26,13:30,Union SG,1–2,Antwerp,6800.0,Stade Joseph Mariën,Nicolas Laforge,Match Report,,22,B1
Regular season,9.0,Sun,2021-09-26,16:00,Gent,2–1,Cercle Brugge,16391.0,GHELAMCO-arena,Christof Dierick,Match Report,,22,B1
Regular season,9.0,Sun,2021-09-26,18:30,Oostende,2–2,Anderlecht,5008.0,Diaz Arena,Lothar D'Hondt,Match Report,,22,B1
Regular season,9.0,Sun,2021-09-26,21:00,Genk,3–0,R.F.C. Seraing,13932.0,Luminus Arena,Jonathan Lardot,Match Report,,22,B1
Regular season,9.0,Sun,2021-09-26,21:00,Charleroi,0–2,Mechelen,6307.0,Stade du Pays de Charleroi,Kevin Van Damme,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,10.0,Fri,2021-10-01,20:45,Mechelen,3–1,Standard Liège,15067.0,AFAS-stadion Achter de Kazerne,Nathan Verboomen,Match Report,,22,B1
Regular season,10.0,Sat,2021-10-02,16:15,Kortrijk,2–2,Charleroi,4494.0,Guldensporenstadion,Bram Van Driessche,Match Report,,22,B1
Regular season,10.0,Sat,2021-10-02,18:30,Sint-Truiden,1–1,Oostende,2500.0,Stayen,Jan Boterberg,Match Report,,22,B1
Regular season,10.0,Sat,2021-10-02,18:30,Cercle Brugge,0–3,Union SG,2850.0,Jan Breydelstadion,Wesli De Cremer,Match Report,,22,B1
Regular season,10.0,Sat,2021-10-02,20:45,OH Leuven,0–0,Beerschot,5200.0,King Power at Den Dreef Stadion,Erik Lambrechts,Match Report,,22,B1
Regular season,10.0,Sun,2021-10-03,13:30,Anderlecht,1–1,Club Brugge,19500.0,Lotto Park,Lawrence Visser,Match Report,,22,B1
Regular season,10.0,Sun,2021-10-03,16:00,R.F.C. Seraing,5–1,Zulte Waregem,2500.0,Stade du Pairay,Wim Smet,Match Report,,22,B1
Regular season,10.0,Sun,2021-10-03,18:30,Antwerp,1–0,Gent,14706.0,Bosuilstadion,Alexandre Boucaut,Match Report,,22,B1
Regular season,10.0,Sun,2021-10-03,21:00,Eupen,3–2,Genk,2500.0,Stadion am Kehrweg,Bert Put,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,11.0,Fri,2021-10-15,20:45,Club Brugge,2–0,Kortrijk,26352.0,Jan Breydelstadion,Bert Put,Match Report,,22,B1
Regular season,11.0,Sat,2021-10-16,16:15,Union SG,4–2,R.F.C. Seraing,7000.0,Stade Joseph Mariën,Nathan Verboomen,Match Report,,22,B1
Regular season,11.0,Sat,2021-10-16,18:30,Oostende,2–1,Cercle Brugge,4132.0,Diaz Arena,Wim Smet,Match Report,,22,B1
Regular season,11.0,Sat,2021-10-16,18:30,Zulte Waregem,2–1,Antwerp,7182.0,Elindus Arena,Jonathan Lardot,Match Report,,22,B1
Regular season,11.0,Sat,2021-10-16,20:45,Standard Liège,2–2,OH Leuven,18645.0,Stade Maurice Dufrasne,Kevin Van Damme,Match Report,,22,B1
Regular season,11.0,Sun,2021-10-17,13:30,Sint-Truiden,2–2,Anderlecht,6500.0,Stayen,Alexandre Boucaut,Match Report,,22,B1
Regular season,11.0,Sun,2021-10-17,16:00,Beerschot,0–1,Mechelen,7500.0,Olympisch Stadion,Lothar D'Hondt,Match Report,,22,B1
Regular season,11.0,Sun,2021-10-17,18:30,Charleroi,2–0,Genk,9926.0,Stade du Pays de Charleroi,Lawrence Visser,Match Report,,22,B1
Regular season,11.0,Sun,2021-10-17,21:00,Gent,2–0,Eupen,16125.0,GHELAMCO-arena,Nicolas Laforge,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,12.0,Fri,2021-10-22,20:45,R.F.C. Seraing,1–3,Charleroi,5120.0,Stade du Pairay,Wesli De Cremer,Match Report,,22,B1
Regular season,12.0,Sat,2021-10-23,16:15,Cercle Brugge,1–1,Standard Liège,3552.0,Jan Breydelstadion,Jan Boterberg,Match Report,,22,B1
Regular season,12.0,Sat,2021-10-23,18:30,Mechelen,2–2,Zulte Waregem,14625.0,AFAS-stadion Achter de Kazerne,Jasper Vergoote,Match Report,,22,B1
Regular season,12.0,Sat,2021-10-23,18:30,Kortrijk,1–0,Oostende,3357.0,Guldensporenstadion,Jonathan Lardot,Match Report,,22,B1
Regular season,12.0,Sat,2021-10-23,20:45,Eupen,2–3,Union SG,2970.0,Stadion am Kehrweg,Bram Van Driessche,Match Report,,22,B1
Regular season,12.0,Sun,2021-10-24,13:30,Antwerp,1–1,Club Brugge,15734.0,Bosuilstadion,Nathan Verboomen,Match Report,,22,B1
Regular season,12.0,Sun,2021-10-24,16:00,Anderlecht,4–2,Beerschot,20000.0,Lotto Park,Christof Dierick,Match Report,,22,B1
Regular season,12.0,Sun,2021-10-24,18:30,Genk,0–3,Gent,15296.0,Luminus Arena,Erik Lambrechts,Match Report,,22,B1
Regular season,12.0,Sun,2021-10-24,21:00,OH Leuven,4–1,Sint-Truiden,5100.0,King Power at Den Dreef Stadion,Nicolas Laforge,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,13.0,Fri,2021-10-29,20:45,Oostende,2–4,Mechelen,3881.0,Diaz Arena,Christof Dierick,Match Report,,22,B1
Regular season,13.0,Sat,2021-10-30,16:15,Charleroi,3–0,Eupen,5328.0,Stade du Pays de Charleroi,Bert Put,Match Report,,22,B1
Regular season,13.0,Sat,2021-10-30,18:30,Beerschot,3–0,R.F.C. Seraing,6500.0,Olympisch Stadion,Kevin Van Damme,Match Report,,22,B1
Regular season,13.0,Sat,2021-10-30,18:30,Standard Liège,1–1,Kortrijk,16852.0,Stade Maurice Dufrasne,Erik Lambrechts,Match Report,,22,B1
Regular season,13.0,Sat,2021-10-30,20:45,Sint-Truiden,1–2,Club Brugge,6000.0,Stayen,Bram Van Driessche,Match Report,,22,B1
Regular season,13.0,Sun,2021-10-31,13:30,Zulte Waregem,2–6,Genk,7249.0,Elindus Arena,Wim Smet,Match Report,,22,B1
Regular season,13.0,Sun,2021-10-31,16:00,Cercle Brugge,0–1,Antwerp,3273.0,Jan Breydelstadion,Lothar D'Hondt,Match Report,,22,B1
Regular season,13.0,Sun,2021-10-31,18:30,Anderlecht,2–2,OH Leuven,19000.0,Lotto Park,Jasper Vergoote,Match Report,,22,B1
Regular season,13.0,Sun,2021-10-31,21:00,Gent,0–2,Union SG,17541.0,GHELAMCO-arena,Lawrence Visser,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,14.0,Fri,2021-11-05,20:45,OH Leuven,1–0,Oostende,5540.0,King Power at Den Dreef Stadion,Wesli De Cremer,Match Report,,22,B1
Regular season,14.0,Sat,2021-11-06,16:15,Eupen,1–1,Zulte Waregem,1872.0,Stadion am Kehrweg,Nathan Verboomen,Match Report,,22,B1
Regular season,14.0,Sat,2021-11-06,18:30,Mechelen,0–1,Sint-Truiden,14668.0,AFAS-stadion Achter de Kazerne,Jan Boterberg,Match Report,,22,B1
Regular season,14.0,Sat,2021-11-06,18:30,Kortrijk,1–1,Beerschot,5803.0,Guldensporenstadion,Arthur Denil,Match Report,,22,B1
Regular season,14.0,Sat,2021-11-06,20:45,Union SG,4–0,Charleroi,8100.0,Stade Joseph Mariën,Nicolas Laforge,Match Report,,22,B1
Regular season,14.0,Sun,2021-11-07,13:30,Club Brugge,2–2,Standard Liège,26305.0,Jan Breydelstadion,Lothar D'Hondt,Match Report,,22,B1
Regular season,14.0,Sun,2021-11-07,16:00,R.F.C. Seraing,0–0,Gent,1500.0,Stade du Pairay,Alexandre Boucaut,Match Report,,22,B1
Regular season,14.0,Sun,2021-11-07,18:30,Antwerp,2–0,Anderlecht,15000.0,Bosuilstadion,Jonathan Lardot,Match Report,,22,B1
Regular season,14.0,Sun,2021-11-07,21:00,Genk,1–1,Cercle Brugge,12831.0,Luminus Arena,Jasper Vergoote,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,15.0,Fri,2021-11-19,20:45,Mechelen,2–1,Club Brugge,16254.0,AFAS-stadion Achter de Kazerne,Nathan Verboomen,Match Report,,22,B1
Regular season,15.0,Sat,2021-11-20,16:15,Cercle Brugge,1–2,Charleroi,2527.0,Jan Breydelstadion,Lawrence Visser,Match Report,,22,B1
Regular season,15.0,Sat,2021-11-20,18:30,Zulte Waregem,1–2,Gent,7476.0,Elindus Arena,Bert Put,Match Report,,22,B1
Regular season,15.0,Sat,2021-11-20,18:30,OH Leuven,1–3,R.F.C. Seraing,4767.0,King Power at Den Dreef Stadion,Nicolas Laforge,Match Report,,22,B1
Regular season,15.0,Sat,2021-11-20,20:45,Standard Liège,1–0,Eupen,16341.0,Stade Maurice Dufrasne,Jasper Vergoote,Match Report,,22,B1
Regular season,15.0,Sun,2021-11-21,13:30,Anderlecht,1–1,Kortrijk,18000.0,Lotto Park,Wim Smet,Match Report,,22,B1
Regular season,15.0,Sun,2021-11-21,16:00,Sint-Truiden,2–1,Antwerp,5370.0,Stayen,Erik Lambrechts,Match Report,,22,B1
Regular season,15.0,Sun,2021-11-21,18:30,Oostende,1–7,Union SG,3610.0,Diaz Arena,Kevin Van Damme,Match Report,,22,B1
Regular season,15.0,Sun,2021-11-21,21:00,Beerschot,2–0,Genk,8000.0,Olympisch Stadion,Alexandre Boucaut,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,16.0,Fri,2021-11-26,20:45,Union SG,1–3,OH Leuven,8100.0,Stade Joseph Mariën,Nathan Verboomen,Match Report,,22,B1
Regular season,16.0,Sat,2021-11-27,16:15,R.F.C. Seraing,2–0,Sint-Truiden,1200.0,Stade du Pairay,Lothar D'Hondt,Match Report,,22,B1
Regular season,16.0,Sat,2021-11-27,18:30,Cercle Brugge,3–1,Mechelen,2870.0,Jan Breydelstadion,Wesli De Cremer,Match Report,,22,B1
Regular season,16.0,Sat,2021-11-27,18:30,Eupen,2–2,Kortrijk,1650.0,Stadion am Kehrweg,Jan Boterberg,Match Report,,22,B1
Regular season,16.0,Sat,2021-11-27,20:45,Charleroi,1–3,Anderlecht,10816.0,Stade du Pays de Charleroi,Erik Lambrechts,Match Report,,22,B1
Regular season,16.0,Sun,2021-11-28,13:30,Genk,2–3,Club Brugge,16000.0,Luminus Arena,Lawrence Visser,Match Report,,22,B1
Regular season,16.0,Sun,2021-11-28,16:00,Zulte Waregem,2–0,Beerschot,4949.0,Elindus Arena,Bram Van Driessche,Match Report,,22,B1
Regular season,16.0,Sun,2021-11-28,18:30,Gent,3–1,Standard Liège,18120.0,GHELAMCO-arena,Jonathan Lardot,Match Report,,22,B1
Regular season,16.0,Sun,2021-11-28,21:00,Antwerp,3–0,Oostende,15000.0,Bosuilstadion,Christof Dierick,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,17.0,Fri,2021-12-03,20:45,Sint-Truiden,1–2,Union SG,4238.0,Stayen,Jasper Vergoote,Match Report,,22,B1
Regular season,17.0,Sat,2021-12-04,16:15,OH Leuven,0–1,Gent,4047.0,King Power at Den Dreef Stadion,Jan Boterberg,Match Report,,22,B1
Regular season,17.0,Sat,2021-12-04,18:30,Kortrijk,0–2,Cercle Brugge,4311.0,Guldensporenstadion,Bert Put,Match Report,,22,B1
Regular season,17.0,Sat,2021-12-04,18:30,Oostende,2–1,Eupen,1730.0,Diaz Arena,Wesli De Cremer,Match Report,,22,B1
Regular season,17.0,Sat,2021-12-04,20:45,Club Brugge,3–2,R.F.C. Seraing,24100.0,Jan Breydelstadion,Alexandre Boucaut,Match Report,,22,B1
Regular season,17.0,Sun,2021-12-05,13:30,Beerschot,0–1,Antwerp,11000.0,Olympisch Stadion,Lothar D'Hondt,Match Report,,22,B1
Regular season,17.0,Sun,2021-12-05,16:00,Anderlecht,3–2,Zulte Waregem,18000.0,Lotto Park,Lawrence Visser,Match Report,,22,B1
Regular season,17.0,Sun,2021-12-05,18:30,Standard Liège,0–3,Charleroi,22512.0,Stade Maurice Dufrasne,Nicolas Laforge,Match Report,,22,B1
Regular season,17.0,Sun,2021-12-05,21:00,Mechelen,1–1,Genk,15000.0,AFAS-stadion Achter de Kazerne,Jonathan Lardot,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,18.0,Fri,2021-12-10,20:45,Charleroi,1–0,Oostende,4315.0,Stade du Pays de Charleroi,Bert Put,Match Report,,22,B1
Regular season,18.0,Sat,2021-12-11,16:15,Kortrijk,2–1,OH Leuven,4321.0,Guldensporenstadion,Jasper Vergoote,Match Report,,22,B1
Regular season,18.0,Sat,2021-12-11,18:30,Eupen,1–0,Beerschot,1200.0,Stadion am Kehrweg,Erik Lambrechts,Match Report,,22,B1
Regular season,18.0,Sat,2021-12-11,18:30,Sint-Truiden,1–2,Cercle Brugge,3004.0,Stayen,Kevin Van Damme,Match Report,,22,B1
Regular season,18.0,Sat,2021-12-11,20:45,R.F.C. Seraing,0–5,Anderlecht,3500.0,Stade du Pairay,Jan Boterberg,Match Report,,22,B1
Regular season,18.0,Sun,2021-12-12,13:30,Antwerp,2–3,Standard Liège,10980.0,Bosuilstadion,Lawrence Visser,Match Report,,22,B1
Regular season,18.0,Sun,2021-12-12,16:00,Union SG,2–0,Mechelen,8100.0,Stade Joseph Mariën,Christof Dierick,Match Report,,22,B1
Regular season,18.0,Sun,2021-12-12,18:30,Gent,1–0,Genk,16448.0,GHELAMCO-arena,Nathan Verboomen,Match Report,,22,B1
Regular season,18.0,Sun,2021-12-12,21:00,Club Brugge,3–0,Zulte Waregem,16323.0,Jan Breydelstadion,Wim Smet,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,19.0,Tue,2021-12-14,18:45,Cercle Brugge,2–0,R.F.C. Seraing,2368.0,Jan Breydelstadion,Brent Staessens,Match Report,,22,B1
Regular season,19.0,Tue,2021-12-14,21:00,Oostende,0–2,Kortrijk,1756.0,Diaz Arena,Lothar D'Hondt,Match Report,,22,B1
Regular season,19.0,Tue,2021-12-14,21:00,Anderlecht,2–0,Sint-Truiden,13500.0,Lotto Park,Jonathan Lardot,Match Report,,22,B1
Regular season,19.0,Wed,2021-12-15,18:45,Mechelen,4–3,Gent,12385.0,AFAS-stadion Achter de Kazerne,Erik Lambrechts,Match Report,,22,B1
Regular season,19.0,Wed,2021-12-15,18:45,Zulte Waregem,0–2,Union SG,5804.0,Elindus Arena,Nicolas Laforge,Match Report,,22,B1
Regular season,19.0,Wed,2021-12-15,21:00,OH Leuven,1–4,Club Brugge,8643.0,King Power at Den Dreef Stadion,Lawrence Visser,Match Report,,22,B1
Regular season,19.0,Thu,2021-12-16,18:45,Antwerp,4–2,Eupen,8664.0,Bosuilstadion,Alexandre Boucaut,Match Report,,22,B1
Regular season,19.0,Thu,2021-12-16,21:00,Genk,4–2,Charleroi,10043.0,Luminus Arena,Bram Van Driessche,Match Report,,22,B1
,,,,,,,,,,,,,22,B1
Regular season,20.0,Fri,2021-12-17,20:45,R.F.C. Seraing,0–2,Kortrijk,1400.0,Stade du Pairay,Wim Smet,Match Report,,22,B1
Regular season,20.0,Sat,2021-12-18,16:15,Beerschot,0–2,Oostende,6000.0,Olympisch Stadion,Christof Dierick,Match Report,,22,B1
Regular season,20.0,Sat,2021-12-18,18:30,Zulte Waregem,3–2,Mechelen,6333.0,Elindus Arena,Kevin Van Damme,Match Report,,22,B1
Regular season,20.0,Sat,2021-12-18,18:30,Union SG,3–2,Cercle Brugge,7114.0,Stade Joseph Mariën,Jan Boterberg,Match Report,,22,B1
