Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
8.0,Sat,2020-11-07,16:00,Alanyaspor,1–1,Trabzonspor,,Bahçeşehir Okulları Stadyumu,Ali Palabıyık,Match Report,,21,T1
8.0,Sat,2020-11-07,16:00,Erzurum BB,1–1,Göztepe,,Kazım Karabekir Stadyumu,Cüneyt Çakιr,Match Report,,21,T1
8.0,Sat,2020-11-07,19:00,Fenerbahçe,0–2,Konyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Ali Şansalan,Match Report,,21,T1
8.0,Sun,2020-11-08,13:30,Yeni Mal'spor,2–0,Denizlispor,,Yeni Malatya Stadyumu,Mete Kalkavan,Match Report,,21,T1
8.0,Sun,2020-11-08,13:30,Ankaragücü,2–2,Fatih Karagümrük,,Eryaman Stadyumu,Suat Arslanboga,Match Report,,21,T1
8.0,Sun,2020-11-08,16:00,Başakşehir,2–1,Gençlerbirliği,,Başakşehir Fatih Terim Stadium,Mustafa Öğretmenoğlu,Match Report,,21,T1
8.0,Sun,2020-11-08,16:00,Kayserispor,0–1,Hatayspor,,Kadir Has Şehir Stadı,Volkan Bayarslan,Match Report,,21,T1
8.0,Sun,2020-11-08,19:00,Sivasspor,1–2,Galatasaray,,Sivas Arena,Abdulkadir Bitigen,Match Report,,21,T1
,,,,,,,,,,,,21,T1
9.0,Sat,2020-11-21,13:30,Fatih Karagümrük,1–1,Sivasspor,,Atatürk Olimpiyat Stadı,Hüseyin Göçek,Match Report,,21,T1
9.0,Sat,2020-11-21,16:00,Denizlispor,0–1,Gaziantep FK,,Denizli Atatürk Stadyumu,Atilla Karaoğlan,Match Report,,21,T1
9.0,Sat,2020-11-21,16:00,Gençlerbirliği,1–5,Fenerbahçe,,Eryaman Stadyumu,Halil Umut Meler,Match Report,,21,T1
9.0,Sat,2020-11-21,19:00,Beşiktaş,3–2,Başakşehir,,Vodafone Arena,Umit Öztürk,Match Report,,21,T1
9.0,Sun,2020-11-22,13:30,Hatayspor,2–2,Rizespor,,Antakya Atatürk Stadı,Halis Özkahya,Match Report,,21,T1
9.0,Sun,2020-11-22,16:00,Göztepe,3–1,Ankaragücü,,Gürsel Aksel Stadyumu,Fırat Aydınus,Match Report,,21,T1
9.0,Sun,2020-11-22,16:00,Konyaspor,2–1,Kasımpaşa,,Konya Büyükşehir Stadı,Yasin Kol,Match Report,,21,T1
9.0,Sun,2020-11-22,19:00,Trabzonspor,1–0,Erzurum BB,,Şenol Güneş Stadyumu,Erkan Özdamar,Match Report,,21,T1
