Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
9.0,Mon,2021-10-18,20:00,Alanyaspor,6–3,Kayserispor,,Bahçeşehir Okulları Stadyumu,Umit Öztürk,Match Report,,22,T1
,,,,,,,,,,,,22,T1
10.0,Fri,2021-10-22,20:00,Yeni Mal'spor,2–1,Altay,,Yeni Malatya Stadyumu,Yasin Kol,Match Report,,22,T1
10.0,Sat,2021-10-23,13:30,Rizespor,2–1,Kasımpaşa,,Yeni Rize Şehir Stadı,Hüseyin Göçek,Match Report,,22,T1
10.0,Sat,2021-10-23,16:00,Konyaspor,2–0,Kayserispor,,Konya Büyükşehir Stadı,Sarper Barış Saka,Match Report,,22,T1
10.0,Sat,2021-10-23,16:00,Gaziantep FK,1–1,Giresunspor,,Kalyon Arena,Tugay Kaan Numanoğlu,Match Report,,22,T1
10.0,Sat,2021-10-23,19:00,Göztepe,0–1,Trabzonspor,,Gürsel Aksel Stadyumu,Atilla Karaoğlan,Match Report,,22,T1
10.0,Sun,2021-10-24,13:30,Fatih Karagümrük,1–1,Hatayspor,,Atatürk Olimpiyat Stadı,Halis Özkahya,Match Report,,22,T1
10.0,Sun,2021-10-24,16:00,Sivasspor,1–1,Adana Demirspor,,Yeni 4 Eylül Stadyumu,Bahattin Şimşek,Match Report,,22,T1
10.0,Sun,2021-10-24,16:00,Antalyaspor,1–2,Başakşehir,,Antalya Stadyumu,Yaşar Kemal Uğurlu,Match Report,,22,T1
10.0,Sun,2021-10-24,19:00,Fenerbahçe,1–2,Alanyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Halil Umut Meler,Match Report,,22,T1
10.0,Mon,2021-10-25,20:00,Beşiktaş,2–1,Galatasaray,,Vodafone Arena,Fırat Aydınus,Match Report,,22,T1
,,,,,,,,,,,,22,T1
11.0,Fri,2021-10-29,20:00,Trabzonspor,2–1,Rizespor,,Şenol Güneş Stadyumu,Halil Umut Meler,Match Report,,22,T1
11.0,Sat,2021-10-30,13:30,Kasımpaşa,2–0,Yeni Mal'spor,,Recep Tayyip Erdoğan Stadyumu,Alper Ulusoy,Match Report,,22,T1
11.0,Sat,2021-10-30,16:00,Hatayspor,1–0,Beşiktaş,,Yeni Hatay Stadyumu,Cüneyt Çakιr,Match Report,,22,T1
11.0,Sat,2021-10-30,16:00,Altay,1–1,Sivasspor,,Bornova Doğanlar Stadı,Erkan Özdamar,Match Report,,22,T1
11.0,Sat,2021-10-30,19:00,Konyaspor,2–1,Fenerbahçe,,Konya Büyükşehir Stadı,Fırat Aydınus,Match Report,,22,T1
11.0,Sun,2021-10-31,13:30,Kayserispor,2–1,Fatih Karagümrük,,Kadir Has Şehir Stadı,Burak Şeker,Match Report,,22,T1
11.0,Sun,2021-10-31,16:00,Alanyaspor,2–2,Göztepe,,Bahçeşehir Okulları Stadyumu,Mete Kalkavan,Match Report,,22,T1
11.0,Sun,2021-10-31,19:00,Galatasaray,2–0,Gaziantep FK,,Ali Sami Yen Stadyumu,Yaşar Kemal Uğurlu,Match Report,,22,T1
11.0,Mon,2021-11-01,20:00,Başakşehir,2–1,Adana Demirspor,,Başakşehir Fatih Terim Stadium,Arda Kardeşler,Match Report,,22,T1
11.0,Mon,2021-11-01,20:00,Giresunspor,1–2,Antalyaspor,,Çotanak Stadyumu,Suat Arslanboga,Match Report,,22,T1
,,,,,,,,,,,,22,T1
12.0,Fri,2021-11-05,20:00,Gaziantep FK,2–0,Kasımpaşa,,Kalyon Arena,Halis Özkahya,Match Report,,22,T1
12.0,Fri,2021-11-05,20:00,Rizespor,2–0,Alanyaspor,,Yeni Rize Şehir Stadı,Fırat Aydınus,Match Report,,22,T1
12.0,Sat,2021-11-06,13:30,Sivasspor,0–0,Giresunspor,,Yeni 4 Eylül Stadyumu,Umit Öztürk,Match Report,,22,T1
12.0,Sat,2021-11-06,16:00,Yeni Mal'spor,1–3,Başakşehir,,Yeni Malatya Stadyumu,Zorbay Küçük,Match Report,,22,T1
12.0,Sat,2021-11-06,16:00,Antalyaspor,1–0,Altay,,Antalya Stadyumu,Mert Güzenge,Match Report,,22,T1
12.0,Sat,2021-11-06,19:00,Beşiktaş,1–2,Trabzonspor,,Vodafone Arena,Erkan Özdamar,Match Report,,22,T1
12.0,Sun,2021-11-07,13:30,Göztepe,0–2,Konyaspor,,Gürsel Aksel Stadyumu,Yasin Kol,Match Report,,22,T1
12.0,Sun,2021-11-07,16:00,Fatih Karagümrük,1–1,Galatasaray,,Atatürk Olimpiyat Stadı,Atilla Karaoğlan,Match Report,,22,T1
12.0,Sun,2021-11-07,16:00,Adana Demirspor,1–0,Hatayspor,,Yeni Adana Stadyumu,Yaşar Kemal Uğurlu,Match Report,,22,T1
12.0,Sun,2021-11-07,19:00,Fenerbahçe,2–2,Kayserispor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cüneyt Çakιr,Match Report,,22,T1
,,,,,,,,,,,,22,T1
13.0,Sat,2021-11-20,13:30,Hatayspor,3–1,Antalyaspor,,Yeni Hatay Stadyumu,Tugay Kaan Numanoğlu,Match Report,,22,T1
13.0,Sat,2021-11-20,16:00,Giresunspor,1–0,Yeni Mal'spor,,Çotanak Stadyumu,Cüneyt Çakιr,Match Report,,22,T1
13.0,Sat,2021-11-20,16:00,Başakşehir,2–1,Sivasspor,,Başakşehir Fatih Terim Stadium,Mete Kalkavan,Match Report,,22,T1
13.0,Sat,2021-11-20,19:00,Alanyaspor,2–0,Beşiktaş,,Bahçeşehir Okulları Stadyumu,Alper Ulusoy,Match Report,,22,T1
13.0,Sun,2021-11-21,13:30,Kasımpaşa,1–3,Fatih Karagümrük,,Recep Tayyip Erdoğan Stadyumu,Fırat Aydınus,Match Report,,22,T1
13.0,Sun,2021-11-21,16:00,Konyaspor,3–0,Rizespor,,Konya Büyükşehir Stadı,Atilla Karaoğlan,Match Report,,22,T1
13.0,Sun,2021-11-21,16:00,Altay,1–3,Adana Demirspor,,Bornova Doğanlar Stadı,Hüseyin Göçek,Match Report,,22,T1
13.0,Sun,2021-11-21,19:00,Galatasaray,1–2,Fenerbahçe,,Ali Sami Yen Stadyumu,Halil Umut Meler,Match Report,,22,T1
13.0,Mon,2021-11-22,20:00,Trabzonspor,3–0,Gaziantep FK,,Şenol Güneş Stadyumu,Suat Arslanboga,Match Report,,22,T1
13.0,Mon,2021-11-22,20:00,Kayserispor,1–1,Göztepe,,Kadir Has Şehir Stadı,Zorbay Küçük,Match Report,,22,T1
,,,,,,,,,,,,22,T1
14.0,Fri,2021-11-26,20:00,Adana Demirspor,0–0,Kasımpaşa,,Yeni Adana Stadyumu,Erkan Özdamar,Match Report,,22,T1
14.0,Fri,2021-11-26,20:00,Başakşehir,0–0,Altay,,Başakşehir Fatih Terim Stadium,Umit Öztürk,Match Report,,22,T1
14.0,Sat,2021-11-27,13:30,Antalyaspor,3–0,Alanyaspor,,Antalya Stadyumu,Ali Şansalan,Match Report,,22,T1
14.0,Sat,2021-11-27,16:00,Rizespor,1–0,Kayserispor,,Yeni Rize Şehir Stadı,Yaşar Kemal Uğurlu,Match Report,,22,T1
14.0,Sat,2021-11-27,19:00,Beşiktaş,0–4,Giresunspor,,Vodafone Arena,Hüseyin Göçek,Match Report,,22,T1
14.0,Sun,2021-11-28,13:30,Gaziantep FK,3–2,Konyaspor,,Kalyon Arena,Fırat Aydınus,Match Report,,22,T1
14.0,Sun,2021-11-28,16:00,Sivasspor,4–0,Hatayspor,,Yeni 4 Eylül Stadyumu,Arda Kardeşler,Match Report,,22,T1
14.0,Sun,2021-11-28,16:00,Fatih Karagümrük,0–2,Trabzonspor,,Atatürk Olimpiyat Stadı,Cüneyt Çakιr,Match Report,,22,T1
14.0,Sun,2021-11-28,19:00,Yeni Mal'spor,0–0,Galatasaray,,Yeni Malatya Stadyumu,Atilla Karaoğlan,Match Report,,22,T1
14.0,Mon,2021-11-29,20:00,Göztepe,1–1,Fenerbahçe,,Gürsel Aksel Stadyumu,Mete Kalkavan,Match Report,,22,T1
,,,,,,,,,,,,22,T1
15.0,Fri,2021-12-03,20:00,Kasımpaşa,1–1,Beşiktaş,,Recep Tayyip Erdoğan Stadyumu,Mete Kalkavan,Match Report,,22,T1
15.0,Sat,2021-12-04,13:30,Alanyaspor,0–1,Sivasspor,,Bahçeşehir Okulları Stadyumu,Yaşar Kemal Uğurlu,Match Report,,22,T1
15.0,Sat,2021-12-04,16:00,Trabzonspor,2–0,Adana Demirspor,,Şenol Güneş Stadyumu,Fırat Aydınus,Match Report,,22,T1
15.0,Sat,2021-12-04,19:00,Galatasaray,2–2,Altay,,Ali Sami Yen Stadyumu,Cüneyt Çakιr,Match Report,,22,T1
15.0,Sun,2021-12-05,13:30,Kayserispor,2–0,Antalyaspor,,Kadir Has Şehir Stadı,Halil Umut Meler,Match Report,,22,T1
15.0,Sun,2021-12-05,16:00,Giresunspor,3–1,Fatih Karagümrük,,Çotanak Stadyumu,Arda Kardeşler,Match Report,,22,T1
15.0,Sun,2021-12-05,16:00,Hatayspor,0–3,Başakşehir,,Yeni Hatay Stadyumu,Erkan Özdamar,Match Report,,22,T1
15.0,Sun,2021-12-05,19:00,Fenerbahçe,4–0,Rizespor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Zorbay Küçük,Match Report,,22,T1
15.0,Mon,2021-12-06,20:00,Konyaspor,0–0,Yeni Mal'spor,,Konya Büyükşehir Stadı,Alper Ulusoy,Match Report,,22,T1
15.0,Mon,2021-12-06,20:00,Göztepe,2–1,Gaziantep FK,,Gürsel Aksel Stadyumu,Umit Öztürk,Match Report,,22,T1
,,,,,,,,,,,,22,T1
16.0,Fri,2021-12-10,20:00,Altay,1–2,Hatayspor,,Bornova Doğanlar Stadı,Mete Kalkavan,Match Report,,22,T1
16.0,Sat,2021-12-11,13:30,Fatih Karagümrük,1–4,Konyaspor,,Atatürk Olimpiyat Stadı,Yaşar Kemal Uğurlu,Match Report,,22,T1
16.0,Sat,2021-12-11,16:00,Başakşehir,2–1,Kasımpaşa,,Başakşehir Fatih Terim Stadium,Fırat Aydınus,Match Report,,22,T1
16.0,Sat,2021-12-11,16:00,Rizespor,3–1,Göztepe,,Yeni Rize Şehir Stadı,Erkan Özdamar,Match Report,,22,T1
16.0,Sat,2021-12-11,19:00,Antalyaspor,2–1,Trabzonspor,,Antalya Stadyumu,Zorbay Küçük,Match Report,,22,T1
16.0,Sun,2021-12-12,13:30,Adana Demirspor,1–0,Giresunspor,,Yeni Adana Stadyumu,Alper Ulusoy,Match Report,,22,T1
16.0,Sun,2021-12-12,16:00,Yeni Mal'spor,2–6,Alanyaspor,,Yeni Malatya Stadyumu,Yasin Kol,Match Report,,22,T1
16.0,Sun,2021-12-12,19:00,Beşiktaş,4–2,Kayserispor,,Vodafone Arena,Ali Şansalan,Match Report,,22,T1
16.0,Mon,2021-12-13,18:00,Sivasspor,1–0,Galatasaray,,Yeni 4 Eylül Stadyumu,Umit Öztürk,Match Report,,22,T1
16.0,Mon,2021-12-13,20:30,Gaziantep FK,3–2,Fenerbahçe,,Kalyon Arena,Atilla Karaoğlan,Match Report,,22,T1
,,,,,,,,,,,,22,T1
17.0,Fri,2021-12-17,20:00,Giresunspor,3–1,Altay,,Çotanak Stadyumu,Tugay Kaan Numanoğlu,Match Report,,22,T1
17.0,Sat,2021-12-18,13:30,Kasımpaşa,1–3,Sivasspor,,Recep Tayyip Erdoğan Stadyumu,Ali Şansalan,Match Report,,22,T1
17.0,Sat,2021-12-18,16:00,Trabzonspor,2–0,Hatayspor,,Şenol Güneş Stadyumu,Yaşar Kemal Uğurlu,Match Report,,22,T1
17.0,Sat,2021-12-18,16:00,Konyaspor,1–0,Antalyaspor,,Konya Büyükşehir Stadı,Arda Kardeşler,Match Report,,22,T1
17.0,Sat,2021-12-18,19:00,Alanyaspor,1–3,Adana Demirspor,,Bahçeşehir Okulları Stadyumu,Hüseyin Göçek,Match Report,,22,T1
17.0,Sat,2021-12-18,19:00,Galatasaray,1–1,Başakşehir,,Ali Sami Yen Stadyumu,Zorbay Küçük,Match Report,,22,T1
17.0,Sun,2021-12-19,13:30,Rizespor,1–0,Yeni Mal'spor,,Yeni Rize Şehir Stadı,Halil Umut Meler,Match Report,,22,T1
17.0,Sun,2021-12-19,16:00,Göztepe,0–1,Fatih Karagümrük,,Gürsel Aksel Stadyumu,Volkan Bayarslan,Match Report,,22,T1
17.0,Sun,2021-12-19,16:00,Kayserispor,0–0,Gaziantep FK,,Kadir Has Şehir Stadı,Erkan Özdamar,Match Report,,22,T1
17.0,Sun,2021-12-19,19:00,Fenerbahçe,2–2,Beşiktaş,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Fırat Aydınus,Match Report,,22,T1
,,,,,,,,,,,,22,T1
18.0,Tue,2021-12-21,17:00,Başakşehir,3–1,Giresunspor,,Başakşehir Fatih Terim Stadium,Alper Ulusoy,Match Report,,22,T1
18.0,Tue,2021-12-21,17:00,Antalyaspor,1–1,Kasımpaşa,,Antalya Stadyumu,Yaşar Kemal Uğurlu,Match Report,,22,T1
18.0,Tue,2021-12-21,20:00,Adana Demirspor,2–0,Galatasaray,,Yeni Adana Stadyumu,Arda Kardeşler,Match Report,,22,T1
18.0,Tue,2021-12-21,20:00,Altay,1–2,Trabzonspor,,Bornova Doğanlar Stadı,Ali Şansalan,Match Report,,22,T1
18.0,Wed,2021-12-22,17:00,Hatayspor,1–3,Konyaspor,,Yeni Hatay Stadyumu,Halil Umut Meler,Match Report,,22,T1
18.0,Wed,2021-12-22,17:00,Sivasspor,1–1,Rizespor,,Yeni 4 Eylül Stadyumu,Atilla Karaoğlan,Match Report,,22,T1
