Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
4.0,Sat,2019-09-14,17:00,Başakşehir,1–1,Sivasspor,,Başakşehir Fatih Terim Stadium,Arda Kardeşler,Match Report,,20,T1
4.0,Sat,2019-09-14,20:00,Gaziantep FK,3–2,Beşiktaş,,Kalyon Arena,Halil Meler,Match Report,,20,T1
4.0,Sat,2019-09-14,20:00,Antalyaspor,2–2,Kayserispor,,Antalya 100.yıl Stadyumu,Fırat Aydınus,Match Report,,20,T1
4.0,Sun,2019-09-15,17:00,Ankaragücü,0–4,Yeni Mal'spor,,Eryaman Stadyumu,Volkan Bayarslan,Match Report,,20,T1
4.0,Sun,2019-09-15,17:00,Rizespor,0–0,Göztepe,,Yeni Rize Şehir Stadı,Abdulkadir Bitigen,Match Report,,20,T1
4.0,Sun,2019-09-15,20:00,Trabzonspor,2–2,Gençlerbirliği,,Şenol Güneş Stadyumu,Mete Kalkavan,Match Report,,20,T1
4.0,Sun,2019-09-15,20:00,Denizlispor,0–1,Konyaspor,,Denizli Atatürk Stadyumu,Ali Şansalan,Match Report,,20,T1
4.0,Mon,2019-09-16,20:00,Alanyaspor,3–1,Fenerbahçe,,Bahçeşehir Okulları Stadyumu,Halis Özkahya,Match Report,,20,T1
,,,,,,,,,,,,20,T1
5.0,Fri,2019-09-20,20:30,Göztepe,1–0,Konyaspor,,Bornova Doğanlar Stadı,Özgür Yankaya,Match Report,,20,T1
5.0,Sat,2019-09-21,15:00,Kasımpaşa,3–0,Antalyaspor,,Recep Tayyip Erdoğan Stadyumu,Koray Gençerler,Match Report,,20,T1
5.0,Sat,2019-09-21,17:30,Kayserispor,1–1,Denizlispor,,Kadir Has Şehir Stadı,Hüseyin Göçek,Match Report,,20,T1
5.0,Sat,2019-09-21,20:00,Fenerbahçe,2–1,Ankaragücü,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Abdulkadir Bitigen,Match Report,,20,T1
5.0,Sun,2019-09-22,14:00,Rizespor,1–2,Gaziantep FK,,Yeni Rize Şehir Stadı,Serkan Tokat,Match Report,,20,T1
5.0,Sun,2019-09-22,16:30,Gençlerbirliği,1–1,Alanyaspor,,Eryaman Stadyumu,Zorbay Küçük,Match Report,,20,T1
5.0,Sun,2019-09-22,19:00,Yeni Mal'spor,1–1,Galatasaray,,Yeni Malatya Stadyumu,Arda Kardeşler,Match Report,,20,T1
5.0,Mon,2019-09-23,20:00,Beşiktaş,1–1,Başakşehir,,Vodafone Arena,Suat Arslanboga,Match Report,,20,T1
5.0,Mon,2019-09-23,20:00,Sivasspor,2–1,Trabzonspor,,Sivas Arena,Yaşar Kemal Uğurlu,Match Report,,20,T1
,,,,,,,,,,,,20,T1
6.0,Fri,2019-09-27,20:30,Başakşehir,5–0,Rizespor,,Başakşehir Fatih Terim Stadium,Fırat Aydınus,Match Report,,20,T1
6.0,Sat,2019-09-28,15:00,Denizlispor,0–1,Kasımpaşa,,Denizli Atatürk Stadyumu,Tugay Kaan Numanoğlu,Match Report,,20,T1
6.0,Sat,2019-09-28,17:30,Alanyaspor,1–1,Sivasspor,,Bahçeşehir Okulları Stadyumu,Halil Meler,Match Report,,20,T1
6.0,Sat,2019-09-28,20:00,Galatasaray,0–0,Fenerbahçe,,Türk Telekom Arena,Cüneyt Çakιr,Match Report,,20,T1
6.0,Sun,2019-09-29,14:00,Konyaspor,2–1,Kayserispor,,Konya Büyükşehir Stadı,Alper Ulusoy,Match Report,,20,T1
6.0,Sun,2019-09-29,16:30,Ankaragücü,2–1,Gençlerbirliği,,Eryaman Stadyumu,Umit Öztürk,Match Report,,20,T1
6.0,Sun,2019-09-29,16:30,Antalyaspor,3–0,Yeni Mal'spor,,Antalya 100.yıl Stadyumu,Bahattin Şimşek,Match Report,,20,T1
6.0,Sun,2019-09-29,19:00,Trabzonspor,4–1,Beşiktaş,,Şenol Güneş Stadyumu,Ali Palabıyık,Match Report,,20,T1
6.0,Mon,2019-09-30,20:00,Gaziantep FK,1–1,Göztepe,,Kalyon Arena,Ali Şansalan,Match Report,,20,T1
,,,,,,,,,,,,20,T1
7.0,Fri,2019-10-04,20:30,Yeni Mal'spor,5–1,Denizlispor,,Yeni Malatya Stadyumu,Bülent Birincioğlu,Match Report,,20,T1
7.0,Fri,2019-10-04,20:30,Fenerbahçe,0–1,Antalyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Yaşar Kemal Uğurlu,Match Report,,20,T1
7.0,Sat,2019-10-05,15:00,Kasımpaşa,1–4,Konyaspor,,Recep Tayyip Erdoğan Stadyumu,Serkan Tokat,Match Report,,20,T1
7.0,Sat,2019-10-05,17:30,Göztepe,4–0,Kayserispor,,Bornova Doğanlar Stadı,Cüneyt Çakιr,Match Report,,20,T1
7.0,Sat,2019-10-05,20:00,Gençlerbirliği,0–0,Galatasaray,,Eryaman Stadyumu,Halil Meler,Match Report,,20,T1
7.0,Sun,2019-10-06,14:00,Sivasspor,3–1,Ankaragücü,,Sivas Arena,Atilla Karaoğlan,Match Report,,20,T1
7.0,Sun,2019-10-06,16:30,Beşiktaş,2–0,Alanyaspor,,Vodafone Arena,Arda Kardeşler,Match Report,,20,T1
7.0,Sun,2019-10-06,19:00,Gaziantep FK,1–2,Başakşehir,,Kalyon Arena,Koray Gençerler,Match Report,,20,T1
7.0,Sun,2019-10-06,19:00,Rizespor,1–2,Trabzonspor,,Yeni Rize Şehir Stadı,Hüseyin Göçek,Match Report,,20,T1
,,,,,,,,,,,,20,T1
8.0,Fri,2019-10-18,20:30,Galatasaray,3–2,Sivasspor,,Türk Telekom Arena,Ali Palabıyık,Match Report,,20,T1
8.0,Sat,2019-10-19,15:00,Antalyaspor,0–6,Gençlerbirliği,,Antalya 100.yıl Stadyumu,Abdulkadir Bitigen,Match Report,,20,T1
8.0,Sat,2019-10-19,17:30,Başakşehir,2–1,Göztepe,,Başakşehir Fatih Terim Stadium,Yaşar Kemal Uğurlu,Match Report,,20,T1
8.0,Sat,2019-10-19,17:30,Trabzonspor,4–1,Gaziantep FK,,Şenol Güneş Stadyumu,Özgür Yankaya,Match Report,,20,T1
8.0,Sat,2019-10-19,20:00,Ankaragücü,0–0,Beşiktaş,,Eryaman Stadyumu,Ali Simlan,Match Report,,20,T1
8.0,Sun,2019-10-20,14:00,Kayserispor,1–1,Kasımpaşa,,Kadir Has Şehir Stadı,Atilla Karaoğlan,Match Report,,20,T1
8.0,Sun,2019-10-20,16:30,Alanyaspor,5–2,Rizespor,,Bahçeşehir Okulları Stadyumu,Cüneyt Çakιr,Match Report,,20,T1
8.0,Sun,2019-10-20,19:00,Denizlispor,1–2,Fenerbahçe,,Denizli Atatürk Stadyumu,Fırat Aydınus,Match Report,,20,T1
8.0,Mon,2019-10-21,20:00,Konyaspor,0–2,Yeni Mal'spor,,Konya Büyükşehir Stadı,Mustafa Ogretmenoglu,Match Report,,20,T1
,,,,,,,,,,,,20,T1
9.0,Fri,2019-10-25,20:30,Rizespor,2–0,Ankaragücü,,Yeni Rize Şehir Stadı,Koray Gençerler,Match Report,,20,T1
9.0,Sat,2019-10-26,15:00,Sivasspor,2–1,Antalyaspor,,Sivas Arena,Alper Ulusoy,Match Report,,20,T1
9.0,Sat,2019-10-26,17:30,Gaziantep FK,1–1,Alanyaspor,,Kalyon Arena,Serkan Tokat,Match Report,,20,T1
9.0,Sat,2019-10-26,20:00,Fenerbahçe,5–1,Konyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Ali Şansalan,Match Report,,20,T1
9.0,Sun,2019-10-27,14:00,Yeni Mal'spor,4–0,Kayserispor,,Yeni Malatya Stadyumu,Zorbay Küçük,Match Report,,20,T1
9.0,Sun,2019-10-27,16:30,Gençlerbirliği,0–2,Denizlispor,,Eryaman Stadyumu,Halis Özkahya,Match Report,,20,T1
9.0,Sun,2019-10-27,16:30,Göztepe,1–4,Kasımpaşa,,Bornova Doğanlar Stadı,Umit Öztürk,Match Report,,20,T1
9.0,Sun,2019-10-27,19:00,Beşiktaş,1–0,Galatasaray,,Vodafone Arena,Mete Kalkavan,Match Report,,20,T1
9.0,Mon,2019-10-28,20:00,Başakşehir,2–2,Trabzonspor,,Başakşehir Fatih Terim Stadium,Ali Palabıyık,Match Report,,20,T1
,,,,,,,,,,,,20,T1
10.0,Fri,2019-11-01,20:30,Galatasaray,2–0,Rizespor,,Türk Telekom Arena,Abdulkadir Bitigen,Match Report,,20,T1
10.0,Sat,2019-11-02,15:00,Konyaspor,1–1,Gençlerbirliği,,Konya Büyükşehir Stadı,Volkan Bayarslan,Match Report,,20,T1
10.0,Sat,2019-11-02,17:30,Trabzonspor,0–1,Göztepe,,Şenol Güneş Stadyumu,Fırat Aydınus,Match Report,,20,T1
10.0,Sat,2019-11-02,17:30,Alanyaspor,0–0,Başakşehir,,Bahçeşehir Okulları Stadyumu,Mete Kalkavan,Match Report,,20,T1
10.0,Sat,2019-11-02,20:00,Antalyaspor,1–2,Beşiktaş,,Antalya 100.yıl Stadyumu,Cüneyt Çakιr,Match Report,,20,T1
10.0,Sun,2019-11-03,14:00,Denizlispor,0–2,Sivasspor,,Denizli Atatürk Stadyumu,Zorbay Küçük,Match Report,,20,T1
10.0,Sun,2019-11-03,16:30,Kasımpaşa,2–2,Yeni Mal'spor,,Recep Tayyip Erdoğan Stadyumu,Halis Özkahya,Match Report,,20,T1
10.0,Sun,2019-11-03,19:00,Kayserispor,1–0,Fenerbahçe,,Kadir Has Şehir Stadı,Arda Kardeşler,Match Report,,20,T1
10.0,Mon,2019-11-04,20:00,Ankaragücü,1–2,Gaziantep FK,,Eryaman Stadyumu,Halil Meler,Match Report,,20,T1
,,,,,,,,,,,,20,T1
11.0,Fri,2019-11-08,20:30,Fenerbahçe,3–2,Kasımpaşa,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Ali Palabıyık,Match Report,,20,T1
11.0,Sat,2019-11-09,15:00,Gençlerbirliği,2–1,Kayserispor,,Eryaman Stadyumu,Ali Şansalan,Match Report,,20,T1
11.0,Sat,2019-11-09,17:30,Sivasspor,2–0,Konyaspor,,Sivas Arena,Mete Kalkavan,Match Report,,20,T1
11.0,Sat,2019-11-09,17:30,Rizespor,1–0,Antalyaspor,,Yeni Rize Şehir Stadı,Yaşar Kemal Uğurlu,Match Report,,20,T1
11.0,Sat,2019-11-09,20:00,Gaziantep FK,0–2,Galatasaray,,Kalyon Arena,Cüneyt Çakιr,Match Report,,20,T1
11.0,Sun,2019-11-10,14:00,Göztepe,1–1,Yeni Mal'spor,,Bornova Doğanlar Stadı,Arda Kardeşler,Match Report,,20,T1
11.0,Sun,2019-11-10,16:30,Trabzonspor,1–0,Alanyaspor,,Şenol Güneş Stadyumu,Abdulkadir Bitigen,Match Report,,20,T1
11.0,Sun,2019-11-10,19:00,Başakşehir,2–1,Ankaragücü,,Başakşehir Fatih Terim Stadium,Zorbay Küçük,Match Report,,20,T1
11.0,Sun,2019-11-10,19:00,Beşiktaş,1–0,Denizlispor,,Vodafone Arena,Özgür Yankaya,Match Report,,20,T1
,,,,,,,,,,,,20,T1
12.0,Fri,2019-11-22,20:30,Galatasaray,0–1,Başakşehir,,Türk Telekom Arena,Yaşar Kemal Uğurlu,Match Report,,20,T1
12.0,Sat,2019-11-23,15:00,Denizlispor,2–0,Rizespor,,Denizli Atatürk Stadyumu,Halil Meler,Match Report,,20,T1
12.0,Sat,2019-11-23,17:30,Ankaragücü,0–3,Trabzonspor,,Eryaman Stadyumu,Cüneyt Çakιr,Match Report,,20,T1
12.0,Sat,2019-11-23,20:00,Konyaspor,0–1,Beşiktaş,,Konya Büyükşehir Stadı,Fırat Aydınus,Match Report,,20,T1
12.0,Sun,2019-11-24,14:00,Kayserispor,1–4,Sivasspor,,Kadir Has Şehir Stadı,Halis Özkahya,Match Report,,20,T1
12.0,Sun,2019-11-24,16:30,Alanyaspor,0–1,Göztepe,,Bahçeşehir Okulları Stadyumu,Volkan Bayarslan,Match Report,,20,T1
12.0,Sun,2019-11-24,16:30,Kasımpaşa,1–2,Gençlerbirliği,,Recep Tayyip Erdoğan Stadyumu,Alper Ulusoy,Match Report,,20,T1
12.0,Sun,2019-11-24,19:00,Yeni Mal'spor,0–0,Fenerbahçe,,Yeni Malatya Stadyumu,Mete Kalkavan,Match Report,,20,T1
12.0,Mon,2019-11-25,20:00,Antalyaspor,1–1,Gaziantep FK,,Antalya 100.yıl Stadyumu,Hüseyin Göçek,Match Report,,20,T1
,,,,,,,,,,,,20,T1
13.0,Fri,2019-11-29,20:30,Gençlerbirliği,3–3,Yeni Mal'spor,,Eryaman Stadyumu,Zorbay Küçük,Match Report,,20,T1
13.0,Sat,2019-11-30,15:00,Sivasspor,2–0,Kasımpaşa,,Sivas Arena,Cüneyt Çakιr,Match Report,,20,T1
13.0,Sat,2019-11-30,15:00,Rizespor,3–1,Konyaspor,,Yeni Rize Şehir Stadı,Halis Özkahya,Match Report,,20,T1
13.0,Sat,2019-11-30,17:30,Alanyaspor,5–0,Ankaragücü,,Bahçeşehir Okulları Stadyumu,Alper Ulusoy,Match Report,,20,T1
13.0,Sat,2019-11-30,20:00,Göztepe,2–2,Fenerbahçe,,Bornova Doğanlar Stadı,Abdulkadir Bitigen,Match Report,,20,T1
13.0,Sun,2019-12-01,14:00,Gaziantep FK,1–2,Denizlispor,,Kalyon Arena,Atilla Karaoğlan,Match Report,,20,T1
13.0,Sun,2019-12-01,16:30,Başakşehir,2–0,Antalyaspor,,Başakşehir Fatih Terim Stadium,Serkan Tokat,Match Report,,20,T1
13.0,Sun,2019-12-01,19:00,Trabzonspor,1–1,Galatasaray,,Şenol Güneş Stadyumu,Ali Palabıyık,Match Report,,20,T1
13.0,Mon,2019-12-02,20:00,Beşiktaş,4–1,Kayserispor,25913.0,Vodafone Arena,Umit Öztürk,Match Report,,20,T1
,,,,,,,,,,,,20,T1
14.0,Fri,2019-12-06,20:30,Fenerbahçe,5–2,Gençlerbirliği,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Ali Şansalan,Match Report,,20,T1
14.0,Sat,2019-12-07,15:00,Yeni Mal'spor,1–3,Sivasspor,,Yeni Malatya Stadyumu,Umit Öztürk,Match Report,,20,T1
14.0,Sat,2019-12-07,17:30,Ankaragücü,1–3,Göztepe,,Eryaman Stadyumu,Mete Kalkavan,Match Report,,20,T1
14.0,Sat,2019-12-07,20:00,Galatasaray,1–0,Alanyaspor,,Türk Telekom Arena,Halil Meler,Match Report,,20,T1
14.0,Sun,2019-12-08,14:00,Konyaspor,0–0,Gaziantep FK,,Konya Büyükşehir Stadı,Ali Palabıyık,Match Report,,20,T1
14.0,Sun,2019-12-08,16:30,Denizlispor,1–1,Başakşehir,,Denizli Atatürk Stadyumu,Alper Ulusoy,Match Report,,20,T1
14.0,Sun,2019-12-08,16:30,Antalyaspor,1–3,Trabzonspor,,Antalya 100.yıl Stadyumu,Yaşar Kemal Uğurlu,Match Report,,20,T1
14.0,Sun,2019-12-08,19:00,Kasımpaşa,2–3,Beşiktaş,5276.0,Recep Tayyip Erdoğan Stadyumu,Arda Kardeşler,Match Report,,20,T1
14.0,Mon,2019-12-09,20:00,Kayserispor,1–0,Rizespor,,Kadir Has Şehir Stadı,Fırat Aydınus,Match Report,,20,T1
,,,,,,,,,,,,20,T1
15.0,Fri,2019-12-13,20:30,Alanyaspor,0–0,Antalyaspor,,Bahçeşehir Okulları Stadyumu,Zorbay Küçük,Match Report,,20,T1
15.0,Sat,2019-12-14,15:00,Rizespor,0–3,Kasımpaşa,,Yeni Rize Şehir Stadı,Umit Öztürk,Match Report,,20,T1
15.0,Sat,2019-12-14,17:00,Gençlerbirliği,3–1,Göztepe,,Eryaman Stadyumu,Cüneyt Çakιr,Match Report,,20,T1
15.0,Sat,2019-12-14,20:00,Galatasaray,2–2,Ankaragücü,,Türk Telekom Arena,Ali Şansalan,Match Report,,20,T1
15.0,Sun,2019-12-15,14:00,Gaziantep FK,3–0,Kayserispor,4684.0,Kalyon Arena,Özgür Yankaya,Match Report,,20,T1
15.0,Sun,2019-12-15,16:30,Sivasspor,3–1,Fenerbahçe,,Sivas Arena,Ali Palabıyık,Match Report,,20,T1
15.0,Sun,2019-12-15,19:00,Beşiktaş,0–2,Yeni Mal'spor,,Vodafone Arena,Yaşar Kemal Uğurlu,Match Report,,20,T1
15.0,Mon,2019-12-16,20:00,Trabzonspor,1–2,Denizlispor,,Şenol Güneş Stadyumu,Halis Özkahya,Match Report,,20,T1
15.0,Mon,2019-12-16,20:00,Başakşehir,1–1,Konyaspor,,Başakşehir Fatih Terim Stadium,Hüseyin Göçek,Match Report,,20,T1
,,,,,,,,,,,,20,T1
16.0,Fri,2019-12-20,20:30,Antalyaspor,2–2,Ankaragücü,,Antalya 100.yıl Stadyumu,Fırat Aydınus,Match Report,,20,T1
16.0,Sat,2019-12-21,15:00,Yeni Mal'spor,0–2,Rizespor,,Yeni Malatya Stadyumu,Ali Palabıyık,Match Report,,20,T1
16.0,Sat,2019-12-21,17:30,Kasımpaşa,3–4,Gaziantep FK,,Recep Tayyip Erdoğan Stadyumu,Abdulkadir Bitigen,Match Report,,20,T1
16.0,Sat,2019-12-21,20:00,Göztepe,2–1,Galatasaray,,Bornova Doğanlar Stadı,Serkan Tokat,Match Report,,20,T1
16.0,Sun,2019-12-22,14:00,Gençlerbirliği,2–2,Sivasspor,,Eryaman Stadyumu,Halis Özkahya,Match Report,,20,T1
16.0,Sun,2019-12-22,16:30,Kayserispor,1–4,Başakşehir,,Kadir Has Şehir Stadı,Ali Şansalan,Match Report,,20,T1
16.0,Sun,2019-12-22,19:00,Fenerbahçe,3–1,Beşiktaş,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cüneyt Çakιr,Match Report,,20,T1
16.0,Mon,2019-12-23,20:00,Denizlispor,1–5,Alanyaspor,,Denizli Atatürk Stadyumu,Hüseyin Göçek,Match Report,,20,T1
16.0,Mon,2019-12-23,20:00,Konyaspor,0–1,Trabzonspor,,Konya Büyükşehir Stadı,Halil Meler,Match Report,,20,T1
,,,,,,,,,,,,20,T1
17.0,Fri,2019-12-27,20:30,Beşiktaş,4–1,Gençlerbirliği,,Vodafone Arena,Fırat Aydınus,Match Report,,20,T1
17.0,Sat,2019-12-28,15:00,Ankaragücü,2–2,Denizlispor,,Eryaman Stadyumu,Arda Kardeşler,Match Report,,20,T1
17.0,Sat,2019-12-28,17:30,Başakşehir,5–1,Kasımpaşa,,Başakşehir Fatih Terim Stadium,Atilla Karaoğlan,Match Report,,20,T1
17.0,Sat,2019-12-28,17:30,Trabzonspor,6–2,Kayserispor,,Şenol Güneş Stadyumu,Hüseyin Göçek,Match Report,,20,T1
17.0,Sat,2019-12-28,20:00,Galatasaray,5–0,Antalyaspor,,Türk Telekom Arena,Abdulkadir Bitigen,Match Report,,20,T1
17.0,Sun,2019-12-29,14:00,Sivasspor,1–0,Göztepe,,Sivas Arena,Yaşar Kemal Uğurlu,Match Report,,20,T1
17.0,Sun,2019-12-29,16:30,Alanyaspor,2–1,Konyaspor,,Bahçeşehir Okulları Stadyumu,Umit Öztürk,Match Report,,20,T1
17.0,Sun,2019-12-29,16:30,Gaziantep FK,1–1,Yeni Mal'spor,,Kalyon Arena,Bahattin Şimşek,Match Report,,20,T1
17.0,Sun,2019-12-29,19:00,Rizespor,1–2,Fenerbahçe,,Yeni Rize Şehir Stadı,Halil Meler,Match Report,,20,T1
,,,,,,,,,,,,20,T1
18.0,Fri,2020-01-17,20:00,Ankaragücü,0–1,Konyaspor,,Eryaman Stadyumu,Alper Ulusoy,Match Report,,20,T1
18.0,Sat,2020-01-18,14:00,Alanyaspor,5–1,Kayserispor,,Bahçeşehir Okulları Stadyumu,Ali Palabıyık,Match Report,,20,T1
18.0,Sat,2020-01-18,17:00,Başakşehir,4–1,Yeni Mal'spor,,Başakşehir Fatih Terim Stadium,Serkan Tokat,Match Report,,20,T1
18.0,Sat,2020-01-18,20:00,Gaziantep FK,0–2,Fenerbahçe,,Kalyon Arena,Hüseyin Göçek,Match Report,,20,T1
18.0,Sun,2020-01-19,13:30,Antalyaspor,0–3,Göztepe,,Antalya 100.yıl Stadyumu,Atilla Karaoğlan,Match Report,,20,T1
18.0,Sun,2020-01-19,16:00,Trabzonspor,6–0,Kasımpaşa,,Şenol Güneş Stadyumu,Zorbay Küçük,Match Report,,20,T1
18.0,Sun,2020-01-19,16:00,Galatasaray,2–1,Denizlispor,,Türk Telekom Arena,Yaşar Kemal Uğurlu,Match Report,,20,T1
18.0,Sun,2020-01-19,19:00,Beşiktaş,1–2,Sivasspor,,Vodafone Arena,Ali Şansalan,Match Report,,20,T1
18.0,Mon,2020-01-20,20:00,Rizespor,2–0,Gençlerbirliği,,Yeni Rize Şehir Stadı,Arda Kardeşler,Match Report,,20,T1
,,,,,,,,,,,,20,T1
19.0,Fri,2020-01-24,20:00,Gençlerbirliği,1–0,Gaziantep FK,,Eryaman Stadyumu,Mete Kalkavan,Match Report,,20,T1
19.0,Sat,2020-01-25,14:00,Kayserispor,1–1,Ankaragücü,,Kadir Has Şehir Stadı,Cüneyt Çakιr,Match Report,,20,T1
19.0,Sat,2020-01-25,17:00,Kasımpaşa,1–2,Alanyaspor,,Recep Tayyip Erdoğan Stadyumu,Özgür Yankaya,Match Report,,20,T1
19.0,Sat,2020-01-25,20:00,Fenerbahçe,2–0,Başakşehir,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Fırat Aydınus,Match Report,,20,T1
19.0,Sun,2020-01-26,13:30,Denizlispor,0–3,Antalyaspor,,Denizli Atatürk Stadyumu,Halil Meler,Match Report,,20,T1
19.0,Sun,2020-01-26,16:00,Göztepe,2–1,Beşiktaş,,Gürsel Aksel Stadyumu,Hüseyin Göçek,Match Report,,20,T1
19.0,Sun,2020-01-26,19:00,Konyaspor,0–3,Galatasaray,,Konya Büyükşehir Stadı,Koray Gençerler,Match Report,,20,T1
19.0,Mon,2020-01-27,20:00,Sivasspor,1–1,Rizespor,,4 Eylül Stadi,Abdulkadir Bitigen,Match Report,,20,T1
,,,,,,,,,,,,20,T1
20.0,Fri,2020-01-31,20:00,Başakşehir,3–1,Gençlerbirliği,,Başakşehir Fatih Terim Stadium,Alper Ulusoy,Match Report,,20,T1
20.0,Sat,2020-02-01,14:00,Antalyaspor,0–0,Konyaspor,,Antalya 100.yıl Stadyumu,Halis Özkahya,Match Report,,20,T1
20.0,Sat,2020-02-01,17:00,Rizespor,1–2,Beşiktaş,,Yeni Rize Şehir Stadı,Umit Öztürk,Match Report,,20,T1
20.0,Sat,2020-02-01,20:00,Trabzonspor,2–1,Fenerbahçe,,Şenol Güneş Stadyumu,Ali Palabıyık,Match Report,,20,T1
20.0,Sun,2020-02-02,13:30,Ankaragücü,1–1,Kasımpaşa,,Eryaman Stadyumu,Halil Meler,Match Report,,20,T1
20.0,Sun,2020-02-02,16:00,Alanyaspor,2–1,Yeni Mal'spor,4895.0,Bahçeşehir Okulları Stadyumu,Mete Kalkavan,Match Report,,20,T1
20.0,Sun,2020-02-02,16:00,Gaziantep FK,5–1,Sivasspor,,Kalyon Arena,Arda Kardeşler,Match Report,,20,T1
