Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,3.0,Sat,2017-09-09,15:30,Augsburg,2.3,3–0,0.7,Köln,27510.0,WWK Arena,Tobias Stieler,Match Report,,18,D1
Regular season,3.0,Sat,2017-09-09,15:30,M'Gladbach,0.9,0–1,0.7,Eint Frankfurt,51431.0,Stadion im Borussia-Park,Robert Kampka,Match Report,,18,D1
Regular season,3.0,Sat,2017-09-09,15:30,Freiburg,0.5,0–0,1.6,Dortmund,24000.0,Schwarzwald-Stadion,Benjamin Cortus,Match Report,,18,D1
Regular season,3.0,Sat,2017-09-09,18:30,Hoffenheim,0.6,2–0,1.9,Bayern Munich,30150.0,Dietmar-Hopp-Stadion,Daniel Siebert,Match Report,,18,D1
Regular season,3.0,Sun,2017-09-10,15:30,Hertha BSC,0.3,1–1,0.6,Werder Bremen,49118.0,Olympiastadion Berlin,Bibiana Steinhaus,Match Report,,18,D1
Regular season,3.0,Sun,2017-09-10,18:00,Schalke 04,2.0,3–1,1.3,Stuttgart,61098.0,Veltins-Arena,Frank Willenborg,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,4.0,Fri,2017-09-15,20:30,Hannover 96,2.0,2–0,0.7,Hamburger SV,49000.0,HDI-Arena,Robert Hartmann,Match Report,,18,D1
Regular season,4.0,Sat,2017-09-16,15:30,Stuttgart,1.0,1–0,0.5,Wolfsburg,50500.0,Mercedes-Benz Arena,Guido Winkmann,Match Report,,18,D1
Regular season,4.0,Sat,2017-09-16,15:30,Bayern Munich,3.8,4–0,0.8,Mainz 05,75000.0,Allianz Arena,Sascha Stegemann,Match Report,,18,D1
Regular season,4.0,Sat,2017-09-16,15:30,Eint Frankfurt,1.5,1–2,0.7,Augsburg,46500.0,Commerzbank-Arena,Christian Dingert,Match Report,,18,D1
Regular season,4.0,Sat,2017-09-16,15:30,Werder Bremen,0.9,1–2,0.9,Schalke 04,42100.0,Weserstadion,Benjamin Brand,Match Report,,18,D1
Regular season,4.0,Sat,2017-09-16,18:30,RB Leipzig,0.7,2–2,1.5,M'Gladbach,42558.0,Red Bull Arena,Marco Fritz,Match Report,,18,D1
Regular season,4.0,Sun,2017-09-17,13:30,Hoffenheim,0.5,1–1,0.6,Hertha BSC,27243.0,Dietmar-Hopp-Stadion,Markus Schmidt,Match Report,,18,D1
Regular season,4.0,Sun,2017-09-17,15:30,Leverkusen,1.9,4–0,0.5,Freiburg,26232.0,BayArena,Sven Jablonski,Match Report,,18,D1
Regular season,4.0,Sun,2017-09-17,18:00,Dortmund,3.5,5–0,0.7,Köln,81000.0,Signal Iduna Park,Patrick Ittrich,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,5.0,Tue,2017-09-19,18:30,M'Gladbach,1.1,2–0,0.6,Stuttgart,44063.0,Stadion im Borussia-Park,Sören Storks,Match Report,,18,D1
Regular season,5.0,Tue,2017-09-19,20:30,Schalke 04,1.2,0–3,2.3,Bayern Munich,62271.0,Veltins-Arena,Marco Fritz,Match Report,,18,D1
Regular season,5.0,Tue,2017-09-19,20:30,Augsburg,1.2,1–0,1.1,RB Leipzig,26113.0,WWK Arena,Daniel Siebert,Match Report,,18,D1
Regular season,5.0,Tue,2017-09-19,20:30,Wolfsburg,1.0,1–1,0.9,Werder Bremen,26174.0,Volkswagen Arena,Felix Brych,Match Report,,18,D1
Regular season,5.0,Wed,2017-09-20,18:30,Köln,2.1,0–1,1.2,Eint Frankfurt,49000.0,RheinEnergieSTADION,Martin Petersen,Match Report,,18,D1
Regular season,5.0,Wed,2017-09-20,20:30,Freiburg,2.9,1–1,1.1,Hannover 96,22900.0,Schwarzwald-Stadion,Tobias Stieler,Match Report,,18,D1
Regular season,5.0,Wed,2017-09-20,20:30,Hamburger SV,0.3,0–3,3.2,Dortmund,52962.0,Volksparkstadion,Felix Zwayer,Match Report,,18,D1
Regular season,5.0,Wed,2017-09-20,20:30,Mainz 05,1.9,2–3,1.4,Hoffenheim,23477.0,Opel Arena,Manuel Gräfe,Match Report,,18,D1
Regular season,5.0,Wed,2017-09-20,20:30,Hertha BSC,0.3,2–1,0.5,Leverkusen,32825.0,Olympiastadion Berlin,Deniz Aytekin,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,6.0,Fri,2017-09-22,20:30,Bayern Munich,2.4,2–2,0.8,Wolfsburg,75000.0,Allianz Arena,Christian Dingert,Match Report,,18,D1
Regular season,6.0,Sat,2017-09-23,15:30,Werder Bremen,1.4,0–0,0.9,Freiburg,41000.0,Weserstadion,Robert Hartmann,Match Report,,18,D1
Regular season,6.0,Sat,2017-09-23,15:30,Hoffenheim,1.5,2–0,1.3,Schalke 04,30150.0,Dietmar-Hopp-Stadion,Sascha Stegemann,Match Report,,18,D1
Regular season,6.0,Sat,2017-09-23,15:30,Mainz 05,1.1,1–0,0.6,Hertha BSC,23517.0,Opel Arena,Tobias Stieler,Match Report,,18,D1
Regular season,6.0,Sat,2017-09-23,15:30,Stuttgart,0.7,0–0,0.4,Augsburg,55202.0,Mercedes-Benz Arena,Harm Osmers,Match Report,,18,D1
Regular season,6.0,Sat,2017-09-23,15:30,RB Leipzig,1.6,2–1,0.8,Eint Frankfurt,40606.0,Red Bull Arena,Benjamin Brand,Match Report,,18,D1
Regular season,6.0,Sat,2017-09-23,18:30,Dortmund,4.2,6–1,1.4,M'Gladbach,81360.0,Signal Iduna Park,Manuel Gräfe,Match Report,,18,D1
Regular season,6.0,Sun,2017-09-24,15:30,Hannover 96,1.7,0–0,1.0,Köln,47000.0,HDI-Arena,Daniel Siebert,Match Report,,18,D1
Regular season,6.0,Sun,2017-09-24,18:00,Leverkusen,2.4,3–0,0.6,Hamburger SV,27601.0,BayArena,Robert Kampka,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,7.0,Fri,2017-09-29,20:30,Schalke 04,0.8,1–1,1.0,Leverkusen,61515.0,Veltins-Arena,Guido Winkmann,Match Report,,18,D1
Regular season,7.0,Sat,2017-09-30,15:30,Wolfsburg,0.9,1–1,1.1,Mainz 05,24352.0,Volkswagen Arena,Robert Hartmann,Match Report,,18,D1
Regular season,7.0,Sat,2017-09-30,15:30,M'Gladbach,2.5,2–1,1.7,Hannover 96,50542.0,Stadion im Borussia-Park,Christian Dingert,Match Report,,18,D1
Regular season,7.0,Sat,2017-09-30,15:30,Augsburg,1.5,1–2,2.0,Dortmund,30660.0,WWK Arena,Marco Fritz,Match Report,,18,D1
Regular season,7.0,Sat,2017-09-30,15:30,Eint Frankfurt,1.2,2–1,1.0,Stuttgart,51500.0,Commerzbank-Arena,Felix Brych,Match Report,,18,D1
Regular season,7.0,Sat,2017-09-30,18:30,Hamburger SV,1.0,0–0,0.5,Werder Bremen,54613.0,Volksparkstadion,Deniz Aytekin,Match Report,,18,D1
Regular season,7.0,Sun,2017-10-01,13:30,Freiburg,1.2,3–2,0.8,Hoffenheim,24000.0,Schwarzwald-Stadion,Daniel Siebert,Match Report,,18,D1
Regular season,7.0,Sun,2017-10-01,15:30,Hertha BSC,1.4,2–2,1.3,Bayern Munich,71212.0,Olympiastadion Berlin,Harm Osmers,Match Report,,18,D1
Regular season,7.0,Sun,2017-10-01,18:00,Köln,1.2,1–2,2.7,RB Leipzig,48700.0,RheinEnergieSTADION,Felix Zwayer,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,8.0,Fri,2017-10-13,20:30,Stuttgart,2.3,2–1,2.1,Köln,58716.0,Mercedes-Benz Arena,Benjamin Cortus,Match Report,,18,D1
Regular season,8.0,Sat,2017-10-14,15:30,Bayern Munich,1.6,5–0,0.6,Freiburg,75000.0,Allianz Arena,Frank Willenborg,Match Report,,18,D1
Regular season,8.0,Sat,2017-10-14,15:30,Hertha BSC,0.0,0–2,1.7,Schalke 04,50590.0,Olympiastadion Berlin,Benjamin Brand,Match Report,,18,D1
Regular season,8.0,Sat,2017-10-14,15:30,Hannover 96,0.7,1–2,1.0,Eint Frankfurt,43500.0,HDI-Arena,Bastian Dankert,Match Report,,18,D1
Regular season,8.0,Sat,2017-10-14,15:30,Hoffenheim,1.8,2–2,0.9,Augsburg,27014.0,Dietmar-Hopp-Stadion,Manuel Gräfe,Match Report,,18,D1
Regular season,8.0,Sat,2017-10-14,15:30,Mainz 05,1.2,3–2,2.2,Hamburger SV,30371.0,Opel Arena,Felix Brych,Match Report,,18,D1
Regular season,8.0,Sat,2017-10-14,18:30,Dortmund,2.2,2–3,2.3,RB Leipzig,80100.0,Signal Iduna Park,Deniz Aytekin,Match Report,,18,D1
Regular season,8.0,Sun,2017-10-15,15:30,Leverkusen,2.3,2–2,1.0,Wolfsburg,29104.0,BayArena,Patrick Ittrich,Match Report,,18,D1
Regular season,8.0,Sun,2017-10-15,18:00,Werder Bremen,1.5,0–2,1.4,M'Gladbach,42100.0,Weserstadion,Markus Schmidt,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,9.0,Fri,2017-10-20,20:30,Schalke 04,1.8,2–0,0.6,Mainz 05,59476.0,Veltins-Arena,Bibiana Steinhaus,Match Report,,18,D1
Regular season,9.0,Sat,2017-10-21,15:30,Eint Frankfurt,2.3,2–2,2.4,Dortmund,51500.0,Commerzbank-Arena,Robert Hartmann,Match Report,,18,D1
Regular season,9.0,Sat,2017-10-21,15:30,Augsburg,1.0,1–2,1.2,Hannover 96,25971.0,WWK Arena,Sascha Stegemann,Match Report,,18,D1
Regular season,9.0,Sat,2017-10-21,15:30,RB Leipzig,1.1,1–0,0.8,Stuttgart,42558.0,Red Bull Arena,Sven Jablonski,Match Report,,18,D1
Regular season,9.0,Sat,2017-10-21,15:30,M'Gladbach,2.3,1–5,1.7,Leverkusen,53053.0,Stadion im Borussia-Park,Bastian Dankert,Match Report,,18,D1
Regular season,9.0,Sat,2017-10-21,18:30,Hamburger SV,0.2,0–1,2.3,Bayern Munich,57000.0,Volksparkstadion,Marco Fritz,Match Report,,18,D1
Regular season,9.0,Sun,2017-10-22,13:30,Köln,2.0,0–0,1.3,Werder Bremen,50000.0,RheinEnergieSTADION,Robert Kampka,Match Report,,18,D1
Regular season,9.0,Sun,2017-10-22,15:30,Freiburg,2.6,1–1,2.1,Hertha BSC,23800.0,Schwarzwald-Stadion,Guido Winkmann,Match Report,,18,D1
Regular season,9.0,Sun,2017-10-22,18:00,Wolfsburg,1.6,1–1,2.1,Hoffenheim,23514.0,Volkswagen Arena,Felix Zwayer,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,10.0,Fri,2017-10-27,20:30,Mainz 05,0.4,1–1,0.4,Eint Frankfurt,33794.0,Opel Arena,Sascha Stegemann,Match Report,,18,D1
Regular season,10.0,Sat,2017-10-28,15:30,Hertha BSC,1.0,2–1,0.9,Hamburger SV,52131.0,Olympiastadion Berlin,Felix Brych,Match Report,,18,D1
Regular season,10.0,Sat,2017-10-28,15:30,Schalke 04,1.6,1–1,1.1,Wolfsburg,60429.0,Veltins-Arena,Markus Schmidt,Match Report,,18,D1
Regular season,10.0,Sat,2017-10-28,15:30,Hoffenheim,1.1,1–3,1.7,M'Gladbach,30150.0,Dietmar-Hopp-Stadion,Harm Osmers,Match Report,,18,D1
Regular season,10.0,Sat,2017-10-28,15:30,Hannover 96,2.2,4–2,1.0,Dortmund,49000.0,HDI-Arena,Patrick Ittrich,Match Report,,18,D1
Regular season,10.0,Sat,2017-10-28,15:30,Leverkusen,1.7,2–1,0.9,Köln,30210.0,BayArena,Manuel Gräfe,Match Report,,18,D1
Regular season,10.0,Sat,2017-10-28,18:30,Bayern Munich,2.2,2–0,0.3,RB Leipzig,75000.0,Allianz Arena,Daniel Siebert,Match Report,,18,D1
Regular season,10.0,Sun,2017-10-29,15:30,Werder Bremen,0.7,0–3,2.9,Augsburg,40500.0,Weserstadion,Sören Storks,Match Report,,18,D1
Regular season,10.0,Sun,2017-10-29,18:00,Stuttgart,1.4,3–0,0.4,Freiburg,58872.0,Mercedes-Benz Arena,Tobias Stieler,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,11.0,Fri,2017-11-03,20:30,Eint Frankfurt,2.0,2–1,1.7,Werder Bremen,51500.0,Commerzbank-Arena,Benjamin Brand,Match Report,,18,D1
Regular season,11.0,Sat,2017-11-04,15:30,Augsburg,1.7,1–1,0.8,Leverkusen,26133.0,WWK Arena,Christian Dingert,Match Report,,18,D1
Regular season,11.0,Sat,2017-11-04,15:30,Hamburger SV,1.8,3–1,1.4,Stuttgart,54976.0,Volksparkstadion,Guido Winkmann,Match Report,,18,D1
Regular season,11.0,Sat,2017-11-04,15:30,Freiburg,1.1,0–1,1.0,Schalke 04,24000.0,Schwarzwald-Stadion,Felix Brych,Match Report,,18,D1
Regular season,11.0,Sat,2017-11-04,15:30,RB Leipzig,1.8,2–1,0.9,Hannover 96,40461.0,Red Bull Arena,Martin Petersen,Match Report,,18,D1
Regular season,11.0,Sat,2017-11-04,15:30,M'Gladbach,0.8,1–1,1.0,Mainz 05,52659.0,Stadion im Borussia-Park,Sven Jablonski,Match Report,,18,D1
Regular season,11.0,Sat,2017-11-04,18:30,Dortmund,2.1,1–3,1.1,Bayern Munich,81360.0,Signal Iduna Park,Tobias Stieler,Match Report,,18,D1
Regular season,11.0,Sun,2017-11-05,15:30,Köln,1.0,0–3,3.0,Hoffenheim,49200.0,RheinEnergieSTADION,Deniz Aytekin,Match Report,,18,D1
Regular season,11.0,Sun,2017-11-05,18:00,Wolfsburg,2.7,3–3,1.5,Hertha BSC,25214.0,Volkswagen Arena,Robert Kampka,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,12.0,Fri,2017-11-17,20:30,Stuttgart,1.2,2–1,1.5,Dortmund,58932.0,Mercedes-Benz Arena,Frank Willenborg,Match Report,,18,D1
Regular season,12.0,Sat,2017-11-18,15:30,Mainz 05,1.4,1–0,0.5,Köln,30473.0,Opel Arena,Felix Brych,Match Report,,18,D1
Regular season,12.0,Sat,2017-11-18,15:30,Bayern Munich,2.0,3–0,0.3,Augsburg,75000.0,Allianz Arena,Markus Schmidt,Match Report,,18,D1
Regular season,12.0,Sat,2017-11-18,15:30,Wolfsburg,2.0,3–1,0.7,Freiburg,23744.0,Volkswagen Arena,Manuel Gräfe,Match Report,,18,D1
Regular season,12.0,Sat,2017-11-18,15:30,Hoffenheim,1.2,1–1,0.4,Eint Frankfurt,30150.0,Dietmar-Hopp-Stadion,Felix Zwayer,Match Report,,18,D1
Regular season,12.0,Sat,2017-11-18,15:30,Leverkusen,1.4,2–2,2.1,RB Leipzig,29218.0,BayArena,Harm Osmers,Match Report,,18,D1
Regular season,12.0,Sat,2017-11-18,18:30,Hertha BSC,1.6,2–4,2.0,M'Gladbach,48304.0,Olympiastadion Berlin,Bastian Dankert,Match Report,,18,D1
Regular season,12.0,Sun,2017-11-19,15:30,Schalke 04,2.1,2–0,0.8,Hamburger SV,62271.0,Veltins-Arena,Robert Hartmann,Match Report,,18,D1
Regular season,12.0,Sun,2017-11-19,18:00,Werder Bremen,2.8,4–0,1.1,Hannover 96,41500.0,Weserstadion,Benjamin Cortus,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,13.0,Fri,2017-11-24,20:30,Hannover 96,1.7,1–1,1.7,Stuttgart,43500.0,HDI-Arena,Christian Dingert,Match Report,,18,D1
Regular season,13.0,Sat,2017-11-25,15:30,Eint Frankfurt,0.8,0–1,1.2,Leverkusen,50000.0,Commerzbank-Arena,Patrick Ittrich,Match Report,,18,D1
Regular season,13.0,Sat,2017-11-25,15:30,Augsburg,2.4,2–1,0.2,Wolfsburg,26541.0,WWK Arena,Tobias Stieler,Match Report,,18,D1
Regular season,13.0,Sat,2017-11-25,15:30,RB Leipzig,1.2,2–0,0.5,Werder Bremen,40172.0,Red Bull Arena,Sascha Stegemann,Match Report,,18,D1
Regular season,13.0,Sat,2017-11-25,15:30,Dortmund,2.4,4–4,1.1,Schalke 04,80179.0,Signal Iduna Park,Deniz Aytekin,Match Report,,18,D1
Regular season,13.0,Sat,2017-11-25,15:30,Freiburg,1.8,2–1,1.0,Mainz 05,24000.0,Schwarzwald-Stadion,Daniel Siebert,Match Report,,18,D1
Regular season,13.0,Sat,2017-11-25,18:30,M'Gladbach,2.1,2–1,1.6,Bayern Munich,54018.0,Stadion im Borussia-Park,Manuel Gräfe,Match Report,,18,D1
Regular season,13.0,Sun,2017-11-26,15:30,Hamburger SV,1.4,3–0,0.7,Hoffenheim,46470.0,Volksparkstadion,Bastian Dankert,Match Report,,18,D1
Regular season,13.0,Sun,2017-11-26,18:00,Köln,0.8,0–2,2.2,Hertha BSC,47800.0,RheinEnergieSTADION,Bibiana Steinhaus,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,14.0,Fri,2017-12-01,20:30,Freiburg,1.1,0–0,0.5,Hamburger SV,24000.0,Schwarzwald-Stadion,Benjamin Brand,Match Report,,18,D1
Regular season,14.0,Sat,2017-12-02,15:30,Bayern Munich,3.9,3–1,1.1,Hannover 96,75000.0,Allianz Arena,Guido Winkmann,Match Report,,18,D1
Regular season,14.0,Sat,2017-12-02,15:30,Leverkusen,2.0,1–1,1.1,Dortmund,30210.0,BayArena,Robert Hartmann,Match Report,,18,D1
Regular season,14.0,Sat,2017-12-02,15:30,Hoffenheim,1.3,4–0,0.4,RB Leipzig,28299.0,Dietmar-Hopp-Stadion,Daniel Siebert,Match Report,,18,D1
Regular season,14.0,Sat,2017-12-02,15:30,Mainz 05,0.8,1–3,2.2,Augsburg,25037.0,Opel Arena,Frank Willenborg,Match Report,,18,D1
Regular season,14.0,Sat,2017-12-02,15:30,Werder Bremen,0.7,1–0,1.1,Stuttgart,41500.0,Weserstadion,Bastian Dankert,Match Report,,18,D1
Regular season,14.0,Sat,2017-12-02,18:30,Schalke 04,2.3,2–2,1.8,Köln,61761.0,Veltins-Arena,Tobias Stieler,Match Report,,18,D1
Regular season,14.0,Sun,2017-12-03,15:30,Hertha BSC,1.2,1–2,0.4,Eint Frankfurt,38781.0,Olympiastadion Berlin,Sören Storks,Match Report,,18,D1
Regular season,14.0,Sun,2017-12-03,18:00,Wolfsburg,1.6,3–0,1.5,M'Gladbach,24250.0,Volkswagen Arena,Benjamin Cortus,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,15.0,Fri,2017-12-08,20:30,Stuttgart,0.4,0–2,1.9,Leverkusen,54650.0,Mercedes-Benz Arena,Deniz Aytekin,Match Report,,18,D1
Regular season,15.0,Sat,2017-12-09,15:30,RB Leipzig,1.4,2–2,1.3,Mainz 05,32817.0,Red Bull Arena,Patrick Ittrich,Match Report,,18,D1
Regular season,15.0,Sat,2017-12-09,15:30,Hamburger SV,1.0,0–0,0.1,Wolfsburg,45226.0,Volksparkstadion,Christian Dingert,Match Report,,18,D1
Regular season,15.0,Sat,2017-12-09,15:30,Dortmund,2.0,1–2,0.9,Werder Bremen,81160.0,Signal Iduna Park,Manuel Gräfe,Match Report,,18,D1
Regular season,15.0,Sat,2017-12-09,15:30,Eint Frankfurt,0.5,0–1,0.3,Bayern Munich,51500.0,Commerzbank-Arena,Harm Osmers,Match Report,,18,D1
Regular season,15.0,Sat,2017-12-09,18:30,M'Gladbach,1.3,1–1,1.2,Schalke 04,54018.0,Stadion im Borussia-Park,Sascha Stegemann,Match Report,,18,D1
Regular season,15.0,Sun,2017-12-10,13:30,Köln,1.6,3–4,3.5,Freiburg,45100.0,RheinEnergieSTADION,Robert Kampka,Match Report,,18,D1
Regular season,15.0,Sun,2017-12-10,15:30,Hannover 96,1.1,2–0,1.0,Hoffenheim,36800.0,HDI-Arena,Markus Schmidt,Match Report,,18,D1
Regular season,15.0,Sun,2017-12-10,18:00,Augsburg,1.6,1–1,0.7,Hertha BSC,26641.0,WWK Arena,Martin Petersen,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,16.0,Tue,2017-12-12,18:30,Wolfsburg,2.4,1–1,0.7,RB Leipzig,22827.0,Volkswagen Arena,Guido Winkmann,Match Report,,18,D1
Regular season,16.0,Tue,2017-12-12,20:30,Hamburger SV,1.5,1–2,0.9,Eint Frankfurt,40983.0,Volksparkstadion,Manuel Gräfe,Match Report,,18,D1
Regular season,16.0,Tue,2017-12-12,20:30,Mainz 05,0.7,0–2,2.0,Dortmund,32976.0,Opel Arena,Benjamin Brand,Match Report,,18,D1
Regular season,16.0,Tue,2017-12-12,20:30,Freiburg,1.7,1–0,0.2,M'Gladbach,23800.0,Schwarzwald-Stadion,Deniz Aytekin,Match Report,,18,D1
Regular season,16.0,Wed,2017-12-13,18:30,Hoffenheim,1.5,1–0,0.6,Stuttgart,30150.0,Dietmar-Hopp-Stadion,Bibiana Steinhaus,Match Report,,18,D1
Regular season,16.0,Wed,2017-12-13,20:30,Schalke 04,2.0,3–2,1.5,Augsburg,59215.0,Veltins-Arena,Sven Jablonski,Match Report,,18,D1
Regular season,16.0,Wed,2017-12-13,20:30,Leverkusen,2.4,1–0,0.3,Werder Bremen,26620.0,BayArena,Tobias Stieler,Match Report,,18,D1
Regular season,16.0,Wed,2017-12-13,20:30,Hertha BSC,2.3,3–1,2.1,Hannover 96,29231.0,Olympiastadion Berlin,Robert Hartmann,Match Report,,18,D1
Regular season,16.0,Wed,2017-12-13,20:30,Bayern Munich,3.5,1–0,0.3,Köln,75000.0,Allianz Arena,Daniel Siebert,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,17.0,Fri,2017-12-15,20:30,M'Gladbach,2.6,3–1,0.7,Hamburger SV,51409.0,Stadion im Borussia-Park,Markus Schmidt,Match Report,,18,D1
Regular season,17.0,Sat,2017-12-16,15:30,Stuttgart,1.2,0–1,1.6,Bayern Munich,58885.0,Mercedes-Benz Arena,Patrick Ittrich,Match Report,,18,D1
Regular season,17.0,Sat,2017-12-16,15:30,Augsburg,2.6,3–3,1.7,Freiburg,26345.0,WWK Arena,Christian Dingert,Match Report,,18,D1
Regular season,17.0,Sat,2017-12-16,15:30,Eint Frankfurt,1.7,2–2,1.8,Schalke 04,50600.0,Commerzbank-Arena,Robert Kampka,Match Report,,18,D1
Regular season,17.0,Sat,2017-12-16,15:30,Köln,2.5,1–0,1.2,Wolfsburg,41100.0,RheinEnergieSTADION,Benjamin Brand,Match Report,,18,D1
Regular season,17.0,Sat,2017-12-16,15:30,Werder Bremen,1.6,2–2,1.1,Mainz 05,39000.0,Weserstadion,Benjamin Cortus,Match Report,,18,D1
Regular season,17.0,Sat,2017-12-16,18:30,Dortmund,3.4,2–1,1.2,Hoffenheim,81000.0,Signal Iduna Park,Harm Osmers,Match Report,,18,D1
Regular season,17.0,Sun,2017-12-17,15:30,Hannover 96,2.4,4–4,2.2,Leverkusen,32800.0,HDI-Arena,Sören Storks,Match Report,,18,D1
Regular season,17.0,Sun,2017-12-17,18:00,RB Leipzig,2.5,2–3,1.5,Hertha BSC,36109.0,Red Bull Arena,Frank Willenborg,Match Report,,18,D1
,,,,,,,,,,,,,,,18,D1
Regular season,18.0,Fri,2018-01-12,20:30,Leverkusen,0.7,1–3,1.2,Bayern Munich,30210.0,BayArena,Daniel Siebert,Match Report,,18,D1
Regular season,18.0,Sat,2018-01-13,15:30,Eint Frankfurt,1.5,1–1,0.1,Freiburg,45300.0,Commerzbank-Arena,Sascha Stegemann,Match Report,,18,D1
Regular season,18.0,Sat,2018-01-13,15:30,Stuttgart,0.3,1–0,1.0,Hertha BSC,57181.0,Mercedes-Benz Arena,Felix Brych,Match Report,,18,D1
Regular season,18.0,Sat,2018-01-13,15:30,Werder Bremen,2.3,1–1,0.9,Hoffenheim,37500.0,Weserstadion,Robert Hartmann,Match Report,,18,D1
Regular season,18.0,Sat,2018-01-13,15:30,Hannover 96,2.4,3–2,0.6,Mainz 05,34500.0,HDI-Arena,Bastian Dankert,Match Report,,18,D1
