Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,1.0,Fri,2021-07-23,20:30,Schalke 04,1–3,Hamburger SV,19770.0,Veltins-Arena,Timo Gerach,Match Report,,22,D2
Regular season,1.0,Sat,2021-07-24,13:30,Heidenheim,0–0,Paderborn 07,3954.0,Voith-Arena,Michael Bacher,Match Report,,22,D2
Regular season,1.0,Sat,2021-07-24,13:30,Darmstadt 98,0–2,Jahn R'burg,4500.0,Merck-Stadion am Böllenfalltor,Nicolas Winter,Match Report,,22,D2
Regular season,1.0,Sat,2021-07-24,13:30,Hansa Rostock,1–3,Karlsruher,14500.0,Ostseestadion,Christof Günsch,Match Report,,22,D2
Regular season,1.0,Sat,2021-07-24,13:30,Dresden,3–0,Ingolstadt 04,7102.0,DDV-Stadion,Lasse Koslowski,Match Report,,22,D2
Regular season,1.0,Sat,2021-07-24,20:30,Werder Bremen,1–1,Hannover 96,14000.0,Wohninvest-Weserstadion,Robert Kampka,Match Report,,22,D2
Regular season,1.0,Sun,2021-07-25,13:30,Nürnberg,0–0,Erzgebirge Aue,11089.0,Max-Morlock-Stadion,Sven Waschitzki,Match Report,,22,D2
Regular season,1.0,Sun,2021-07-25,13:30,St. Pauli,3–0,Holstein Kiel,8900.0,Millerntor-Stadion,Aarne Aarnink,Match Report,,22,D2
Regular season,1.0,Sun,2021-07-25,13:30,Sandhausen,0–2,Düsseldorf,3454.0,BWT-Stadion Am Hardtwald,Thorben Siewer,Match Report,,22,D2
,,,,,,,,,,,,,22,D2
Regular season,2.0,Fri,2021-07-30,18:30,Paderborn 07,2–2,Nürnberg,5000.0,Benteler-Arena,Sven Jablonski,Match Report,,22,D2
Regular season,2.0,Fri,2021-07-30,18:30,Karlsruher,3–0,Darmstadt 98,9750.0,BBBank Wildpark,Martin Thomsen,Match Report,,22,D2
Regular season,2.0,Sat,2021-07-31,13:30,Ingolstadt 04,1–2,Heidenheim,3360.0,Audi-Sportpark,Robert Hartmann,Match Report,,22,D2
Regular season,2.0,Sat,2021-07-31,13:30,Jahn R'burg,3–0,Sandhausen,5018.0,Jahnstadion,Patrick Alt,Match Report,,22,D2
Regular season,2.0,Sat,2021-07-31,13:30,Hannover 96,0–3,Hansa Rostock,13600.0,HDI-Arena,Alexander Sather,Match Report,,22,D2
Regular season,2.0,Sat,2021-07-31,20:30,Düsseldorf,2–3,Werder Bremen,12850.0,Merkur Spielarena,Daniel Schlager,Match Report,,22,D2
Regular season,2.0,Sun,2021-08-01,13:30,Erzgebirge Aue,0–0,St. Pauli,6828.0,Sparkassen-Erzgebirgsstadion,Florian Heft,Match Report,,22,D2
Regular season,2.0,Sun,2021-08-01,13:30,Holstein Kiel,0–3,Schalke 04,4100.0,Holstein-Stadion,Patrick Ittrich,Match Report,,22,D2
Regular season,2.0,Sun,2021-08-01,13:30,Hamburger SV,1–1,Dresden,17100.0,Volksparkstadion,Martin Petersen,Match Report,,22,D2
,,,,,,,,,,,,,22,D2
Regular season,3.0,Fri,2021-08-13,18:30,St. Pauli,3–2,Hamburger SV,10003.0,Millerntor-Stadion,Harm Osmers,Match Report,,22,D2
Regular season,3.0,Fri,2021-08-13,18:30,Schalke 04,1–1,Erzgebirge Aue,20126.0,Veltins-Arena,Robert Kampka,Match Report,,22,D2
Regular season,3.0,Sat,2021-08-14,13:30,Sandhausen,0–0,Karlsruher,4908.0,BWT-Stadion Am Hardtwald,Aarne Aarnink,Match Report,,22,D2
Regular season,3.0,Sat,2021-08-14,13:30,Nürnberg,2–0,Düsseldorf,12361.0,Max-Morlock-Stadion,Robert Schröder,Match Report,,22,D2
Regular season,3.0,Sat,2021-08-14,13:30,Holstein Kiel,0–3,Jahn R'burg,3700.0,Holstein-Stadion,Florian Lechner,Match Report,,22,D2
Regular season,3.0,Sat,2021-08-14,20:30,Dresden,2–0,Hannover 96,13780.0,DDV-Stadion,Sven Waschitzki,Match Report,,22,D2
Regular season,3.0,Sun,2021-08-15,13:30,Darmstadt 98,6–1,Ingolstadt 04,4506.0,Merck-Stadion am Böllenfalltor,Michael Bacher,Match Report,,22,D2
Regular season,3.0,Sun,2021-08-15,13:30,Werder Bremen,1–4,Paderborn 07,21000.0,Wohninvest-Weserstadion,Martin Petersen,Match Report,,22,D2
Regular season,3.0,Sun,2021-08-15,13:30,Heidenheim,1–1,Hansa Rostock,5400.0,Voith-Arena,Florian Badstübner,Match Report,,22,D2
,,,,,,,,,,,,,22,D2
Regular season,4.0,Fri,2021-08-20,18:30,Hannover 96,1–0,Heidenheim,8600.0,HDI-Arena,Robin Braun,Match Report,,22,D2
