Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,6.0,Fri,2021-09-24,20:30,Greuther Fürth,0.7,1–3,0.8,Bayern Munich,11740.0,Sportpark Ronhof Thomas Sommer,Robert Schröder,Match Report,,22,D1
Regular season,6.0,Sat,2021-09-25,15:30,Eint Frankfurt,0.9,1–1,0.9,Köln,24000.0,Deutsche Bank Park,Martin Petersen,Match Report,,22,D1
Regular season,6.0,Sat,2021-09-25,15:30,Hoffenheim,1.5,3–1,0.6,Wolfsburg,8523.0,PreZero Arena,Daniel Siebert,Match Report,,22,D1
Regular season,6.0,Sat,2021-09-25,15:30,Leverkusen,1.5,1–0,0.9,Mainz 05,16624.0,BayArena,Bastian Dankert,Match Report,,22,D1
Regular season,6.0,Sat,2021-09-25,15:30,Union Berlin,1.2,1–0,0.5,Arminia,11000.0,Stadion An der Alten Försterei,Marco Fritz,Match Report,,22,D1
Regular season,6.0,Sat,2021-09-25,15:30,RB Leipzig,3.8,6–0,0.2,Hertha BSC,23500.0,Red Bull Arena,Sascha Stegemann,Match Report,,22,D1
Regular season,6.0,Sat,2021-09-25,18:30,M'Gladbach,1.6,1–0,0.4,Dortmund,25000.0,Stadion im Borussia-Park,Deniz Aytekin,Match Report,,22,D1
Regular season,6.0,Sun,2021-09-26,15:30,Bochum,0.8,0–0,0.3,Stuttgart,15300.0,Vonovia Ruhrstadion,Christian Dingert,Match Report,,22,D1
Regular season,6.0,Sun,2021-09-26,17:30,Freiburg,3.1,3–0,0.2,Augsburg,14400.0,Schwarzwald-Stadion,Daniel Schlager,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,7.0,Fri,2021-10-01,20:30,Köln,2.9,3–1,1.3,Greuther Fürth,40000.0,RheinEnergieSTADION,Matthias Jöllenbeck,Match Report,,22,D1
Regular season,7.0,Sat,2021-10-02,15:30,Stuttgart,0.8,3–1,1.0,Hoffenheim,24211.0,Mercedes-Benz Arena,Harm Osmers,Match Report,,22,D1
Regular season,7.0,Sat,2021-10-02,15:30,Dortmund,3.0,2–1,0.8,Augsburg,41000.0,Signal Iduna Park,Tobias Welz,Match Report,,22,D1
Regular season,7.0,Sat,2021-10-02,15:30,Hertha BSC,1.0,1–2,0.7,Freiburg,18376.0,Olympiastadion Berlin,Patrick Ittrich,Match Report,,22,D1
Regular season,7.0,Sat,2021-10-02,15:30,Wolfsburg,1.3,1–3,3.3,M'Gladbach,12845.0,Volkswagen Arena,Frank Willenborg,Match Report,,22,D1
Regular season,7.0,Sat,2021-10-02,18:30,RB Leipzig,3.2,3–0,1.5,Bochum,25598.0,Red Bull Arena,Robert Hartmann,Match Report,,22,D1
Regular season,7.0,Sun,2021-10-03,15:30,Mainz 05,1.1,1–2,1.4,Union Berlin,16000.0,Mewa Arena,Tobias Stieler,Match Report,,22,D1
Regular season,7.0,Sun,2021-10-03,17:30,Bayern Munich,2.2,1–2,0.8,Eint Frankfurt,25000.0,Allianz Arena,Florian Badstübner,Match Report,,22,D1
Regular season,7.0,Sun,2021-10-03,19:30,Arminia,0.4,0–4,3.1,Leverkusen,16250.0,SchücoArena,Felix Zwayer,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,8.0,Fri,2021-10-15,20:30,Hoffenheim,3.7,5–0,0.7,Köln,14309.0,PreZero Arena,Tobias Reichel,Match Report,,22,D1
Regular season,8.0,Sat,2021-10-16,15:30,Eint Frankfurt,1.6,1–2,1.8,Hertha BSC,32000.0,Deutsche Bank Park,Deniz Aytekin,Match Report,,22,D1
Regular season,8.0,Sat,2021-10-16,15:30,Union Berlin,0.9,2–0,1.5,Wolfsburg,11000.0,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,,22,D1
Regular season,8.0,Sat,2021-10-16,15:30,Freiburg,1.4,1–1,1.7,RB Leipzig,20000.0,Europa-Park Stadion,Daniel Siebert,Match Report,,22,D1
Regular season,8.0,Sat,2021-10-16,15:30,Greuther Fürth,0.8,0–1,1.6,Bochum,10586.0,Sportpark Ronhof Thomas Sommer,Bastian Dankert,Match Report,,22,D1
Regular season,8.0,Sat,2021-10-16,15:30,Dortmund,2.3,3–1,0.8,Mainz 05,63812.0,Signal Iduna Park,Daniel Schlager,Match Report,,22,D1
Regular season,8.0,Sat,2021-10-16,18:30,M'Gladbach,2.6,1–1,0.3,Stuttgart,41608.0,Stadion im Borussia-Park,Felix Brych,Match Report,,22,D1
Regular season,8.0,Sun,2021-10-17,15:30,Leverkusen,0.7,1–5,3.2,Bayern Munich,29542.0,BayArena,Sven Jablonski,Match Report,,22,D1
Regular season,8.0,Sun,2021-10-17,17:30,Augsburg,0.6,1–1,0.3,Arminia,17500.0,WWK Arena,Robert Schröder,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,9.0,Fri,2021-10-22,20:30,Mainz 05,3.7,4–1,0.9,Augsburg,19400.0,Mewa Arena,Robert Hartmann,Match Report,,22,D1
Regular season,9.0,Sat,2021-10-23,15:30,Bayern Munich,2.8,4–0,0.7,Hoffenheim,60000.0,Allianz Arena,Matthias Jöllenbeck,Match Report,,22,D1
Regular season,9.0,Sat,2021-10-23,15:30,Wolfsburg,1.3,0–2,1.5,Freiburg,10251.0,Volkswagen Arena,Tobias Welz,Match Report,,22,D1
Regular season,9.0,Sat,2021-10-23,15:30,RB Leipzig,2.3,4–1,1.4,Greuther Fürth,24758.0,Red Bull Arena,Christian Dingert,Match Report,,22,D1
Regular season,9.0,Sat,2021-10-23,15:30,Arminia,1.4,1–3,2.4,Dortmund,25000.0,SchücoArena,Benjamin Brand,Match Report,,22,D1
Regular season,9.0,Sat,2021-10-23,18:30,Hertha BSC,1.0,1–0,0.5,M'Gladbach,25000.0,Olympiastadion Berlin,Benjamin Cortus,Match Report,,22,D1
Regular season,9.0,Sun,2021-10-24,15:30,Köln,1.8,2–2,0.9,Leverkusen,49600.0,RheinEnergieSTADION,Felix Zwayer,Match Report,,22,D1
Regular season,9.0,Sun,2021-10-24,17:30,Stuttgart,0.5,1–1,1.0,Union Berlin,32595.0,Mercedes-Benz Arena,Florian Badstübner,Match Report,,22,D1
Regular season,9.0,Sun,2021-10-24,19:30,Bochum,2.1,2–0,1.6,Eint Frankfurt,19510.0,Vonovia Ruhrstadion,Marco Fritz,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,10.0,Fri,2021-10-29,20:30,Hoffenheim,0.9,2–0,0.3,Hertha BSC,8127.0,PreZero Arena,Sven Jablonski,Match Report,,22,D1
Regular season,10.0,Sat,2021-10-30,15:30,Freiburg,1.5,3–1,0.8,Greuther Fürth,31500.0,Europa-Park Stadion,Felix Brych,Match Report,,22,D1
Regular season,10.0,Sat,2021-10-30,15:30,Leverkusen,1.5,0–2,1.8,Wolfsburg,20132.0,BayArena,Deniz Aytekin,Match Report,,22,D1
Regular season,10.0,Sat,2021-10-30,15:30,Dortmund,1.4,2–0,1.3,Köln,66709.0,Signal Iduna Park,Martin Petersen,Match Report,,22,D1
Regular season,10.0,Sat,2021-10-30,15:30,Union Berlin,0.9,2–5,3.2,Bayern Munich,16509.0,Stadion An der Alten Försterei,Harm Osmers,Match Report,,22,D1
Regular season,10.0,Sat,2021-10-30,15:30,Arminia,0.6,1–2,2.5,Mainz 05,19477.0,SchücoArena,Bastian Dankert,Match Report,,22,D1
Regular season,10.0,Sat,2021-10-30,18:30,Eint Frankfurt,0.6,1–1,3.0,RB Leipzig,31000.0,Deutsche Bank Park,Daniel Schlager,Match Report,,22,D1
Regular season,10.0,Sun,2021-10-31,15:30,Augsburg,2.1,4–1,0.9,Stuttgart,17500.0,WWK Arena,Patrick Ittrich,Match Report,,22,D1
Regular season,10.0,Sun,2021-10-31,17:30,M'Gladbach,1.9,2–1,0.8,Bochum,42361.0,Stadion im Borussia-Park,Tobias Reichel,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,11.0,Fri,2021-11-05,20:30,Mainz 05,1.1,1–1,1.6,M'Gladbach,25000.0,Mewa Arena,Robert Schröder,Match Report,,22,D1
Regular season,11.0,Sat,2021-11-06,15:30,Bochum,2.9,2–0,0.6,Hoffenheim,19600.0,Vonovia Ruhrstadion,Frank Willenborg,Match Report,,22,D1
Regular season,11.0,Sat,2021-11-06,15:30,Stuttgart,0.9,0–1,1.7,Arminia,33550.0,Mercedes-Benz Arena,Christian Dingert,Match Report,,22,D1
Regular season,11.0,Sat,2021-11-06,15:30,Bayern Munich,2.8,2–1,1.0,Freiburg,75000.0,Allianz Arena,Sascha Stegemann,Match Report,,22,D1
Regular season,11.0,Sat,2021-11-06,15:30,Wolfsburg,0.5,1–0,0.7,Augsburg,16095.0,Volkswagen Arena,Marco Fritz,Match Report,,22,D1
Regular season,11.0,Sat,2021-11-06,18:30,RB Leipzig,2.6,2–1,0.9,Dortmund,43429.0,Red Bull Arena,Felix Zwayer,Match Report,,22,D1
Regular season,11.0,Sun,2021-11-07,15:30,Hertha BSC,0.8,1–1,1.0,Leverkusen,22187.0,Olympiastadion Berlin,Robert Hartmann,Match Report,,22,D1
Regular season,11.0,Sun,2021-11-07,17:30,Köln,1.8,2–2,1.0,Union Berlin,49000.0,RheinEnergieSTADION,Tobias Stieler,Match Report,,22,D1
Regular season,11.0,Sun,2021-11-07,19:30,Greuther Fürth,2.4,1–2,1.2,Eint Frankfurt,10244.0,Sportpark Ronhof Thomas Sommer,Daniel Siebert,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,12.0,Fri,2021-11-19,20:30,Augsburg,0.4,2–1,1.2,Bayern Munich,26000.0,WWK Arena,Daniel Siebert,Match Report,,22,D1
Regular season,12.0,Sat,2021-11-20,15:30,Hoffenheim,3.1,2–0,0.2,RB Leipzig,13233.0,PreZero Arena,Tobias Welz,Match Report,,22,D1
Regular season,12.0,Sat,2021-11-20,15:30,Dortmund,2.2,2–1,1.6,Stuttgart,57900.0,Signal Iduna Park,Harm Osmers,Match Report,,22,D1
Regular season,12.0,Sat,2021-11-20,15:30,Leverkusen,1.7,1–0,0.8,Bochum,22538.0,BayArena,Daniel Schlager,Match Report,,22,D1
Regular season,12.0,Sat,2021-11-20,15:30,Arminia,1.3,2–2,1.9,Wolfsburg,19801.0,SchücoArena,Martin Petersen,Match Report,,22,D1
Regular season,12.0,Sat,2021-11-20,15:30,M'Gladbach,3.1,4–0,0.2,Greuther Fürth,38621.0,Stadion im Borussia-Park,Benjamin Brand,Match Report,,22,D1
Regular season,12.0,Sat,2021-11-20,18:30,Union Berlin,1.5,2–0,0.4,Hertha BSC,22012.0,Stadion An der Alten Försterei,Felix Brych,Match Report,,22,D1
Regular season,12.0,Sun,2021-11-21,15:30,Freiburg,1.4,0–2,1.2,Eint Frankfurt,32500.0,Europa-Park Stadion,Florian Badstübner,Match Report,,22,D1
Regular season,12.0,Sun,2021-11-21,17:30,Mainz 05,0.8,1–1,2.2,Köln,25500.0,Mewa Arena,Deniz Aytekin,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,13.0,Fri,2021-11-26,20:30,Stuttgart,0.3,2–1,0.8,Mainz 05,25000.0,Mercedes-Benz Arena,Matthias Jöllenbeck,Match Report,,22,D1
Regular season,13.0,Sat,2021-11-27,15:30,Hertha BSC,1.7,1–1,1.2,Augsburg,14523.0,Olympiastadion Berlin,Frank Willenborg,Match Report,,22,D1
Regular season,13.0,Sat,2021-11-27,15:30,Wolfsburg,1.9,1–3,2.3,Dortmund,13281.0,Volkswagen Arena,Sven Jablonski,Match Report,,22,D1
Regular season,13.0,Sat,2021-11-27,15:30,Bochum,1.1,2–1,2.2,Freiburg,19700.0,Vonovia Ruhrstadion,Patrick Ittrich,Match Report,,22,D1
Regular season,13.0,Sat,2021-11-27,15:30,Köln,1.4,4–1,1.0,M'Gladbach,50000.0,RheinEnergieSTADION,Robert Schröder,Match Report,,22,D1
Regular season,13.0,Sat,2021-11-27,15:30,Greuther Fürth,1.1,3–6,4.0,Hoffenheim,3385.0,Sportpark Ronhof Thomas Sommer,Bastian Dankert,Match Report,,22,D1
Regular season,13.0,Sat,2021-11-27,18:30,Bayern Munich,2.2,1–0,0.3,Arminia,12000.0,Allianz Arena,Marco Fritz,Match Report,,22,D1
Regular season,13.0,Sun,2021-11-28,15:30,Eint Frankfurt,1.3,2–1,1.1,Union Berlin,24000.0,Deutsche Bank Park,Sascha Stegemann,Match Report,,22,D1
Regular season,13.0,Sun,2021-11-28,17:30,RB Leipzig,1.5,1–3,1.4,Leverkusen,,Red Bull Arena,Benjamin Cortus,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,14.0,Fri,2021-12-03,20:30,Union Berlin,2.4,2–1,1.4,RB Leipzig,13506.0,Stadion An der Alten Försterei,Harm Osmers,Match Report,,22,D1
Regular season,14.0,Sat,2021-12-04,15:30,Leverkusen,2.8,7–1,0.3,Greuther Fürth,10455.0,BayArena,Tobias Reichel,Match Report,,22,D1
Regular season,14.0,Sat,2021-12-04,15:30,Arminia,1.1,1–1,1.1,Köln,8231.0,SchücoArena,Felix Brych,Match Report,,22,D1
Regular season,14.0,Sat,2021-12-04,15:30,Hoffenheim,0.9,3–2,1.5,Eint Frankfurt,,PreZero Arena,Daniel Schlager,Match Report,,22,D1
Regular season,14.0,Sat,2021-12-04,15:30,Augsburg,2.9,2–3,2.1,Bochum,,WWK Arena,Deniz Aytekin,Match Report,,22,D1
Regular season,14.0,Sat,2021-12-04,15:30,Mainz 05,1.2,3–0,0.7,Wolfsburg,10000.0,Mewa Arena,Florian Badstübner,Match Report,,22,D1
Regular season,14.0,Sat,2021-12-04,18:30,Dortmund,1.2,2–3,3.1,Bayern Munich,15000.0,Signal Iduna Park,Felix Zwayer,Match Report,,22,D1
Regular season,14.0,Sun,2021-12-05,15:30,Stuttgart,1.4,2–2,1.3,Hertha BSC,395.0,Mercedes-Benz Arena,Benjamin Brand,Match Report,,22,D1
Regular season,14.0,Sun,2021-12-05,17:30,M'Gladbach,0.9,0–6,2.0,Freiburg,10025.0,Stadion im Borussia-Park,Robert Hartmann,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,15.0,Fri,2021-12-10,20:30,Köln,1.0,0–2,0.8,Augsburg,15000.0,RheinEnergieSTADION,Patrick Ittrich,Match Report,,22,D1
Regular season,15.0,Sat,2021-12-11,15:30,Hertha BSC,2.0,2–0,0.5,Arminia,5000.0,Olympiastadion Berlin,Tobias Welz,Match Report,,22,D1
Regular season,15.0,Sat,2021-12-11,15:30,Bayern Munich,1.6,2–1,0.8,Mainz 05,,Allianz Arena,Benjamin Cortus,Match Report,,22,D1
Regular season,15.0,Sat,2021-12-11,15:30,Freiburg,1.6,1–2,1.0,Hoffenheim,750.0,Europa-Park Stadion,Frank Willenborg,Match Report,,22,D1
Regular season,15.0,Sat,2021-12-11,15:30,RB Leipzig,4.7,4–1,1.2,M'Gladbach,,Red Bull Arena,Bastian Dankert,Match Report,,22,D1
Regular season,15.0,Sat,2021-12-11,15:30,Bochum,0.9,1–1,2.3,Dortmund,13799.0,Vonovia Ruhrstadion,Matthias Jöllenbeck,Match Report,,22,D1
Regular season,15.0,Sat,2021-12-11,18:30,Wolfsburg,1.5,0–2,1.2,Stuttgart,5000.0,Volkswagen Arena,Sascha Stegemann,Match Report,,22,D1
Regular season,15.0,Sun,2021-12-12,15:30,Greuther Fürth,0.7,1–0,1.4,Union Berlin,,Sportpark Ronhof Thomas Sommer,Sven Jablonski,Match Report,,22,D1
Regular season,15.0,Sun,2021-12-12,17:30,Eint Frankfurt,1.6,5–2,1.7,Leverkusen,12000.0,Deutsche Bank Park,Marco Fritz,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,16.0,Tue,2021-12-14,18:30,Stuttgart,1.2,0–5,3.5,Bayern Munich,750.0,Mercedes-Benz Arena,Robert Schröder,Match Report,,22,D1
Regular season,16.0,Tue,2021-12-14,20:30,Wolfsburg,2.4,2–3,3.1,Köln,5000.0,Volkswagen Arena,Robert Hartmann,Match Report,,22,D1
Regular season,16.0,Tue,2021-12-14,20:30,Arminia,0.7,2–0,0.9,Bochum,13750.0,SchücoArena,Benjamin Brand,Match Report,,22,D1
Regular season,16.0,Tue,2021-12-14,20:30,Mainz 05,2.9,4–0,0.4,Hertha BSC,10000.0,Mewa Arena,Harm Osmers,Match Report,,22,D1
Regular season,16.0,Wed,2021-12-15,18:30,M'Gladbach,2.0,2–3,2.3,Eint Frankfurt,10028.0,Stadion im Borussia-Park,Martin Petersen,Match Report,,22,D1
Regular season,16.0,Wed,2021-12-15,20:30,Leverkusen,2.2,2–2,2.0,Hoffenheim,13272.0,BayArena,Tobias Stieler,Match Report,,22,D1
Regular season,16.0,Wed,2021-12-15,20:30,Union Berlin,1.7,0–0,1.2,Freiburg,5000.0,Stadion An der Alten Försterei,Deniz Aytekin,Match Report,,22,D1
Regular season,16.0,Wed,2021-12-15,20:30,Dortmund,1.8,3–0,0.4,Greuther Fürth,15000.0,Signal Iduna Park,Daniel Schlager,Match Report,,22,D1
Regular season,16.0,Wed,2021-12-15,20:30,Augsburg,1.2,1–1,2.2,RB Leipzig,,WWK Arena,Florian Badstübner,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,17.0,Fri,2021-12-17,20:30,Bayern Munich,3.6,4–0,1.0,Wolfsburg,,Allianz Arena,Tobias Welz,Match Report,,22,D1
Regular season,17.0,Sat,2021-12-18,15:30,Bochum,1.1,0–1,0.8,Union Berlin,13500.0,Vonovia Ruhrstadion,Tobias Reichel,Match Report,,22,D1
Regular season,17.0,Sat,2021-12-18,15:30,Greuther Fürth,0.1,0–0,1.2,Augsburg,,Sportpark Ronhof Thomas Sommer,Sascha Stegemann,Match Report,,22,D1
Regular season,17.0,Sat,2021-12-18,15:30,RB Leipzig,1.6,0–2,0.8,Arminia,,Red Bull Arena,Frank Willenborg,Match Report,,22,D1
Regular season,17.0,Sat,2021-12-18,15:30,Hoffenheim,2.1,1–1,1.3,M'Gladbach,750.0,PreZero Arena,Sven Jablonski,Match Report,,22,D1
Regular season,17.0,Sat,2021-12-18,15:30,Eint Frankfurt,1.8,1–0,0.6,Mainz 05,15000.0,Deutsche Bank Park,Felix Brych,Match Report,,22,D1
Regular season,17.0,Sat,2021-12-18,18:30,Hertha BSC,1.2,3–2,1.3,Dortmund,5000.0,Olympiastadion Berlin,Marco Fritz,Match Report,,22,D1
Regular season,17.0,Sun,2021-12-19,15:30,Freiburg,2.1,2–1,0.8,Leverkusen,750.0,Europa-Park Stadion,Benjamin Cortus,Match Report,,22,D1
Regular season,17.0,Sun,2021-12-19,17:30,Köln,2.0,1–0,0.4,Stuttgart,15000.0,RheinEnergieSTADION,Bastian Dankert,Match Report,,22,D1
,,,,,,,,,,,,,,,22,D1
Regular season,18.0,Fri,2022-01-07,20:30,Bayern Munich,1.9,1–2,1.0,M'Gladbach,,Allianz Arena,Daniel Siebert,Match Report,,22,D1
Regular season,18.0,Sat,2022-01-08,15:30,Freiburg,1.8,2–2,1.0,Arminia,,Europa-Park Stadion,Harm Osmers,Match Report,,22,D1
Regular season,18.0,Sat,2022-01-08,15:30,Leverkusen,1.6,2–2,2.7,Union Berlin,,BayArena,Matthias Jöllenbeck,Match Report,,22,D1
Regular season,18.0,Sat,2022-01-08,15:30,RB Leipzig,2.9,4–1,0.3,Mainz 05,,Red Bull Arena,Deniz Aytekin,Match Report,,22,D1
Regular season,18.0,Sat,2022-01-08,15:30,Hoffenheim,2.2,3–1,0.9,Augsburg,500.0,PreZero Arena,Benjamin Cortus,Match Report,,22,D1
