Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
15.0,Sat,2017-12-02,20:45,Torino,0.6,1–1,1.1,Atalanta,14605.0,Stadio Olimpico di Torino,Paolo Tagliavento,Match Report,,18,I1
15.0,Sun,2017-12-03,12:30,Benevento,1.2,2–2,1.9,Milan,15710.0,Stadio Ciro Vigorito,Maurizio Mariani,Match Report,,18,I1
15.0,Sun,2017-12-03,15:00,Inter,3.1,5–0,0.8,Chievo,53403.0,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,,18,I1
15.0,Sun,2017-12-03,15:00,Bologna,1.4,1–1,1.4,Cagliari,21940.0,Stadio Renato Dall'Ara,Federico La Penna,Match Report,,18,I1
15.0,Sun,2017-12-03,15:00,Fiorentina,2.4,3–0,0.5,Sassuolo,23398.0,Stadio Artemio Franchi,Luca Banti,Match Report,,18,I1
15.0,Sun,2017-12-03,20:45,Sampdoria,1.2,1–2,1.9,Lazio,18050.0,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,,18,I1
15.0,Mon,2017-12-04,19:00,Crotone,0.4,0–3,1.8,Udinese,8564.0,Stadio Ezio Scida,Davide Massa,Match Report,,18,I1
15.0,Mon,2017-12-04,21:00,Hellas Verona,0.8,0–1,1.0,Genoa,14136.0,Stadio Marc'Antonio Bentegodi,Antonio Damato,Match Report,,18,I1
,,,,,,,,,,,,,,18,I1
16.0,Sat,2017-12-09,18:00,Cagliari,1.2,2–2,1.5,Sampdoria,13424.0,Stadio Sant'Elia,Fabrizio Pasqua,Match Report,,18,I1
16.0,Sat,2017-12-09,20:45,Juventus,1.1,0–0,0.3,Inter,41418.0,Allianz Stadium,Paolo Valeri,Match Report,,18,I1
16.0,Sun,2017-12-10,12:30,Chievo,0.7,0–0,2.5,Roma,10000.0,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,,18,I1
16.0,Sun,2017-12-10,15:00,SPAL,2.5,2–2,2.2,Hellas Verona,10851.0,Stadio Paolo Mazza,Gianluca Rocchi,Match Report,,18,I1
16.0,Sun,2017-12-10,15:00,Napoli,1.0,0–0,0.2,Fiorentina,45000.0,Stadio San Paolo,Michael Fabbri,Match Report,,18,I1
16.0,Sun,2017-12-10,15:00,Udinese,0.5,2–0,1.6,Benevento,11000.0,Dacia Arena,Gianluca Aureliano,Match Report,,18,I1
16.0,Sun,2017-12-10,18:00,Sassuolo,1.7,2–1,0.8,Crotone,6000.0,Stadio Città del Tricolore,Gianluca Manganiello,Match Report,,18,I1
16.0,Sun,2017-12-10,20:45,Milan,0.9,2–1,1.1,Bologna,39504.0,Stadio Giuseppe Meazza,Marco Guida,Match Report,,18,I1
16.0,Mon,2017-12-11,21:00,Lazio,1.7,1–3,1.0,Torino,20000.0,Stadio Olimpico,Piero Giacomelli,Match Report,,18,I1
16.0,Tue,2017-12-12,19:00,Genoa,1.4,1–2,1.2,Atalanta,18281.0,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,,18,I1
,,,,,,,,,,,,,,18,I1
17.0,Sat,2017-12-16,15:00,Inter,2.3,1–3,2.8,Udinese,52011.0,Stadio Giuseppe Meazza,Maurizio Mariani,Match Report,,18,I1
17.0,Sat,2017-12-16,18:00,Torino,1.0,1–3,1.8,Napoli,19000.0,Stadio Olimpico di Torino,Paolo Mazzoleni,Match Report,,18,I1
17.0,Sat,2017-12-16,20:45,Roma,2.6,1–0,0.1,Cagliari,33133.0,Stadio Olimpico,Antonio Damato,Match Report,,18,I1
17.0,Sun,2017-12-17,12:30,Hellas Verona,1.2,3–0,2.1,Milan,19439.0,Stadio Marc'Antonio Bentegodi,Daniele Orsato,Match Report,,18,I1
17.0,Sun,2017-12-17,15:00,Bologna,0.2,0–3,0.6,Juventus,29270.0,Stadio Renato Dall'Ara,Luca Banti,Match Report,,18,I1
17.0,Sun,2017-12-17,15:00,Crotone,1.9,1–0,1.0,Chievo,8799.0,Stadio Ezio Scida,Luca Pairetto,Match Report,,18,I1
17.0,Sun,2017-12-17,15:00,Fiorentina,1.0,0–0,0.2,Genoa,21043.0,Stadio Artemio Franchi,Giampaolo Calvarese,Match Report,,18,I1
17.0,Sun,2017-12-17,15:00,Sampdoria,1.2,0–1,1.7,Sassuolo,17563.0,Stadio Comunale Luigi Ferraris,Claudio Gavillucci,Match Report,,18,I1
