Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
5.0,Sun,2019-09-15,18:00,Portimonense,0.7,2–3,3.2,Porto,5499.0,Estádio do Portimonense SC,Rui Costa,Match Report,,20,P1
5.0,Sun,2019-09-15,20:00,Boavista,0.4,1–1,0.9,Sporting CP,12314.0,Estádio do Bessa Século XXI,Jorge de Sousa,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
6.0,Fri,2019-09-20,20:30,Paços,1.6,2–1,0.3,Aves,2239.0,Estádio da Capital do Móvel,Cláudio Ruivo Pereira,Match Report,,20,P1
6.0,Sat,2019-09-21,18:00,B-SAD,0.9,0–2,2.0,Rio Ave,821.0,Estádio Nacional,André Narciso,Match Report,,20,P1
6.0,Sat,2019-09-21,20:30,Moreirense,0.7,1–2,2.0,Benfica,4220.0,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,Match Report,,20,P1
6.0,Sun,2019-09-22,15:30,Gil Vicente FC,0.7,0–0,0.3,Boavista,3885.0,Estádio Cidade de Barcelos,Fábio Costa,Match Report,,20,P1
6.0,Sun,2019-09-22,18:00,Tondela,0.4,1–3,2.5,Vitória,3178.0,Estádio João Cardoso,Hélder Malheiro,Match Report,,20,P1
6.0,Sun,2019-09-22,18:00,Vitória Setúbal,0.4,0–0,0.4,Portimonense,4833.0,Estádio do Bonfim,João Pinheiro,Match Report,,20,P1
6.0,Sun,2019-09-22,20:30,Porto,1.3,2–0,0.2,Santa Clara,36120.0,Estádio Do Dragão,Luís Godinho,Match Report,,20,P1
6.0,Mon,2019-09-23,19:00,Braga,2.6,2–2,1.7,Marítimo,8184.0,Estádio Municipal de Braga,Manuel Oliveira,Match Report,,20,P1
6.0,Mon,2019-09-23,21:00,Sporting CP,1.3,1–2,1.5,Famalicão,28576.0,Estádio José Alvalade,Hugo Miguel,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
7.0,Fri,2019-09-27,20:30,Boavista,0.6,0–0,0.2,Tondela,14225.0,Estádio do Bessa Século XXI,Vitor Ferreira Fernandes,Match Report,,20,P1
7.0,Sat,2019-09-28,16:30,Marítimo,1.3,2–1,1.2,Moreirense,5380.0,Estádio dos Barreiros,Rui Costa,Match Report,,20,P1
7.0,Sat,2019-09-28,19:00,Benfica,1.2,1–0,0.5,Vitória Setúbal,53115.0,Estádio do Sport Lisboa e Benfica,Tiago Martins,Match Report,,20,P1
7.0,Sat,2019-09-28,21:30,Famalicão,1.4,3–1,1.2,B-SAD,4873.0,Estádio Municipal 22 de Junho,Iancu Vasilica,Match Report,,20,P1
7.0,Sun,2019-09-29,15:00,Santa Clara,2.6,1–0,0.3,Gil Vicente FC,1973.0,Estádio de São Miguel,João Bento,Match Report,,20,P1
7.0,Sun,2019-09-29,16:00,Vitória,2.0,1–0,0.3,Paços,18154.0,Estádio Dom Afonso Henriques,André Narciso,Match Report,,20,P1
7.0,Sun,2019-09-29,18:00,Portimonense,0.7,0–1,0.5,Braga,3430.0,Estádio do Portimonense SC,Hugo Miguel,Match Report,,20,P1
7.0,Sun,2019-09-29,20:00,Rio Ave,0.5,0–1,1.3,Porto,4411.0,Estádio do Rio Ave Futebol Clube,Nuno Almeida,Match Report,,20,P1
7.0,Mon,2019-09-30,20:15,Aves,0.3,0–1,1.4,Sporting CP,2850.0,Estádio Clube Desportivo das Aves,Carlos Xistra,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
9.0,Sat,2019-10-05,15:30,Aves,0.5,0–1,1.0,Tondela,1336.0,Estádio Clube Desportivo das Aves,João Pinheiro,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
8.0,Fri,2019-10-25,20:30,Paços,1.2,0–0,0.6,Rio Ave,2095.0,Estádio da Capital do Móvel,Tiago Martins,Match Report,,20,P1
8.0,Sat,2019-10-26,15:30,Gil Vicente FC,1.6,1–1,0.9,Portimonense,2628.0,Estádio Cidade de Barcelos,Gustavo Correia,Match Report,,20,P1
8.0,Sat,2019-10-26,15:30,B-SAD,2.1,3–2,1.5,Aves,2109.0,Estádio Nacional,Cláudio Ruivo Pereira,Match Report,,20,P1
8.0,Sat,2019-10-26,18:00,Vitória Setúbal,0.8,0–0,0.5,Marítimo,4466.0,Estádio do Bonfim,Vitor Ferreira Fernandes,Match Report,,20,P1
8.0,Sat,2019-10-26,20:30,Moreirense,1.2,1–1,1.6,Boavista,2060.0,P.D. Comendador Joaquim de Almeida Freit...,Hélder Malheiro,Match Report,,20,P1
8.0,Sun,2019-10-27,15:00,Tondela,0.6,0–1,0.5,Benfica,4705.0,Estádio João Cardoso,Hugo Miguel,Match Report,,20,P1
8.0,Sun,2019-10-27,17:30,Porto,2.2,3–0,0.2,Famalicão,47807.0,Estádio Do Dragão,Fábio Costa,Match Report,,20,P1
8.0,Sun,2019-10-27,20:00,Sporting CP,2.4,3–1,2.0,Vitória,28135.0,Estádio José Alvalade,Artur Soares Dias,Match Report,,20,P1
8.0,Mon,2019-10-28,20:15,Braga,3.5,2–0,0.5,Santa Clara,6785.0,Estádio Municipal de Braga,Rui Costa,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
9.0,Wed,2019-10-30,17:00,Rio Ave,2.2,1–1,0.5,Moreirense,1387.0,Estádio do Rio Ave Futebol Clube,António Nobre,Match Report,,20,P1
9.0,Wed,2019-10-30,18:45,Marítimo,0.3,1–1,1.3,Porto,9381.0,Estádio dos Barreiros,Jorge de Sousa,Match Report,,20,P1
9.0,Wed,2019-10-30,20:00,Vitória,2.4,5–0,1.1,B-SAD,11346.0,Estádio Dom Afonso Henriques,Rui Oliveira,Match Report,,20,P1
9.0,Wed,2019-10-30,20:15,Benfica,3.4,4–0,0.7,Portimonense,42037.0,Estádio do Sport Lisboa e Benfica,Manuel Mota,Match Report,,20,P1
9.0,Wed,2019-10-30,21:00,Famalicão,2.2,2–1,1.3,Gil Vicente FC,3375.0,Estádio Municipal 22 de Junho,Cláudio Ruivo Pereira,Match Report,,20,P1
9.0,Thu,2019-10-31,19:15,Santa Clara,2.0,1–1,1.2,Vitória Setúbal,1632.0,Estádio de São Miguel,Iancu Vasilica,Match Report,,20,P1
9.0,Thu,2019-10-31,19:45,Paços,0.9,1–2,1.8,Sporting CP,2901.0,Estádio da Capital do Móvel,Rui Costa,Match Report,,20,P1
9.0,Thu,2019-10-31,20:15,Boavista,2.4,2–0,1.3,Braga,8452.0,Estádio do Bessa Século XXI,Tiago Martins,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
10.0,Sat,2019-11-02,18:00,Benfica,1.7,2–0,0.5,Rio Ave,53579.0,Estádio do Sport Lisboa e Benfica,Carlos Xistra,Match Report,,20,P1
10.0,Sat,2019-11-02,20:30,Moreirense,1.1,1–1,2.0,Vitória,3369.0,P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,Match Report,,20,P1
10.0,Sun,2019-11-03,15:00,Gil Vicente FC,2.1,2–0,0.7,Marítimo,2479.0,Estádio Cidade de Barcelos,Tiago Martins,Match Report,,20,P1
10.0,Sun,2019-11-03,17:30,Tondela,0.2,1–0,1.1,Sporting CP,4096.0,Estádio João Cardoso,Fábio Costa,Match Report,,20,P1
10.0,Sun,2019-11-03,20:00,Porto,1.1,1–0,0.3,Aves,29205.0,Estádio Do Dragão,Hélder Malheiro,Match Report,,20,P1
10.0,Sun,2019-11-03,20:15,Braga,2.8,2–2,1.1,Famalicão,9285.0,Estádio Municipal de Braga,Jorge de Sousa,Match Report,,20,P1
10.0,Mon,2019-11-04,19:00,B-SAD,0.8,1–0,1.0,Paços,1070.0,Estádio Nacional,João Bento,Match Report,,20,P1
10.0,Mon,2019-11-04,21:00,Portimonense,1.4,1–1,2.4,Santa Clara,2266.0,Estádio do Portimonense SC,Manuel Oliveira,Match Report,,20,P1
10.0,Mon,2019-11-04,21:00,Vitória Setúbal,0.5,1–0,1.4,Boavista,2681.0,Estádio do Bonfim,Artur Soares Dias,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
11.0,Fri,2019-11-08,20:30,Aves,0.8,1–2,0.4,Gil Vicente FC,1281.0,Estádio Clube Desportivo das Aves,Rui Costa,Match Report,,20,P1
11.0,Sat,2019-11-09,15:30,Rio Ave,1.7,1–0,0.4,Vitória Setúbal,1740.0,Estádio do Rio Ave Futebol Clube,João Pinheiro,Match Report,,20,P1
11.0,Sat,2019-11-09,17:00,Santa Clara,1.5,1–2,1.7,Benfica,8309.0,Estádio de São Miguel,Artur Soares Dias,Match Report,,20,P1
11.0,Sat,2019-11-09,20:30,Famalicão,2.9,3–3,1.8,Moreirense,3912.0,Estádio Municipal 22 de Junho,Tiago Martins,Match Report,,20,P1
11.0,Sun,2019-11-10,15:00,Paços,0.4,1–0,1.4,Tondela,2041.0,Estádio da Capital do Móvel,António Nobre,Match Report,,20,P1
11.0,Sun,2019-11-10,15:00,Marítimo,0.8,1–1,0.8,Portimonense,4816.0,Estádio dos Barreiros,André Narciso,Match Report,,20,P1
11.0,Sun,2019-11-10,18:30,Sporting CP,1.5,2–0,0.3,B-SAD,27102.0,Estádio José Alvalade,Manuel Oliveira,Match Report,,20,P1
11.0,Sun,2019-11-10,20:00,Vitória,0.6,0–2,1.3,Braga,24429.0,Estádio Dom Afonso Henriques,Hugo Miguel,Match Report,,20,P1
11.0,Sun,2019-11-10,21:00,Boavista,0.8,0–1,0.6,Porto,16514.0,Estádio do Bessa Século XXI,Nuno Almeida,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
12.0,Fri,2019-11-29,19:30,Santa Clara,1.6,1–2,2.5,Boavista,2022.0,Estádio de São Miguel,Rui Oliveira,Match Report,,20,P1
12.0,Sat,2019-11-30,15:30,Moreirense,2.3,3–2,2.4,Aves,1869.0,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,Match Report,,20,P1
12.0,Sat,2019-11-30,18:00,Benfica,3.0,4–0,0.6,Marítimo,52772.0,Estádio do Sport Lisboa e Benfica,Fábio Veríssimo,Match Report,,20,P1
12.0,Sat,2019-11-30,20:30,Portimonense,2.1,2–1,2.0,Famalicão,2714.0,Estádio do Portimonense SC,Iancu Vasilica,Match Report,,20,P1
12.0,Sun,2019-12-01,15:00,Tondela,1.5,0–1,1.3,B-SAD,1413.0,Estádio João Cardoso,Rui Costa,Match Report,,20,P1
12.0,Sun,2019-12-01,17:30,Vitória Setúbal,1.6,1–1,1.5,Vitória,3648.0,Estádio do Bonfim,Manuel Oliveira,Match Report,,20,P1
12.0,Sun,2019-12-01,20:00,Gil Vicente FC,2.1,3–1,1.2,Sporting CP,7009.0,Estádio Cidade de Barcelos,Hugo Miguel,Match Report,,20,P1
12.0,Mon,2019-12-02,18:45,Braga,1.3,2–0,1.3,Rio Ave,7274.0,Estádio Municipal de Braga,Nuno Almeida,Match Report,,20,P1
12.0,Mon,2019-12-02,20:45,Porto,0.6,2–0,0.2,Paços,26215.0,Estádio Do Dragão,Tiago Martins,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
13.0,Fri,2019-12-06,20:30,Boavista,0.7,1–4,1.5,Benfica,18044.0,Estádio do Bessa Século XXI,Jorge de Sousa,Match Report,,20,P1
13.0,Sat,2019-12-07,15:00,Marítimo,1.3,2–2,0.6,Santa Clara,3757.0,Estádio dos Barreiros,André Narciso,Match Report,,20,P1
13.0,Sat,2019-12-07,18:00,Famalicão,2.7,2–3,2.2,Tondela,4021.0,Estádio Municipal 22 de Junho,João Bento,Match Report,,20,P1
13.0,Sat,2019-12-07,20:30,Aves,0.3,1–0,1.3,Braga,1632.0,Estádio Clube Desportivo das Aves,Rui Costa,Match Report,,20,P1
13.0,Sun,2019-12-08,15:00,Paços,1.0,2–3,1.4,Vitória Setúbal,1757.0,Estádio da Capital do Móvel,António Nobre,Match Report,,20,P1
13.0,Sun,2019-12-08,15:00,Vitória,1.5,2–0,1.5,Portimonense,14913.0,Estádio Dom Afonso Henriques,Nuno Almeida,Match Report,,20,P1
13.0,Sun,2019-12-08,17:30,Sporting CP,2.4,1–0,0.5,Moreirense,26093.0,Estádio José Alvalade,Artur Soares Dias,Match Report,,20,P1
13.0,Sun,2019-12-08,20:00,B-SAD,0.7,1–1,2.1,Porto,5153.0,Estádio Nacional,João Pinheiro,Match Report,,20,P1
13.0,Mon,2019-12-09,20:15,Rio Ave,1.4,1–0,0.4,Gil Vicente FC,2350.0,Estádio do Rio Ave Futebol Clube,Manuel Oliveira,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
14.0,Fri,2019-12-13,20:30,Portimonense,1.9,1–1,0.6,Rio Ave,1973.0,Estádio do Portimonense SC,Artur Soares Dias,Match Report,,20,P1
14.0,Sat,2019-12-14,15:30,Marítimo,1.6,1–0,0.5,Boavista,4670.0,Estádio dos Barreiros,João Pinheiro,Match Report,,20,P1
14.0,Sat,2019-12-14,18:00,Benfica,2.0,4–0,0.3,Famalicão,51721.0,Estádio do Sport Lisboa e Benfica,Rui Costa,Match Report,,20,P1
14.0,Sat,2019-12-14,20:30,Vitória Setúbal,1.4,1–0,1.7,Aves,3535.0,Estádio do Bonfim,Vitor Ferreira Fernandes,Match Report,,20,P1
14.0,Sun,2019-12-15,15:00,Moreirense,2.1,2–1,0.8,B-SAD,943.0,P.D. Comendador Joaquim de Almeida Freit...,Gustavo Correia,Match Report,,20,P1
14.0,Sun,2019-12-15,17:30,Gil Vicente FC,1.8,2–2,1.6,Vitória,4154.0,Estádio Cidade de Barcelos,Carlos Xistra,Match Report,,20,P1
14.0,Sun,2019-12-15,20:00,Braga,2.4,0–1,0.8,Paços,5909.0,Estádio Municipal de Braga,Fábio Veríssimo,Match Report,,20,P1
14.0,Mon,2019-12-16,18:00,Santa Clara,0.7,0–4,3.4,Sporting CP,5282.0,Estádio de São Miguel,Manuel Mota,Match Report,,20,P1
14.0,Mon,2019-12-16,20:15,Porto,2.0,3–0,0.1,Tondela,19829.0,Estádio Do Dragão,Manuel Oliveira,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
15.0,Sat,2020-01-04,15:30,Boavista,0.7,1–1,0.7,Portimonense,9366.0,Estádio do Bessa Século XXI,Manuel Mota,Match Report,,20,P1
15.0,Sat,2020-01-04,15:30,Aves,1.0,0–1,1.3,Santa Clara,1257.0,Estádio Clube Desportivo das Aves,Iancu Vasilica,Match Report,,20,P1
15.0,Sat,2020-01-04,18:00,B-SAD,0.4,1–7,5.1,Braga,3190.0,Estádio Nacional,Tiago Martins,Match Report,,20,P1
15.0,Sat,2020-01-04,20:30,Vitória,0.9,0–1,0.6,Benfica,27291.0,Estádio Dom Afonso Henriques,Nuno Almeida,Match Report,,20,P1
15.0,Sun,2020-01-05,15:00,Tondela,1.5,1–1,1.0,Gil Vicente FC,1802.0,Estádio João Cardoso,António Nobre,Match Report,,20,P1
15.0,Sun,2020-01-05,15:00,Paços,0.7,1–0,0.4,Moreirense,2612.0,Estádio da Capital do Móvel,Hélder Malheiro,Match Report,,20,P1
15.0,Sun,2020-01-05,15:00,Rio Ave,1.0,0–1,1.6,Marítimo,2168.0,Estádio do Rio Ave Futebol Clube,Manuel Oliveira,Match Report,,20,P1
15.0,Sun,2020-01-05,17:30,Sporting CP,1.4,1–2,1.6,Porto,41247.0,Estádio José Alvalade,Jorge de Sousa,Match Report,,20,P1
15.0,Sun,2020-01-05,20:00,Famalicão,2.8,3–0,0.3,Vitória Setúbal,3845.0,Estádio Municipal 22 de Junho,Artur Soares Dias,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
16.0,Fri,2020-01-10,18:00,Santa Clara,0.7,0–1,0.7,Rio Ave,1663.0,Estádio de São Miguel,João Pinheiro,Match Report,,20,P1
16.0,Fri,2020-01-10,19:00,Benfica,5.1,2–1,0.9,Aves,50760.0,Estádio do Sport Lisboa e Benfica,Carlos Xistra,Match Report,,20,P1
16.0,Fri,2020-01-10,21:15,Moreirense,0.5,2–4,2.8,Porto,3525.0,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,Match Report,,20,P1
16.0,Sat,2020-01-11,15:30,Portimonense,0.8,0–0,0.4,Paços,2452.0,Estádio do Portimonense SC,Hugo Miguel,Match Report,,20,P1
16.0,Sat,2020-01-11,18:00,Boavista,1.6,0–1,1.4,Famalicão,13186.0,Estádio do Bessa Século XXI,Rui Costa,Match Report,,20,P1
16.0,Sat,2020-01-11,20:30,Vitória Setúbal,0.7,1–3,1.7,Sporting CP,5761.0,Estádio do Bonfim,Tiago Martins,Match Report,,20,P1
16.0,Sun,2020-01-12,15:00,Gil Vicente FC,1.9,2–0,0.5,B-SAD,3770.0,Estádio Cidade de Barcelos,Rui Oliveira,Match Report,,20,P1
16.0,Sun,2020-01-12,17:30,Marítimo,0.3,0–0,1.9,Vitória,6320.0,Estádio dos Barreiros,Luís Godinho,Match Report,,20,P1
16.0,Sun,2020-01-12,20:00,Braga,2.6,2–1,0.9,Tondela,9002.0,Estádio Municipal de Braga,Jorge de Sousa,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
17.0,Fri,2020-01-17,19:00,Porto,3.0,1–2,0.2,Braga,35611.0,Estádio Do Dragão,Carlos Xistra,Match Report,,20,P1
17.0,Fri,2020-01-17,21:15,Sporting CP,1.0,0–2,1.6,Benfica,41017.0,Estádio José Alvalade,Hugo Miguel,Match Report,,20,P1
17.0,Sat,2020-01-18,15:30,Aves,1.7,3–0,0.6,Portimonense,1778.0,Estádio Clube Desportivo das Aves,Jorge de Sousa,Match Report,,20,P1
17.0,Sat,2020-01-18,15:30,Vitória,2.4,1–0,0.7,Santa Clara,12813.0,Estádio Dom Afonso Henriques,Manuel Oliveira,Match Report,,20,P1
17.0,Sat,2020-01-18,18:00,Tondela,2.3,1–1,0.8,Moreirense,1681.0,Estádio João Cardoso,Vitor Ferreira Fernandes,Match Report,,20,P1
17.0,Sat,2020-01-18,20:30,B-SAD,1.2,0–1,0.4,Vitória Setúbal,2012.0,Estádio Nacional,Cláudio Ruivo Pereira,Match Report,,20,P1
17.0,Sun,2020-01-19,15:00,Paços,0.8,0–0,0.9,Gil Vicente FC,3711.0,Estádio da Capital do Móvel,Manuel Mota,Match Report,,20,P1
17.0,Sun,2020-01-19,17:30,Famalicão,1.8,1–1,0.3,Marítimo,4687.0,Estádio Municipal 22 de Junho,Rui Oliveira,Match Report,,20,P1
17.0,Sun,2020-01-19,20:00,Rio Ave,0.9,2–0,0.3,Boavista,2830.0,Estádio do Rio Ave Futebol Clube,Luís Godinho,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
18.0,Sun,2020-01-26,15:00,Tondela,1.8,0–3,0.9,Vitória Setúbal,1744.0,Estádio João Cardoso,Iancu Vasilica,Match Report,,20,P1
18.0,Sun,2020-01-26,15:00,B-SAD,1.0,2–1,1.1,Portimonense,3280.0,Estádio Nacional,Carlos Xistra,Match Report,,20,P1
18.0,Sun,2020-01-26,15:00,Famalicão,0.9,0–1,1.4,Santa Clara,4213.0,Estádio Municipal 22 de Junho,Nuno Almeida,Match Report,,20,P1
18.0,Sun,2020-01-26,17:30,Paços,0.5,0–2,2.5,Benfica,9146.0,Estádio da Capital do Móvel,Manuel Oliveira,Match Report,,20,P1
18.0,Sun,2020-01-26,20:00,Aves,0.2,0–1,0.5,Boavista,1526.0,Estádio Clube Desportivo das Aves,Hugo Miguel,Match Report,,20,P1
18.0,Mon,2020-01-27,18:45,Vitória,1.3,1–2,1.1,Rio Ave,9845.0,Estádio Dom Afonso Henriques,Hélder Malheiro,Match Report,,20,P1
18.0,Mon,2020-01-27,21:00,Sporting CP,1.0,1–0,0.4,Marítimo,12798.0,Estádio José Alvalade,Rui Costa,Match Report,,20,P1
18.0,Tue,2020-01-28,20:15,Porto,1.2,2–1,1.0,Gil Vicente FC,18605.0,Estádio Do Dragão,Rui Oliveira,Match Report,,20,P1
18.0,Wed,2020-01-29,20:15,Moreirense,1.0,1–2,1.4,Braga,1711.0,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,Match Report,,20,P1
,,,,,,,,,,,,,,20,P1
19.0,Fri,2020-01-31,19:00,Benfica,1.7,3–2,1.7,B-SAD,45134.0,Estádio do Sport Lisboa e Benfica,Nuno Almeida,Match Report,,20,P1
19.0,Fri,2020-01-31,21:15,Rio Ave,0.7,2–2,2.0,Famalicão,2337.0,Estádio do Rio Ave Futebol Clube,Artur Soares Dias,Match Report,,20,P1
