Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
3.0,Sun,2019-09-01,19:00,Atlético Madrid,1.5,3–2,0.9,Eibar,56664.0,Estadio Wanda Metropolitano,Santiago Jaime,Match Report,,20,SP1
3.0,Sun,2019-09-01,19:00,Espanyol,1.4,0–3,1.4,Granada,20870.0,RCDE Stadium,César Soto,Match Report,,20,SP1
3.0,Sun,2019-09-01,21:00,Villarreal,1.4,2–2,1.9,Real Madrid,20128.0,Estadio de la Cerámica,Jesús Gil,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
4.0,Fri,2019-09-13,21:00,Mallorca,1.8,0–0,1.5,Athletic Club,16390.0,Iberostar Estadi,Pablo González,Match Report,,20,SP1
4.0,Sat,2019-09-14,13:00,Real Madrid,2.9,3–2,1.2,Levante,60401.0,Estadio Santiago Bernabéu,Ricardo de Burgos,Match Report,,20,SP1
4.0,Sat,2019-09-14,16:00,Leganés,0.4,0–3,1.6,Villarreal,7670.0,Estadio Municipal de Butarque,David Medié,Match Report,,20,SP1
4.0,Sat,2019-09-14,18:30,Real Sociedad,2.1,2–0,1.2,Atlético Madrid,34719.0,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,Match Report,,20,SP1
4.0,Sat,2019-09-14,21:00,Barcelona,2.4,5–2,1.5,Valencia,81617.0,Camp Nou,José Sánchez,Match Report,,20,SP1
4.0,Sun,2019-09-15,12:00,Eibar,0.7,1–2,1.8,Espanyol,5410.0,Estadio Municipal de Ipurúa,Valentín Pizarro,Match Report,,20,SP1
4.0,Sun,2019-09-15,14:00,Alavés,0.8,0–1,1.1,Sevilla,16309.0,Estadio de Mendizorroza,Alejandro Hernández,Match Report,,20,SP1
4.0,Sun,2019-09-15,16:00,Celta Vigo,0.3,0–2,1.2,Granada,18259.0,Estadio de Balaídos,Eduardo Prieto,Match Report,,20,SP1
4.0,Sun,2019-09-15,18:30,Valladolid,0.7,1–1,2.5,Osasuna,20670.0,Estadio Municipal José Zorrilla,José Luis Munuera,Match Report,,20,SP1
4.0,Sun,2019-09-15,21:00,Betis,1.1,1–1,1.5,Getafe,47884.0,Estadio Benito Villamarín,José González,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
5.0,Fri,2019-09-20,21:00,Osasuna,2.1,0–0,0.4,Betis,15569.0,Estadio El Sadar,Carlos del Cerro,Match Report,,20,SP1
5.0,Sat,2019-09-21,13:00,Villarreal,2.1,2–0,0.4,Valladolid,16195.0,Estadio de la Cerámica,César Soto,Match Report,,20,SP1
5.0,Sat,2019-09-21,16:00,Levante,1.5,0–0,1.4,Eibar,18904.0,Estadio Ciudad de Valencia,Alberola Rojas,Match Report,,20,SP1
5.0,Sat,2019-09-21,18:30,Atlético Madrid,1.7,0–0,0.6,Celta Vigo,57701.0,Estadio Wanda Metropolitano,Mario Melero,Match Report,,20,SP1
5.0,Sat,2019-09-21,21:00,Granada,1.9,2–0,0.5,Barcelona,18880.0,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,,20,SP1
5.0,Sun,2019-09-22,12:00,Getafe,2.1,4–2,0.8,Mallorca,11338.0,Coliseum Alfonso Pérez,Santiago Jaime,Match Report,,20,SP1
5.0,Sun,2019-09-22,14:00,Espanyol,0.9,1–3,1.3,Real Sociedad,19173.0,RCDE Stadium,Adrián Cordero,Match Report,,20,SP1
5.0,Sun,2019-09-22,16:00,Valencia,1.5,1–1,1.2,Leganés,39014.0,Estadio de Mestalla,Daniel Ask,Match Report,,20,SP1
5.0,Sun,2019-09-22,18:30,Athletic Club,2.4,2–0,0.2,Alavés,45143.0,San Mamés,Jesús Gil,Match Report,,20,SP1
5.0,Sun,2019-09-22,21:00,Sevilla,0.5,0–1,1.2,Real Madrid,42354.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
6.0,Tue,2019-09-24,19:00,Valladolid,1.4,1–1,0.6,Granada,18410.0,Estadio Municipal José Zorrilla,Valentín Pizarro,Match Report,,20,SP1
6.0,Tue,2019-09-24,20:00,Betis,2.9,3–1,1.5,Levante,44560.0,Estadio Benito Villamarín,Eduardo Prieto,Match Report,,20,SP1
6.0,Tue,2019-09-24,21:00,Barcelona,0.5,2–1,0.6,Villarreal,70316.0,Camp Nou,Ricardo de Burgos,Match Report,,20,SP1
6.0,Wed,2019-09-25,19:00,Mallorca,0.5,0–2,1.0,Atlético Madrid,19348.0,Iberostar Estadi,Alejandro Hernández,Match Report,,20,SP1
6.0,Wed,2019-09-25,19:00,Leganés,0.5,1–1,1.2,Athletic Club,11036.0,Estadio Municipal de Butarque,José González,Match Report,,20,SP1
6.0,Wed,2019-09-25,20:00,Valencia,1.2,3–3,2.0,Getafe,37814.0,Estadio de Mestalla,José Luis Munuera,Match Report,,20,SP1
6.0,Wed,2019-09-25,21:00,Real Madrid,1.6,2–0,0.2,Osasuna,57520.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,,20,SP1
6.0,Thu,2019-09-26,19:00,Eibar,1.5,3–2,1.4,Sevilla,5434.0,Estadio Municipal de Ipurúa,Pablo González,Match Report,,20,SP1
6.0,Thu,2019-09-26,20:00,Celta Vigo,1.1,1–1,1.2,Espanyol,16361.0,Estadio de Balaídos,José Sánchez,Match Report,,20,SP1
6.0,Thu,2019-09-26,21:00,Real Sociedad,3.8,3–0,0.3,Alavés,28720.0,Estadio Municipal de Anoeta,David Medié,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
7.0,Fri,2019-09-27,21:00,Villarreal,3.2,5–1,0.7,Betis,18135.0,Estadio de la Cerámica,Daniel Ask,Match Report,,20,SP1
7.0,Sat,2019-09-28,13:00,Athletic Club,1.4,0–1,1.8,Valencia,42420.0,San Mamés,Mario Melero,Match Report,,20,SP1
7.0,Sat,2019-09-28,16:00,Getafe,1.0,0–2,1.3,Barcelona,15135.0,Coliseum Alfonso Pérez,Jesús Gil,Match Report,,20,SP1
7.0,Sat,2019-09-28,18:30,Granada,0.7,1–0,1.2,Leganés,15519.0,Estadio Nuevo Los Cármenes,Adrián Cordero,Match Report,,20,SP1
7.0,Sat,2019-09-28,21:00,Atlético Madrid,0.9,0–0,0.4,Real Madrid,68032.0,Estadio Wanda Metropolitano,José González,Match Report,,20,SP1
7.0,Sun,2019-09-29,12:00,Espanyol,1.3,0–2,1.8,Valladolid,20911.0,RCDE Stadium,Guillermo Cuadra,Match Report,,20,SP1
7.0,Sun,2019-09-29,14:00,Eibar,1.1,2–0,0.9,Celta Vigo,5453.0,Estadio Municipal de Ipurúa,Juan Martínez,Match Report,,20,SP1
7.0,Sun,2019-09-29,16:00,Alavés,2.1,2–0,0.2,Mallorca,17135.0,Estadio de Mendizorroza,Carlos del Cerro,Match Report,,20,SP1
7.0,Sun,2019-09-29,18:30,Levante,1.6,1–1,1.1,Osasuna,19362.0,Estadio Ciudad de Valencia,César Soto,Match Report,,20,SP1
7.0,Sun,2019-09-29,21:00,Sevilla,1.7,3–2,0.8,Real Sociedad,37414.0,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
8.0,Fri,2019-10-04,21:00,Betis,1.9,1–1,1.2,Eibar,47056.0,Estadio Benito Villamarín,Alejandro Hernández,Match Report,,20,SP1
8.0,Sat,2019-10-05,13:00,Leganés,2.8,1–2,1.2,Levante,10160.0,Estadio Municipal de Butarque,José Luis Munuera,Match Report,,20,SP1
8.0,Sat,2019-10-05,16:00,Real Madrid,2.6,4–2,1.6,Granada,70315.0,Estadio Santiago Bernabéu,Santiago Jaime,Match Report,,20,SP1
8.0,Sat,2019-10-05,18:30,Valencia,1.3,2–1,1.7,Alavés,38943.0,Estadio de Mestalla,Eduardo Prieto,Match Report,,20,SP1
8.0,Sat,2019-10-05,21:00,Osasuna,1.3,2–1,2.4,Villarreal,15349.0,Estadio El Sadar,Valentín Pizarro,Match Report,,20,SP1
8.0,Sun,2019-10-06,12:00,Mallorca,0.8,2–0,1.2,Espanyol,15052.0,Iberostar Estadi,Ricardo de Burgos,Match Report,,20,SP1
8.0,Sun,2019-10-06,14:00,Celta Vigo,1.2,1–0,0.2,Athletic Club,19690.0,Estadio de Balaídos,David Medié,Match Report,,20,SP1
8.0,Sun,2019-10-06,16:00,Valladolid,1.0,0–0,0.8,Atlético Madrid,23650.0,Estadio Municipal José Zorrilla,José Sánchez,Match Report,,20,SP1
8.0,Sun,2019-10-06,18:30,Real Sociedad,0.6,1–2,0.9,Getafe,30153.0,Estadio Municipal de Anoeta,Pablo González,Match Report,,20,SP1
8.0,Sun,2019-10-06,21:00,Barcelona,2.1,4–0,2.5,Sevilla,81331.0,Camp Nou,Antonio Matéu Lahoz,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
9.0,Fri,2019-10-18,21:00,Granada,0.6,1–0,0.6,Osasuna,16986.0,Estadio Nuevo Los Cármenes,Daniel Ask,Match Report,,20,SP1
9.0,Sat,2019-10-19,13:00,Eibar,0.3,0–3,1.5,Barcelona,7295.0,Estadio Municipal de Ipurúa,Mario Melero,Match Report,,20,SP1
9.0,Sat,2019-10-19,16:00,Atlético Madrid,1.6,1–1,0.7,Valencia,61603.0,Estadio Wanda Metropolitano,Adrián Cordero,Match Report,,20,SP1
9.0,Sat,2019-10-19,18:30,Getafe,1.0,2–0,0.6,Leganés,13.0,Coliseum Alfonso Pérez,Juan Martínez,Match Report,,20,SP1
9.0,Sat,2019-10-19,21:00,Mallorca,0.2,1–0,1.0,Real Madrid,20275.0,Iberostar Estadi,Alberola Rojas,Match Report,,20,SP1
9.0,Sun,2019-10-20,12:00,Alavés,2.1,2–0,1.3,Celta Vigo,16584.0,Estadio de Mendizorroza,José González,Match Report,,20,SP1
9.0,Sun,2019-10-20,14:00,Real Sociedad,1.4,3–1,1.0,Betis,28032.0,Estadio Municipal de Anoeta,César Soto,Match Report,,20,SP1
9.0,Sun,2019-10-20,16:00,Espanyol,1.0,0–1,1.6,Villarreal,20653.0,RCDE Stadium,Carlos del Cerro,Match Report,,20,SP1
9.0,Sun,2019-10-20,18:30,Athletic Club,1.5,1–1,0.7,Valladolid,37107.0,San Mamés,Jesús Gil,Match Report,,20,SP1
9.0,Sun,2019-10-20,21:00,Sevilla,2.7,1–0,0.5,Levante,34612.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
10.0,Fri,2019-10-25,21:00,Villarreal,2.5,4–1,0.8,Alavés,16049.0,Estadio de la Cerámica,David Medié,Match Report,,20,SP1
10.0,Sat,2019-10-26,16:00,Leganés,1.7,1–0,0.8,Mallorca,10058.0,Estadio Municipal de Butarque,Eduardo Prieto,Match Report,,20,SP1
10.0,Sat,2019-10-26,18:30,Valladolid,1.7,2–0,0.6,Eibar,20036.0,Estadio Municipal José Zorrilla,José Luis Munuera,Match Report,,20,SP1
10.0,Sat,2019-10-26,21:00,Atlético Madrid,1.5,2–0,0.4,Athletic Club,59211.0,Estadio Wanda Metropolitano,Alejandro Hernández,Match Report,,20,SP1
10.0,Sun,2019-10-27,12:00,Celta Vigo,0.9,0–1,0.8,Real Sociedad,18002.0,Estadio de Balaídos,Valentín Pizarro,Match Report,,20,SP1
10.0,Sun,2019-10-27,14:00,Granada,1.6,1–0,0.7,Betis,18985.0,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,Match Report,,20,SP1
10.0,Sun,2019-10-27,16:00,Levante,0.3,0–1,1.0,Espanyol,18934.0,Estadio Ciudad de Valencia,Pablo González,Match Report,,20,SP1
10.0,Sun,2019-10-27,18:30,Sevilla,2.0,2–0,0.7,Getafe,38181.0,Estadio Ramón Sánchez Pizjuán,José Sánchez,Match Report,,20,SP1
10.0,Sun,2019-10-27,21:00,Osasuna,2.8,3–1,0.9,Valencia,14976.0,Estadio El Sadar,Santiago Jaime,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
11.0,Tue,2019-10-29,19:00,Alavés,0.6,1–1,1.7,Atlético Madrid,17235.0,Estadio de Mendizorroza,Daniel Ask,Match Report,,20,SP1
11.0,Tue,2019-10-29,21:15,Barcelona,2.7,5–1,1.1,Valladolid,59896.0,Camp Nou,Alberola Rojas,Match Report,,20,SP1
11.0,Wed,2019-10-30,19:00,Valencia,0.8,1–1,0.6,Sevilla,37881.0,Estadio de Mestalla,Carlos del Cerro,Match Report,,20,SP1
11.0,Wed,2019-10-30,19:00,Real Sociedad,1.6,1–2,1.8,Levante,28142.0,Estadio Municipal de Anoeta,Mario Melero,Match Report,,20,SP1
11.0,Wed,2019-10-30,20:00,Athletic Club,0.3,3–0,0.9,Espanyol,37094.0,San Mamés,Juan Martínez,Match Report,,20,SP1
11.0,Wed,2019-10-30,21:00,Betis,1.0,2–1,1.7,Celta Vigo,43353.0,Estadio Benito Villamarín,Jesús Gil,Match Report,,20,SP1
11.0,Wed,2019-10-30,21:15,Real Madrid,4.8,5–0,0.3,Leganés,53870.0,Estadio Santiago Bernabéu,César Soto,Match Report,,20,SP1
11.0,Thu,2019-10-31,19:00,Mallorca,2.4,2–2,1.0,Osasuna,12641.0,Iberostar Estadi,Adrián Cordero,Match Report,,20,SP1
11.0,Thu,2019-10-31,19:00,Eibar,2.4,2–1,1.5,Villarreal,5583.0,Estadio Municipal de Ipurúa,Guillermo Cuadra,Match Report,,20,SP1
11.0,Thu,2019-10-31,21:15,Getafe,0.8,3–1,1.7,Granada,10227.0,Coliseum Alfonso Pérez,José González,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
12.0,Sat,2019-11-02,13:00,Espanyol,1.3,1–2,1.9,Valencia,18428.0,RCDE Stadium,Valentín Pizarro,Match Report,,20,SP1
12.0,Sat,2019-11-02,16:00,Levante,1.0,3–1,2.3,Barcelona,23341.0,Estadio Ciudad de Valencia,Alejandro Hernández,Match Report,,20,SP1
12.0,Sat,2019-11-02,18:30,Sevilla,0.7,1–1,2.8,Atlético Madrid,39957.0,Estadio Ramón Sánchez Pizjuán,José González,Match Report,,20,SP1
12.0,Sat,2019-11-02,21:00,Real Madrid,2.8,0–0,0.5,Betis,70375.0,Estadio Santiago Bernabéu,José Sánchez,Match Report,,20,SP1
12.0,Sun,2019-11-03,12:00,Valladolid,2.0,3–0,0.7,Mallorca,18419.0,Estadio Municipal José Zorrilla,David Medié,Match Report,,20,SP1
12.0,Sun,2019-11-03,14:00,Villarreal,0.8,0–0,0.9,Athletic Club,17460.0,Estadio de la Cerámica,Santiago Jaime,Match Report,,20,SP1
12.0,Sun,2019-11-03,16:00,Osasuna,3.7,4–2,1.5,Alavés,15954.0,Estadio El Sadar,José Luis Munuera,Match Report,,20,SP1
12.0,Sun,2019-11-03,18:30,Celta Vigo,0.2,0–1,0.4,Getafe,14704.0,Estadio de Balaídos,Antonio Matéu Lahoz,Match Report,,20,SP1
12.0,Sun,2019-11-03,18:30,Leganés,1.4,1–2,0.9,Eibar,9649.0,Estadio Municipal de Butarque,Pablo González,Match Report,,20,SP1
12.0,Sun,2019-11-03,21:00,Granada,0.2,1–2,1.0,Real Sociedad,16898.0,Estadio Nuevo Los Cármenes,Eduardo Prieto,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
13.0,Fri,2019-11-08,21:00,Real Sociedad,1.1,1–1,1.0,Leganés,27684.0,Estadio Municipal de Anoeta,Juan Martínez,Match Report,,20,SP1
13.0,Sat,2019-11-09,13:00,Alavés,3.4,3–0,0.3,Valladolid,16148.0,Estadio de Mendizorroza,Mario Melero,Match Report,,20,SP1
13.0,Sat,2019-11-09,16:00,Valencia,0.7,2–0,0.5,Granada,39882.0,Estadio de Mestalla,Daniel Ask,Match Report,,20,SP1
13.0,Sat,2019-11-09,18:30,Eibar,1.0,0–4,2.9,Real Madrid,7045.0,Estadio Municipal de Ipurúa,Adrián Cordero,Match Report,,20,SP1
13.0,Sat,2019-11-09,21:00,Barcelona,1.4,4–1,0.4,Celta Vigo,71209.0,Camp Nou,Guillermo Cuadra,Match Report,,20,SP1
13.0,Sun,2019-11-10,12:00,Mallorca,1.7,3–1,3.2,Villarreal,8348.0,Iberostar Estadi,Carlos del Cerro,Match Report,,20,SP1
13.0,Sun,2019-11-10,14:00,Athletic Club,1.6,2–1,0.6,Levante,33202.0,San Mamés,Alberola Rojas,Match Report,,20,SP1
13.0,Sun,2019-11-10,16:00,Atlético Madrid,2.7,3–1,0.4,Espanyol,53069.0,Estadio Wanda Metropolitano,Jesús Gil,Match Report,,20,SP1
13.0,Sun,2019-11-10,18:30,Getafe,1.3,0–0,0.1,Osasuna,10558.0,Coliseum Alfonso Pérez,César Soto,Match Report,,20,SP1
13.0,Sun,2019-11-10,21:00,Betis,1.9,1–2,0.9,Sevilla,52123.0,Estadio Benito Villamarín,Alejandro Hernández,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
14.0,Fri,2019-11-22,21:00,Levante,1.8,2–1,1.7,Mallorca,15110.0,Estadio Ciudad de Valencia,Valentín Pizarro,Match Report,,20,SP1
14.0,Sat,2019-11-23,13:00,Leganés,0.4,1–2,1.7,Barcelona,12110.0,Estadio Municipal de Butarque,Santiago Jaime,Match Report,,20,SP1
14.0,Sat,2019-11-23,16:00,Betis,1.7,2–1,1.0,Valencia,46545.0,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,,20,SP1
14.0,Sat,2019-11-23,18:30,Granada,0.7,1–1,2.3,Atlético Madrid,17003.0,Estadio Nuevo Los Cármenes,David Medié,Match Report,,20,SP1
14.0,Sat,2019-11-23,21:00,Real Madrid,1.4,3–1,1.6,Real Sociedad,69305.0,Estadio Santiago Bernabéu,Jesús Gil,Match Report,,20,SP1
14.0,Sun,2019-11-24,12:00,Espanyol,1.1,1–1,0.7,Getafe,22031.0,RCDE Stadium,Pablo González,Match Report,,20,SP1
14.0,Sun,2019-11-24,14:00,Osasuna,1.3,1–2,1.1,Athletic Club,16145.0,Estadio El Sadar,José Sánchez,Match Report,,20,SP1
14.0,Sun,2019-11-24,16:00,Eibar,1.4,0–2,1.6,Alavés,6315.0,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,Match Report,,20,SP1
14.0,Sun,2019-11-24,18:30,Villarreal,1.2,1–3,1.9,Celta Vigo,17352.0,Estadio de la Cerámica,José Luis Munuera,Match Report,,20,SP1
14.0,Sun,2019-11-24,21:00,Valladolid,0.5,0–1,1.4,Sevilla,18169.0,Estadio Municipal José Zorrilla,Eduardo Prieto,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
15.0,Fri,2019-11-29,21:00,Celta Vigo,1.1,0–0,0.4,Valladolid,16918.0,Estadio de Balaídos,Alberola Rojas,Match Report,,20,SP1
15.0,Sat,2019-11-30,13:00,Alavés,1.3,1–2,1.8,Real Madrid,19357.0,Estadio de Mendizorroza,Guillermo Cuadra,Match Report,,20,SP1
15.0,Sat,2019-11-30,16:00,Real Sociedad,1.1,4–1,0.6,Eibar,28612.0,Estadio Municipal de Anoeta,Carlos del Cerro,Match Report,,20,SP1
15.0,Sat,2019-11-30,18:30,Mallorca,2.8,1–2,2.2,Betis,16810.0,Iberostar Estadi,Juan Martínez,Match Report,,20,SP1
15.0,Sat,2019-11-30,21:00,Valencia,1.5,2–1,2.1,Villarreal,38521.0,Estadio de Mestalla,César Soto,Match Report,,20,SP1
15.0,Sun,2019-12-01,12:00,Sevilla,2.1,1–0,0.7,Leganés,33648.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,,20,SP1
15.0,Sun,2019-12-01,14:00,Athletic Club,1.9,2–0,1.0,Granada,37974.0,San Mamés,Adrián Cordero,Match Report,,20,SP1
15.0,Sun,2019-12-01,16:00,Espanyol,1.6,2–4,2.7,Osasuna,21238.0,RCDE Stadium,Mario Melero,Match Report,,20,SP1
15.0,Sun,2019-12-01,18:30,Getafe,1.8,4–0,0.6,Levante,6535.0,Coliseum Alfonso Pérez,Daniel Ask,Match Report,,20,SP1
15.0,Sun,2019-12-01,21:00,Atlético Madrid,1.4,0–1,0.9,Barcelona,64226.0,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
16.0,Fri,2019-12-06,21:00,Villarreal,1.5,0–0,1.6,Atlético Madrid,17964.0,Estadio de la Cerámica,Alejandro Hernández,Match Report,,20,SP1
16.0,Sat,2019-12-07,13:00,Real Madrid,2.4,2–0,0.5,Espanyol,64125.0,Estadio Santiago Bernabéu,Santiago Jaime,Match Report,,20,SP1
16.0,Sat,2019-12-07,16:00,Granada,2.5,3–0,0.3,Alavés,14773.0,Estadio Nuevo Los Cármenes,Jesús Gil,Match Report,,20,SP1
16.0,Sat,2019-12-07,18:30,Levante,2.1,2–4,3.0,Valencia,23137.0,Estadio Ciudad de Valencia,David Medié,Match Report,,20,SP1
16.0,Sat,2019-12-07,21:00,Barcelona,3.7,5–2,1.3,Mallorca,71072.0,Camp Nou,José Luis Munuera,Match Report,,20,SP1
16.0,Sun,2019-12-08,12:00,Eibar,0.3,0–1,0.9,Getafe,5969.0,Estadio Municipal de Ipurúa,Eduardo Prieto,Match Report,,20,SP1
16.0,Sun,2019-12-08,14:00,Betis,2.0,3–2,1.0,Athletic Club,46106.0,Estadio Benito Villamarín,Valentín Pizarro,Match Report,,20,SP1
16.0,Sun,2019-12-08,16:00,Valladolid,0.6,0–0,1.7,Real Sociedad,18654.0,Estadio Municipal José Zorrilla,Pablo González,Match Report,,20,SP1
16.0,Sun,2019-12-08,18:30,Leganés,1.0,3–2,0.5,Celta Vigo,7115.0,Estadio Municipal de Butarque,José Sánchez,Match Report,,20,SP1
16.0,Sun,2019-12-08,21:00,Osasuna,0.8,1–1,1.5,Sevilla,15045.0,Estadio El Sadar,Daniel Ask,Match Report,,20,SP1
,,,,,,,,,,,,,,20,SP1
17.0,Fri,2019-12-13,21:00,Alavés,1.2,1–1,0.7,Leganés,15567.0,Estadio de Mendizorroza,César Soto,Match Report,,20,SP1
17.0,Sat,2019-12-14,13:00,Granada,1.2,1–2,1.0,Levante,14127.0,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,,20,SP1
17.0,Sat,2019-12-14,16:00,Real Sociedad,2.7,2–2,1.2,Barcelona,36639.0,Estadio Municipal de Anoeta,Alberola Rojas,Match Report,,20,SP1
17.0,Sat,2019-12-14,18:30,Athletic Club,0.9,0–0,0.4,Eibar,43203.0,San Mamés,Mario Melero,Match Report,,20,SP1
17.0,Sat,2019-12-14,21:00,Atlético Madrid,2.5,2–0,0.7,Osasuna,46033.0,Estadio Wanda Metropolitano,José Luis Munuera,Match Report,,20,SP1
17.0,Sun,2019-12-15,12:00,Getafe,1.5,2–0,0.5,Valladolid,10816.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,Match Report,,20,SP1
17.0,Sun,2019-12-15,14:00,Celta Vigo,2.2,2–2,1.6,Mallorca,13247.0,Estadio de Balaídos,Ricardo de Burgos,Match Report,,20,SP1
17.0,Sun,2019-12-15,16:00,Espanyol,1.4,2–2,0.9,Betis,22248.0,RCDE Stadium,Guillermo Cuadra,Match Report,,20,SP1
