Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,9.0,Tue,2021-09-21,20:00,Caen,0–1,Dijon,8391.0,Stade Michel d'Ornano,Gaël Angoula,Match Report,,22,F2
Regular season,9.0,Tue,2021-09-21,20:00,Paris FC,2–0,Nîmes,2726.0,Stade Sébastien Charléty,Pierre Gaillouste,Match Report,,22,F2
Regular season,9.0,Tue,2021-09-21,20:00,Dunkerque,0–2,Toulouse,1752.0,Stade Marcel-Tribut,Abdelatif Kherradji,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Quevilly-Rouen,2–2,Guingamp,3513.0,Stade Robert Diochon,Guillaume Paradis,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Rodez Aveyron,1–1,Grenoble,1285.0,Stade Paul Lignon,Jérôme Miguelgorry,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Sochaux,0–0,Auxerre,9185.0,Stade Auguste-Bonal,Remi Landry,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Pau FC,1–2,Dunkerque,2092.0,Stade Nouste Camp,Mathieu Vernice,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Dijon,0–1,Valenciennes,7118.0,Stade Gaston Gérard,Franck Schneider,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Nîmes,0–1,Le Havre,2540.0,Stade des Costières,Aurélien Petit,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Niort,4–1,Paris FC,1802.0,Stade René Gaillard,Nicolas Rainville,Match Report,,22,F2
Regular season,10.0,Fri,2021-09-24,21:00,Nancy,1–1,Amiens,6010.0,Stade Marcel Picot,Olivier Thual,Match Report,,22,F2
Regular season,10.0,Sat,2021-09-25,15:00,Bastia,2–0,Ajaccio,11686.0,Stade Armand Césari,Florent Batta,Match Report,,22,F2
Regular season,10.0,Mon,2021-09-27,20:45,Toulouse,2–3,Caen,9856.0,Stadium Municipal,Bartolomeu Varela,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,11.0,Sat,2021-10-02,15:00,Auxerre,2–2,Nîmes,9479.0,Stade de l'Abbé Deschamps,Romain Lissorgue,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,15:00,Amiens,0–0,Toulouse,11733.0,Stade Crédit Agricole la Licorne,Mathieu Vernice,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Caen,1–2,Valenciennes,8490.0,Stade Michel d'Ornano,Abdelatif Kherradji,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Dunkerque,2–0,Bastia,2150.0,Stade Marcel-Tribut,Remi Landry,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Guingamp,2–1,Rodez Aveyron,6756.0,Stade du Roudourou,Pierre Legat,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Sochaux,1–0,Niort,10678.0,Stade Auguste-Bonal,Aurélien Petit,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Le Havre,2–0,Dijon,5096.0,Stade Océane,Marc Bollengier,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Ajaccio,0–1,Quevilly-Rouen,2497.0,Stade François Coty,Alexandre Perreau Niel,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Paris FC,1–1,Nancy,2710.0,Stade Sébastien Charléty,Gaël Angoula,Match Report,,22,F2
Regular season,11.0,Sat,2021-10-02,19:00,Grenoble,2–0,Pau FC,4427.0,Stade des Alpes,Benjamin Lepaysant,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,12.0,Sat,2021-10-16,15:00,Toulouse,6–0,Auxerre,10302.0,Stadium Municipal,Franck Schneider,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Pau FC,1–0,Paris FC,2854.0,Stade Nouste Camp,Arnaud Baert,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Rodez Aveyron,0–1,Sochaux,1541.0,Stade Paul Lignon,Olivier Thual,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Valenciennes,1–3,Dunkerque,10429.0,Stade du Hainaut,Benjamin Lepaysant,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Caen,2–2,Le Havre,16729.0,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Bastia,0–0,Grenoble,8303.0,Stade Armand Césari,Nicolas Rainville,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Nancy,2–1,Guingamp,5000.0,Stade Marcel Picot,Marc Bollengier,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Quevilly-Rouen,0–3,Niort,3300.0,Stade Robert Diochon,Bartolomeu Varela,Match Report,,22,F2
Regular season,12.0,Sat,2021-10-16,19:00,Dijon,1–0,Amiens,7445.0,Stade Gaston Gérard,Jérôme Miguelgorry,Match Report,,22,F2
Regular season,12.0,Mon,2021-10-18,20:45,Nîmes,0–2,Ajaccio,2329.0,Stade des Costières,Guillaume Paradis,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,13.0,Sat,2021-10-23,15:00,Paris FC,2–2,Toulouse,4068.0,Stade Sébastien Charléty,Guillaume Paradis,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Guingamp,3–1,Nîmes,9983.0,Stade du Roudourou,Jérôme Miguelgorry,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Le Havre,1–0,Pau FC,5439.0,Stade Municipal Jules Deschaseaux,Abdelatif Kherradji,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Amiens,3–0,Valenciennes,8781.0,Stade Moulonguet,Bartolomeu Varela,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Grenoble,1–2,Dijon,5714.0,Stade Lesdiguières,Gaël Angoula,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Sochaux,1–1,Quevilly-Rouen,9081.0,Stade Auguste-Bonal,Jeremy Stinat,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Niort,0–2,Rodez Aveyron,2439.0,Stade René Gaillard,Alexandre Perreau Niel,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Ajaccio,2–0,Nancy,2713.0,Stade François Coty,Mathieu Vernice,Match Report,,22,F2
Regular season,13.0,Sat,2021-10-23,19:00,Dunkerque,1–1,Caen,2500.0,Stade Marcel-Tribut,Aurélien Petit,Match Report,,22,F2
Regular season,13.0,Mon,2021-10-25,20:45,Auxerre,1–0,Bastia,8559.0,Stade de l'Abbé Deschamps,Pierre Legat,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,14.0,Sat,2021-10-30,15:00,Toulouse,2–2,Guingamp,10491.0,Stadium Municipal,Nicolas Rainville,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Caen,0–1,Grenoble,8651.0,Stade Michel d'Ornano,Arnaud Baert,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Pau FC,1–0,Ajaccio,2691.0,Stade Nouste Camp,Marc Bollengier,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Bastia,0–0,Amiens,8018.0,Stade Armand Césari,Thomas Léonard,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Nîmes,1–2,Niort,1174.0,Stade des Costières,Olivier Thual,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Rodez Aveyron,3–0,Quevilly-Rouen,1521.0,Stade Paul Lignon,Abdelatif Kherradji,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Dunkerque,1–0,Le Havre,2200.0,Stade Marcel-Tribut,Pierre Legat,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Nancy,0–0,Sochaux,8114.0,Stade Marcel Picot,Benjamin Lepaysant,Match Report,,22,F2
Regular season,14.0,Sat,2021-10-30,19:00,Dijon,0–1,Paris FC,7660.0,Stade Gaston Gérard,Franck Schneider,Match Report,,22,F2
Regular season,14.0,Mon,2021-11-01,20:45,Valenciennes,1–2,Auxerre,6574.0,Stade Nungesser,Aurélien Petit,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,15.0,Sat,2021-11-06,15:00,Sochaux,0–1,Nîmes,9780.0,Stade Auguste-Bonal,Bastien Dechepy,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,15:00,Auxerre,4–1,Pau FC,10308.0,Stade de l'Abbé Deschamps,Guillaume Paradis,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Niort,1–3,Nancy,2050.0,Stade René Gaillard,Jérôme Miguelgorry,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Ajaccio,1–0,Dijon,2532.0,Stade François Coty,Bartolomeu Varela,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Paris FC,1–0,Rodez Aveyron,2477.0,Stade Sébastien Charléty,Mathieu Vernice,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Le Havre,0–0,Valenciennes,5504.0,Stade Océane,Arnaud Baert,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Grenoble,1–0,Dunkerque,4171.0,Stade des Alpes,Franck Schneider,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Amiens,0–0,Caen,8790.0,Stade Crédit Agricole la Licorne,Alexandre Perreau Niel,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Quevilly-Rouen,0–0,Toulouse,4079.0,Stade Robert Diochon,Gaël Angoula,Match Report,,22,F2
Regular season,15.0,Sat,2021-11-06,19:00,Guingamp,2–3,Bastia,8769.0,Stade du Roudourou,Benjamin Lepaysant,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,16.0,Sat,2021-11-20,15:00,Toulouse,4–1,Sochaux,15069.0,Stadium Municipal,Olivier Thual,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Caen,0–1,Paris FC,11635.0,Stade Michel d'Ornano,Marc Bollengier,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Valenciennes,1–0,Grenoble,4927.0,Stade Nungesser,Gaël Angoula,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Nîmes,2–1,Quevilly-Rouen,1203.0,Stade des Costières,Alexandre Perreau Niel,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Dunkerque,0–1,Ajaccio,2084.0,Stade Marcel-Tribut,Arnaud Baert,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Nancy,0–2,Rodez Aveyron,8680.0,Stade Marcel Picot,Pierre Legat,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Bastia,2–0,Niort,7728.0,Stade Armand Césari,Johan Hamel,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Pau FC,2–0,Guingamp,2443.0,Stade Nouste Camp,Franck Schneider,Match Report,,22,F2
Regular season,16.0,Sat,2021-11-20,19:00,Le Havre,1–1,Amiens,5120.0,Stade Municipal Jules Deschaseaux,Jérôme Miguelgorry,Match Report,,22,F2
Regular season,16.0,Mon,2021-11-22,20:45,Dijon,3–1,Auxerre,11301.0,Stade Gaston Gérard,Nicolas Rainville,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Paris FC,1–0,Bastia,2764.0,Stade Sébastien Charléty,Olivier Thual,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Ajaccio,0–0,Valenciennes,3197.0,Stade François Coty,Pierre Legat,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Grenoble,1–2,Le Havre,4085.0,Stade Lesdiguières,Marc Bollengier,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Quevilly-Rouen,2–1,Nancy,2912.0,Stade Robert Diochon,Bartolomeu Varela,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Rodez Aveyron,1–0,Nîmes,1567.0,Stade Paul Lignon,Guillaume Paradis,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Amiens,3–0,Dunkerque,7626.0,Stade Moulonguet,Benjamin Lepaysant,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Sochaux,2–1,Pau FC,7049.0,Stade Auguste-Bonal,Nicolas Rainville,Match Report,,22,F2
Regular season,17.0,Fri,2021-12-03,21:00,Guingamp,3–2,Dijon,7388.0,Stade du Roudourou,Aurélien Petit,Match Report,,22,F2
Regular season,17.0,Sat,2021-12-04,15:00,Auxerre,2–2,Caen,6366.0,Stade de l'Abbé Deschamps,Jérôme Miguelgorry,Match Report,,22,F2
Regular season,17.0,Mon,2021-12-06,20:45,Niort,2–1,Toulouse,2370.0,Stade René Gaillard,Eric Wattellier,Match Report,,22,F2
,,,,,,,,,,,,,22,F2
Regular season,18.0,Sat,2021-12-11,15:00,Le Havre,0–1,Ajaccio,7400.0,Stade Municipal Jules Deschaseaux,Jérôme Brisard,Match Report,,22,F2
Regular season,18.0,Sat,2021-12-11,19:00,Nîmes,2–1,Nancy,1210.0,Stade des Costières,Benjamin Lepaysant,Match Report,,22,F2
Regular season,18.0,Sat,2021-12-11,19:00,Amiens,4–1,Grenoble,7853.0,Stade Moulonguet,Franck Schneider,Match Report,,22,F2
Regular season,18.0,Sat,2021-12-11,19:00,Dijon,2–2,Niort,6820.0,Stade Gaston Gérard,Abdelatif Kherradji,Match Report,,22,F2
