Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
24.0,Fri,2020-01-31,20:30,Kortrijk,3–1,Standard Liège,7333.0,Guldensporenstadion,Lothar D'Hondt,Match Report,,20,B1
24.0,Sat,2020-02-01,18:00,Genk,1–0,Charleroi,14650.0,Luminus Arena,Jonathan Lardot,Match Report,,20,B1
24.0,Sat,2020-02-01,20:00,Oostende,1–0,Sint-Truiden,4423.0,Versluys Arena,Wim Smet,Match Report,,20,B1
24.0,Sat,2020-02-01,20:00,Eupen,1–0,Cercle Brugge,3327.0,Stadion am Kehrweg,Wesley Alen,Match Report,,20,B1
24.0,Sat,2020-02-01,20:30,Mechelen,0–3,Gent,16069.0,AFAS-stadion Achter de Kazerne,Jan Boterberg,Match Report,,20,B1
24.0,Sun,2020-02-02,14:30,Club Brugge,1–0,Antwerp,27000.0,Jan Breydelstadion,Erik Lambrechts,Match Report,,20,B1
24.0,Sun,2020-02-02,18:00,Anderlecht,1–0,Excel Mouscron,18000.0,Lotto Park,Bram Van Driessche,Match Report,,20,B1
24.0,Sun,2020-02-02,20:00,Zulte Waregem,5–0,Waasland-Bev,6693.0,Regenboogstadion,Wesli De Cremer,Match Report,,20,B1
,,,,,,,,,,,,20,B1
25.0,Fri,2020-02-07,20:30,Gent,1–1,Anderlecht,20000.0,GHELAMCO-arena,Wesley Alen,Match Report,,20,B1
25.0,Sat,2020-02-08,18:00,Charleroi,4–0,Zulte Waregem,8356.0,Stade du Pays de Charleroi,Jasper Vergoote,Match Report,,20,B1
25.0,Sat,2020-02-08,20:00,Cercle Brugge,3–2,Mechelen,3940.0,Jan Breydelstadion,Frederik Geldhof,Match Report,,20,B1
25.0,Sat,2020-02-08,20:00,Sint-Truiden,5–2,Eupen,4194.0,Stayen,Christof Dierick,Match Report,,20,B1
25.0,Sat,2020-02-08,20:30,Excel Mouscron,3–1,Oostende,1792.0,Stade Le Canonnier,Wesli De Cremer,Match Report,,20,B1
,,,,,,,,,,,,20,B1
23.0,Tue,2020-02-11,20:30,Charleroi,2–1,Mechelen,12928.0,Stade du Pays de Charleroi,Erik Lambrechts,Match Report,,20,B1
,,,,,,,,,,,,20,B1
25.0,Wed,2020-02-12,20:30,Waasland-Bev,1–2,Kortrijk,2543.0,Freethiel-Stadion,Bert Put,Match Report,,20,B1
25.0,Wed,2020-02-12,20:30,Standard Liège,0–0,Club Brugge,27145.0,Stade Maurice Dufrasne,Lawrence Visser,Match Report,,20,B1
25.0,Thu,2020-02-13,20:30,Antwerp,1–1,Genk,11480.0,Bosuilstadion,Jan Boterberg,Match Report,,20,B1
,,,,,,,,,,,,20,B1
26.0,Fri,2020-02-14,20:30,Eupen,2–3,Gent,2337.0,Stadion am Kehrweg,Jonathan Lardot,Match Report,,20,B1
26.0,Sat,2020-02-15,18:00,Club Brugge,2–1,Waasland-Bev,26771.0,Jan Breydelstadion,Nathan Verboomen,Match Report,,20,B1
26.0,Sat,2020-02-15,20:00,Oostende,0–3,Kortrijk,3456.0,Versluys Arena,Christof Dierick,Match Report,,20,B1
26.0,Sat,2020-02-15,20:00,Sint-Truiden,0–1,Cercle Brugge,4336.0,Stayen,Bert Put,Match Report,,20,B1
26.0,Sat,2020-02-15,20:30,Mechelen,2–0,Anderlecht,16500.0,AFAS-stadion Achter de Kazerne,Lawrence Visser,Match Report,,20,B1
26.0,Sun,2020-02-16,14:30,Antwerp,1–1,Charleroi,12091.0,Bosuilstadion,Bram Van Driessche,Match Report,,20,B1
26.0,Sun,2020-02-16,18:00,Genk,1–3,Standard Liège,20108.0,Luminus Arena,Nicolas Laforge,Match Report,,20,B1
26.0,Sun,2020-02-16,20:00,Zulte Waregem,1–2,Excel Mouscron,7090.0,Regenboogstadion,Kevin Van Damme,Match Report,,20,B1
,,,,,,,,,,,,20,B1
27.0,Fri,2020-02-21,20:00,Kortrijk,0–1,Genk,5124.0,Guldensporenstadion,Wesley Alen,Match Report,,20,B1
27.0,Sat,2020-02-22,18:00,Standard Liège,1–0,Antwerp,27143.0,Stade Maurice Dufrasne,Nathan Verboomen,Match Report,,20,B1
27.0,Sat,2020-02-22,20:00,Oostende,1–1,Zulte Waregem,5238.0,Versluys Arena,Frederik Geldhof,Match Report,,20,B1
27.0,Sat,2020-02-22,20:00,Excel Mouscron,0–1,Cercle Brugge,3161.0,Stade Le Canonnier,Jonathan Lardot,Match Report,,20,B1
27.0,Sat,2020-02-22,20:30,Mechelen,4–0,Waasland-Bev,15900.0,AFAS-stadion Achter de Kazerne,Wim Smet,Match Report,,20,B1
27.0,Sun,2020-02-23,14:30,Club Brugge,1–0,Charleroi,27039.0,Jan Breydelstadion,Lothar D'Hondt,Match Report,,20,B1
27.0,Sun,2020-02-23,18:00,Anderlecht,6–1,Eupen,20000.0,Lotto Park,Alexandre Boucaut,Match Report,,20,B1
27.0,Sun,2020-02-23,20:00,Gent,4–1,Sint-Truiden,18743.0,GHELAMCO-arena,Jasper Vergoote,Match Report,,20,B1
,,,,,,,,,,,,20,B1
28.0,Fri,2020-02-28,20:30,Sint-Truiden,0–3,Mechelen,4000.0,Stayen,Kevin Van Damme,Match Report,,20,B1
28.0,Sat,2020-02-29,18:00,Waasland-Bev,0–3,Anderlecht,7253.0,Freethiel-Stadion,Nicolas Laforge,Match Report,,20,B1
28.0,Sat,2020-02-29,20:00,Zulte Waregem,2–2,Kortrijk,9285.0,Regenboogstadion,Bram Van Driessche,Match Report,,20,B1
28.0,Sat,2020-02-29,20:00,Eupen,2–1,Excel Mouscron,1670.0,Stadion am Kehrweg,Wesli De Cremer,Match Report,,20,B1
28.0,Sat,2020-02-29,20:30,Antwerp,3–1,Oostende,11012.0,Bosuilstadion,Bert Put,Match Report,,20,B1
28.0,Sun,2020-03-01,14:30,Genk,1–2,Club Brugge,21897.0,Luminus Arena,Erik Lambrechts,Match Report,,20,B1
28.0,Sun,2020-03-01,18:00,Charleroi,2–0,Standard Liège,13304.0,Stade du Pays de Charleroi,Alexandre Boucaut,Match Report,,20,B1
28.0,Sun,2020-03-01,20:00,Cercle Brugge,1–0,Gent,5586.0,Jan Breydelstadion,Lawrence Visser,Match Report,,20,B1
,,,,,,,,,,,,20,B1
29.0,Sat,2020-03-07,20:00,Mechelen,1–1,Eupen,15524.0,AFAS-stadion Achter de Kazerne,Jasper Vergoote,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Gent,1–4,Charleroi,19464.0,GHELAMCO-arena,Jan Boterberg,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Standard Liège,0–0,Sint-Truiden,26007.0,Stade Maurice Dufrasne,Frederik Geldhof,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Excel Mouscron,1–0,Waasland-Bev,3400.0,Stade Le Canonnier,Lawrence Visser,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Anderlecht,7–0,Zulte Waregem,17000.0,Lotto Park,Nathan Verboomen,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Club Brugge,2–1,Cercle Brugge,28593.0,Jan Breydelstadion,Wesley Alen,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Oostende,2–4,Genk,4000.0,Versluys Arena,Jonathan Lardot,Match Report,,20,B1
29.0,Sat,2020-03-07,20:00,Kortrijk,0–1,Antwerp,6318.0,Guldensporenstadion,Wim Smet,Match Report,,20,B1
,,,,,,,,,,,,20,B1
30.0,Sun,2020-03-15,18:00,Cercle Brugge,,Oostende,,Jan Breydelstadion,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Sint-Truiden,,Anderlecht,,Stayen,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Waasland-Bev,,Gent,,Freethiel-Stadion,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Antwerp,,Excel Mouscron,,Bosuilstadion,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Genk,,Mechelen,,Luminus Arena,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Eupen,,Club Brugge,,Stadion am Kehrweg,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Zulte Waregem,,Standard Liège,,Regenboogstadion,,Match Report,Match Cancelled,20,B1
30.0,Sun,2020-03-15,18:00,Charleroi,,Kortrijk,,Stade du Pays de Charleroi,,Match Report,Match Cancelled,20,B1
